projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end,new_product
三年煉一傘！台灣研發挑戰世界最細的晴雨傘！一把摺疊傘最理想的樣子就是【極工傘】,米塔培拉精品傘業有限公司,1303252,968,https://www.zeczec.com/projects/metabrella,"關於「一把摺疊傘最理想的樣子」。透過骨架機構的迴避設計，達到收折後世界第一細的特徵，同時保有晴雨傘最易被犧牲掉的傘面尺寸，並維持了傘應有的強韌程度。預期可賦予我們的產品-極工傘真正的輕巧易攜，且...,zeczec",9 天,2022/11/01 07:00 – 2022/12/27 23:59,2022/11/01 07:00:00,2022/12/27 23:59:00,
GG褲 海洋系｜來自大海的淬鍊，獨家使用來自大海的SEAWOOL® 海毛紗，兼具舒適/輕薄/快乾/恆溫涼感/永久除臭 功能,URBAN CREW,1209840,980,https://www.zeczec.com/projects/GGCOOLSEA,"熱賣超過200萬的【GG褲(森林系)】推出全新海洋系！太空ionic+太空銀纖維 結合 SEAWOOL® 海毛紗，一次擁有 遠紅外線∕涼感舒適∕吸濕排汗∕99% 抗菌防臭∕3D立體囊袋∕防磨腰頭...,zeczec",13 天,2022/11/01 11:30 – 2022/12/31 23:59,2022/11/01 11:30:00,2022/12/31 23:59:00,
【半導體金屬鍍膜升溫防水外套 】戶外機能走入城市：銅鈦金屬極速升溫、長效抗菌｜2 IN 1 設計，實現全場域穿搭自由！,HUNDR.,1081280,7590,https://www.zeczec.com/projects/wave-breaker-3l-jacket,"HUNDR. 秉持對簡約設計及布料科技的堅持，利用獨家半導體金屬鍍膜技術聯手台灣品牌oqLiq合作設計，打造出穿梭在城市間的The Wave Breaker 3L Jacket。 ,zeczec",29 天,2022/12/01 12:00 – 2023/01/16 23:59,2022/12/01 12:00:00,2023/01/16 23:59:00,
量身打造專屬你的衣帽包架｜走走家具解決棘手收納困擾，改善易亂體質！,走走家具 GOGO Furniture,854320,13500,https://www.zeczec.com/projects/cloth-rack,"容量精巧收納剛剛好，不讓衣帽架成為家中混亂的角落，妥善收納日常用品，打造清爽整齊的衣帽包空間，多種擴充配件可選擇，配出你的專屬衣帽架,zeczec",46 天,2022/12/05 21:00 – 2023/02/02 23:59,2022/12/05 21:00:00,2023/02/02 23:59:00,
淨瓶小熊｜PH9 不傷瓶-超鹼性萬用清潔錠 ，瓶器再髒再臭，10min一錠終結！,淨瓶小熊 Bolar Bear,520194,448,https://www.zeczec.com/projects/bolarbear,"泡完=洗完的懶人清潔神器，PH9鹼性發泡清潔微錠，只需15分鐘 高效、深層、全面清潔，不管是瓶器、餐具、環保吸管，淨瓶小熊 一錠搞定! ,zeczec",4 天,2022/10/19 09:00 – 2022/12/22 23:59,2022/10/19 09:00:00,2022/12/22 23:59:00,
Studio Smoll 巧翻皮夾2.0｜流暢隨行，快意感應,StudioSmoll,710816,1510,https://www.zeczec.com/projects/revolve-wallet2,"使用義大利植鞣皮革，製程環保，化繁為簡滿足各種日常所需，簡約而細膩的陪伴我們每個外出時刻。,zeczec",4 天,2022/10/17 21:00 – 2022/12/22 23:59,2022/10/17 21:00:00,2022/12/22 23:59:00,
【 ATUBE｜真空管藍牙 soundbar 音響】你的第一台真空管音響！韓國復古設計，情感人聲！,Atube 台灣,895260,3280,https://www.zeczec.com/projects/atube,"卓越的人聲表現 × 真空管清澈透亮音質 × 超乎想像的CP值,zeczec",12 天,2022/10/05 12:00 – 2022/12/31 02:00,2022/10/05 12:00:00,2022/12/31 02:00:00,
桌遊 x 立體書 = 夢幻組合！《奇幻樹冒險物語》2022 最歡樂的一場冒險,迷走工作坊,1584787,2349,https://www.zeczec.com/projects/wonderbook,"《奇幻樹冒險物語》是一款原創的奇幻故事冒險遊戲。結合桌遊「豐富的遊戲機制」與立體書「創新的互動玩法」，易學好教十分鐘就能輕鬆上手，從 10 歲到 99 歲都能快速融入刺激的遊戲情境中！,zeczec",9 天,2022/09/20 12:00 – 2022/12/28 02:00,2022/09/20 12:00:00,2022/12/28 02:00:00,
【4折倒數】小芳純森🌳空間淨化擴香儀 | 瞬間淨化×長效擴香 | ×香氛1秒快速換,BRISE 空氣淨化專家,432816,1190,https://www.zeczec.com/projects/snano,"不只是擴香儀，也是空氣清淨機！0.02秒強力分解空氣中細菌雜質，讓精油與純淨空氣結合，感受前所未有的原始香氛。6x6公分超迷你，房間、車上一台搞定！,zeczec",13 天,2022/11/15 21:00 – 2023/01/01 00:00,2022/11/15 21:00:00,2023/01/01 00:00:00,
十年磨一劍 - 御劍飛行・挑戰法國巴黎明日馬戲節！,笑炎舞者蔡宏毅,421256,500,https://www.zeczec.com/projects/titostsaicomingtrue,"我是蔡宏毅，一位劍舞、書法創作者，即將代表台灣前往世界最高殿堂 - 法國巴黎“明日馬戲節”比賽，需要募集旅費與訓練費，因此我以書法墨寶為禮，邀請您與我一同御劍飛行。,zeczec",19 天,2022/12/08 20:00 – 2023/01/07 02:00,2022/12/08 20:00:00,2023/01/07 02:00:00,
運動數據就在你眼前! 即時智能顯示給你全新騎乘感受：【ION SPORT 自行車智能顯示器】,ION SPORT,441239,3299,https://www.zeczec.com/projects/ion-sport,"ION sport 透過無線通訊與感測裝置與手機連接，就可即時監控的你的運動數據。The game is on 整裝待發，換我上場！,zeczec", 40 小時,2022/11/07 11:30 – 2022/12/21 02:00,2022/11/07 11:30:00,2022/12/21 02:00:00,
#全球獨創技術 DarMo® 達摩經絡儀 | 疏通經絡促進循環幫助睡眠、輕鬆減壓,DarMo® 達摩經絡儀,846166,16800,https://www.zeczec.com/projects/DarMo,"整合３大領域「中西醫、自然醫學」與 王唯工教授 建立的氣血共振理論基礎，開發出「減壓舒眠經絡儀」，透過微電流電導場共振技術，與人體經絡同步共振，激發人體自癒潛能， 讓我們都能往 更平衡 的狀態前進,zeczec",16 天,2022/11/22 10:30 – 2023/01/03 23:59,2022/11/22 10:30:00,2023/01/03 23:59:00,
超簡單種植法！◣ nX20 植物營養液 ◥ 為植栽補充各種 關鍵營養，也有綠手指入門組～,1% nutrition,871500,990,https://www.zeczec.com/projects/nX20-1-percent-nutrition,"3000 名 園藝植栽專家使用經驗，辦公室、陽台、客廳室內植栽「天然萃取 × 新手老手」一起無痛轉職綠手指～,zeczec",53 天,2022/11/08 11:50 – 2023/02/09 23:59,2022/11/08 11:50:00,2023/02/09 23:59:00,
Hahow X 理科太太－理科太太的諮商筆記 線上課程,Hahow 好學校,3129819,1799,https://www.zeczec.com/projects/hahow-liketaitai,"「我不是心理師不能幫你諮商，但我在諮商室的另一頭和自己搏鬥了 100 多個小時，我想以學姊的身份，分享我的筆記，陪你走過這一段。」－理科太太,zeczec",11 天,2022/12/01 12:00 – 2022/12/29 23:59,2022/12/01 12:00:00,2022/12/29 23:59:00,
〖 蠟筆小新熱壓吐司機 〗零失敗! 三分鐘療癒上桌♡ 高顏值小新×小白雙烤紋★陪你吃可愛長大,Norns,1508463,1690,https://www.zeczec.com/projects/norns,"日本官方授權 ‧ 全台首發 ♡《蠟筆小新：風起雲湧 光榮烤吐司之路》登場◆預購就送日式兩用收納袋◆省時省力一鍋到底★ 咖啡廳等級的吐司／鬆餅在家輕鬆做。一機在手，療癒無限、美味無窮,zeczec", 38 小時,2022/11/01 11:00 – 2022/12/20 23:59,2022/11/01 11:00:00,2022/12/20 23:59:00,
Tent Acme 極.美.秒換面紙盒〖皮革低碳版〗| 瞬間成為美好的存在! ,TaG 創夏設計,771524,1155,https://www.zeczec.com/projects/tent-2-0,"用極致的視覺藝術定義面紙盒，簡約弧線百搭沒有侷限。升級為低碳皮革面料的TentAcme 面紙盒以磁吸3秒更換的超直覺設計達到免組裝，即可秒速裝填與更換面紙。 優美弧度的簡約外型，為你生活提升質感...,zeczec",12 天,2022/11/01 12:00 – 2022/12/30 23:59,2022/11/01 12:00:00,2022/12/30 23:59:00,
𝗠𝗢𝗭𝗧𝗘𝗖𝗛® 喀喀螢幕燈｜全球首款×專利設計．折疊攜帶+無線使用．行動螢幕燈,MOZTECH 墨子科技,905000,1880,https://www.zeczec.com/projects/kakalight,"你的燈光維他命．折疊攜帶×無線使用，你的行動螢幕燈【無線摺疊喀喀螢幕燈】 專為外出族設計，輕輕一喀立即變身，KA！KA！剛好符合15吋筆電使用 ，支架採用懸掛式磁吸設置，一喀即用就是這麼so e...,zeczec",4 天,2022/10/17 12:00 – 2022/12/22 23:59,2022/10/17 12:00:00,2022/12/22 23:59:00,
【2023清旅行手撕桌曆】網紅凡清親手製作｜ 365天日日旅行 橫跨50國 ｜ 伴你收藏一整年的美好,2023清旅行手撕桌曆,318783,680,https://www.zeczec.com/projects/cingtravel2023,"一起去旅遊吧！這本《2023清旅行手撕桌曆》是我親手製作的喔，當初答應仲仲要帶她去度假而製作的，遨遊50國風景美食，每日一句土味情話，365天日日充滿驚喜，各方面細節都超級注重，分享給各位,zeczec", 38 小時,2022/09/14 21:00 – 2022/12/20 23:59,2022/09/14 21:00:00,2022/12/20 23:59:00,
【大人限定】三回合讓彼此臉紅心跳、按捺不住的床上組合｜遊慾Ｘ翻抽屜，聯手激燃新情趣！,GINRO 情樂創意,68900,1980,https://www.zeczec.com/projects/ginro2022,"大人的玩具，可不只簡單三五種玩法！微床遊《遊慾》為希臘玩具「雙頭蛇」設計專屬卡牌，陪著你和妳，發掘未曾有過的 36 種壞壞新體驗！,zeczec", 38 小時,2022/11/23 22:00 – 2022/12/20 23:59,2022/11/23 22:00:00,2022/12/20 23:59:00,
《未來導航｜做決策的工具》人類圖桌遊集資計畫,Repeat的人類圖計程車,214550,2180,https://www.zeczec.com/projects/repeat_hd_taxi,"這是全世界第一款以「人類圖」作為設計的桌遊，包括已經學過人類圖的人、剛開始接觸的新手，還是未來想要學習的朋友，都可以透過這套遊戲理解如何透過「類型策略與內在權威」來做出人生中的大小決定。,zeczec",45 天,2022/12/12 20:00 – 2023/02/02 02:00,2022/12/12 20:00:00,2023/02/02 02:00:00,✅
《街上的哈瓦那》：遊走在褪色迷幻的古巴風景｜新書募資計畫,細腿男,149480,680,https://www.zeczec.com/projects/havana-viewfinder,"旅遊作家細腿男繼《里斯本，沒落的美感》後，再推出古巴哈瓦那的全新創作,zeczec",18 天,2022/11/29 20:00 – 2023/01/06 02:00,2022/11/29 20:00:00,2023/01/06 02:00:00,
【左撇子 x 杜力】超 Chill 聯名 小小一片就讓你萩到不行的巧克力 Chillcolate 萩克力,左大嚴選,165100,1560,https://www.zeczec.com/projects/x-chill-chillcolate,"全台首創，添加 Terpene 的放鬆巧克力！放鬆專家『左撇子』與巧克力專家『杜力』攜手合作，拯救被文明病纏身、天天壓力爆棚的各位！,zeczec",22 天,2022/11/02 21:00 – 2023/01/09 23:59,2022/11/02 21:00:00,2023/01/09 23:59:00,
 POWER GUARD 嗶嗶好朋友｜電流偵測 雙重用電把關！是您居家用電的好麻吉,Elevon,848015,690,https://www.zeczec.com/projects/elevonBBMATCH,"POWER GUARD 最新力作！一款更貼近生活的居家防護好朋友。從源頭把關用電安全的轉接器。具備用電流偵測功能，4段燈號電量提示，用電過載主動「嗶嗶」警示。,zeczec",59 天,2022/12/08 21:00 – 2023/02/16 02:00,2022/12/08 21:00:00,2023/02/16 02:00:00,
浪我陪你走一程,《浪我陪你走一程》團隊,36400,100,https://www.zeczec.com/projects/BeThereforYou,"只希望毛小孩能夠三餐溫飽、過得開開心心，這是我們最大的心願。,zeczec",49 天,2022/12/05 00:00 – 2023/02/05 23:59,2022/12/05 00:00:00,2023/02/05 23:59:00,
【WATCH THE MUSIC】潮流智能音樂眼鏡 / 墨鏡 - 讓科技融入生活、從此釋放雙耳！,KlassiC. x AES x SOLOS,1151400,8500,https://www.zeczec.com/projects/klassic,"結合亞洲臉型鏡框、潮流時尚風格與最新智能科技，歷時兩年研發打造集聽歌通話與健康監測於一身，能自在配戴的整合性智慧音樂眼鏡 / 墨鏡！,zeczec",12 天,2022/11/15 21:00 – 2022/12/30 23:59,2022/11/15 21:00:00,2022/12/30 23:59:00,
【南部鐵器 OIGEN 及源鑄造 | 幸福鑄鐵燒系列-共3款】全日本設計及手工鍛造，為感情加溫的料理神器,OIGEN 及源鑄造,224063,9999,https://www.zeczec.com/projects/oigen-cookware,"從未有的鑄鐵鍋體驗！市場唯一，輕鬆切換居家、露營的各種烹飪需求。100% 鑄鐵打造，獨家專利無塗層「裸製技法」，無毒、不沾、耐刮、好清潔，170年日本職人經驗傳承，可用100年的品質保證,zeczec",28 天,2022/10/13 20:00 – 2023/01/15 23:59,2022/10/13 20:00:00,2023/01/15 23:59:00,
CheerTok超能控臺灣限定版「全能智慧口袋迷你觸控板」全球熱賣千萬｜專為現代人設計，輕鬆掌控所有3C產品,Cheertok TW,1400357,1660,https://www.zeczec.com/projects/cheertoktw,"2022榮獲紅點設計，符合人體工學「CheerTok 超能控」，無論您是在創作者、辦公室工作、演講還是在沙發上享受娛樂，輕巧簡單都能讓你輕鬆掌控所有3C設備。,zeczec",28 天,2022/11/28 20:00 – 2023/01/15 23:59,2022/11/28 20:00:00,2023/01/15 23:59:00,
《瞎掰王》幹話到翻白眼，笑到肚子痛的白爛歡樂桌遊,狗吠火車娛樂設計,595631,990,https://www.zeczec.com/projects/TW-9upper,"你夠會瞎掰嗎？人生最重要技能「講幹話」你行嗎？快讓你朋友都笑到翻你白眼吧！,zeczec",23 天,2022/11/30 20:30 – 2023/01/10 23:59,2022/11/30 20:30:00,2023/01/10 23:59:00,
【22W磁吸式自帶線行動電源】墊高設計不卡鏡頭，相容MagSafe無線充電，雙向快充，自帶蘋果頭及安卓頭一次滿足！,POLYBATT,858950,1248,https://www.zeczec.com/projects/POLYBATT_CAT,"15W無線充電＋22W有線！支援PD3.0、QC3.0、PPS，四用型充電搞定所有機型！可充1-2次～,zeczec",15 天,2022/11/01 20:00 – 2023/01/03 08:00,2022/11/01 20:00:00,2023/01/03 08:00:00,
Hello Studio 你好工作室《狐吉與星星》繪本出版計畫,你好藝思有限公司,313640,1250,https://www.zeczec.com/projects/hellostudio,"總是為了別人奔波的你，有多久沒有跟自己說聲「辛苦了」？ 這是一本關於「愛自己」的繪本。,zeczec",13 天,2022/11/15 20:00 – 2022/12/31 23:59,2022/11/15 20:00:00,2022/12/31 23:59:00,
【HuRuRu】咕嚕嚕 無線馬達寵物飲水機｜解決清潔難題，給你無線可能！,防御工事｜T-FENCE,730500,1080,https://www.zeczec.com/projects/hururu-pet-water-fountain,"換了寵物飲水機後，卻讓你多了更多難題嗎？HuRuRu給你全新選擇！磁感應供電原理，插頭免插拔好拿取！極簡結構無雜線，內部簡單好清洗！圖書館等級靜音， 45分貝好安靜！搭配小樹枝配件，一機兩用好划算！,zeczec",43 天,2022/11/22 11:30 – 2023/01/31 11:30,2022/11/22 11:30:00,2023/01/31 11:30:00,
【 椅研室｜TX370 人體工學椅】8段可調，你想要的舒適，都可以調！最符合你身型的韓國製 網格人體工學椅！,Chair Lab 椅研室,377060,8980,https://www.zeczec.com/projects/chairlab-tx370,"韓國品牌 Otthonos 擁有長達 40 年在辦公椅和人體工學椅領域研究開發與生產製作的經驗。在6D人體工學椅的98%好評後Otthonos 和 Chair Lab 椅研室再度攜手合作推出豪華...,zeczec",14 天,2022/10/26 12:00 – 2023/01/02 02:00,2022/10/26 12:00:00,2023/01/02 02:00:00,
【台北時光機 - 臺北辦年貨】兒童繪本x文化桌遊,綠雷德創新,13480,250,https://www.zeczec.com/projects/GRV-LunarQ1,"綠雷德創新原創繪本，跟著繪本漫步去，在故事裡認識老臺北。可以選擇與小朋友共讀繪本，配合桌遊一起玩，看故事邊學邊玩！,zeczec",27 天,2022/11/18 20:00 – 2023/01/15 20:00,2022/11/18 20:00:00,2023/01/15 20:00:00,
台灣版絕美的「自然朝聖之路」，要向世界旅人發光｜【 2022 亞洲步道大會，在台灣】募資計畫,社團法人台灣千里步道協會,568619,351,https://www.zeczec.com/projects/ATC-2022,"動輒多天的長距離徒步，其實是一種與內心對話的方式。今年 12 月在台灣舉辦的「亞洲步道大會」，我們計劃向亞洲各國健行愛好者，揭曉台灣「長距離徒步」的絕美秘境。,zeczec", 38 小時,2022/10/20 00:00 – 2022/12/20 23:59,2022/10/20 00:00:00,2022/12/20 23:59:00,
《人生舒適》感受呼吸的襪，穿上就能明白！越野、馬拉松等運動、辦公、居家模式自動切換，舒服減壓「平衡靜動襪」！,Leeds weather,89460,510,https://www.zeczec.com/projects/balancesocks,"一生必要擁有的襪子！一雙完美的腳減壓・超透氣運動襪，穿了舒暢不想脫下，各種高溫潮濕環境考驗也能安然處之、不悶臭。,zeczec",22 天,2022/12/08 20:00 – 2023/01/10 02:00,2022/12/08 20:00:00,2023/01/10 02:00:00,
暖心暖胃暖人生｜街友抗寒計畫,社團法人台灣樂知公益慈善協會,66900,2000,https://www.zeczec.com/projects/le-zhi,"「台灣樂知公益慈善協會」由一群實務工作者組成，在 2022年末發起「暖心暖胃暖人生｜街友抗寒計畫」，要借群眾之手伸向街頭，幫助無家可歸的人們重返社會、脫離無限循環的失重噩夢。,zeczec",28 天,2022/12/01 00:00 – 2023/01/15 23:59,2022/12/01 00:00:00,2023/01/15 23:59:00,
寵物界最強頂極魚油｜舒壓、好眠、極致修護力｜此生不容錯過,嬌寵醫生,235529,712,https://www.zeczec.com/projects/proudpetfishoil,"寵物界第一款Omega3含量最高、第一款透過減壓、舒眠來達到身體最強修復力的最高品質魚油，全年齡、一輩子一劑滿足,zeczec",58 天,2022/12/15 09:00 – 2023/02/15 02:00,2022/12/15 09:00:00,2023/02/15 02:00:00,✅
流力衣 - 洩流速力，一秒排水,TrustRainwear,218274,1269,https://www.zeczec.com/projects/Fluid-mechanics-rainwear,"TrustRainwear 流力衣 – 以昔日聯考/基測滿分之物理知識，我們僅用一條拉鍊，做到了褲檔&大小腿處永不積水跟滲水，且穿脫速度 = 一件式、防水效果 = 兩件式雨衣 之最精簡 & 完美設計。,zeczec",31 天,2022/12/05 20:00 – 2023/01/18 23:59,2022/12/05 20:00:00,2023/01/18 23:59:00,
LIGHTCITY 多功能防水鞋｜防水 x 抗汙 x 震動按摩休閒運動鞋,LIGHTCITY防水鞋,176080,2690,https://www.zeczec.com/projects/LIGHTCITY,"採用雙向奈米防水膜，實現動態防水 3 萬次不進水，橫跨水陸空，輕鬆應對各種複雜天氣，並且還有震動按摩，一分鐘 200 次物理震動，釋放腳底壓力，讓您越走越輕鬆！,zeczec",44 天,2022/12/09 12:00 – 2023/01/31 23:59,2022/12/09 12:00:00,2023/01/31 23:59:00,
KAHO-FAMI 2周年紀念週邊募資,KAHO_FAMI,136145,69,https://www.zeczec.com/projects/kahofami-2nd-anniversary,"本企劃是由台灣Vtuber(Virtual YouTuber)社團勢—KAHO-FAMI 所發起之兩周年回饋商品企劃募資案。,zeczec",44 天,2022/12/15 20:00 – 2023/01/31 23:59,2022/12/15 20:00:00,2023/01/31 23:59:00,✅
老屋創新生 X 鐵咖夢工房,小恬田十三間手作農坊,120300,8200,https://www.zeczec.com/projects/Coffeehouse,"我們將60年鄉村老屋整理修繕，創建「鐵鍋台灣咖啡夢工房」實現細旅行沈浸式生活體驗，為彼此鼓舞為生命加熱！一間老屋 X 一咖鐵鍋 X 一杯咖啡 X 一份初心，承載並延續台灣鐵咖夢。,zeczec",13 天,2022/10/01 20:00 – 2022/12/31 23:59,2022/10/01 20:00:00,2022/12/31 23:59:00,
好齡活茶禮 ｜全台唯一橘世代的花草茶，今年給爸媽最好的年節家禮,myherbstudio,22590,1490,https://www.zeczec.com/projects/elder-herbal-tea,"讓中醫師以傳承五千年的漢方及青農種植的友善花草果守護親愛的家人！以六款齡活漢方花草茶，呵護著曾經肩膀扛背我們的橘世代，走在幸福健康的道路上。,zeczec",28 天,2022/12/15 20:00 – 2023/01/15 23:59,2022/12/15 20:00:00,2023/01/15 23:59:00,✅
CAHOLIM+咖好拎｜小魟魚咖啡提袋,DA工坊,82045,899,https://www.zeczec.com/projects/caholim,"品味咖啡的3種型態，屬於你的口感美學。 一款專為咖啡成癮者設計的提袋，滿足日常生活儀式感，選用能量陶瓷材質提升溫潤口感，讓你隨時喝上一杯講究的咖啡。,zeczec",24 天,2022/12/08 12:00 – 2023/01/12 02:00,2022/12/08 12:00:00,2023/01/12 02:00:00,
【Rap 你的成年宣言】－全台首支嘻哈文化與一個少女故事－微電影暨Mixtape【擱淺於是風平浪靜】,陶芓彤,9800,20000,https://www.zeczec.com/projects/rap-mixtape,"我是Echo陶芓彤，來自政大黑音，同樣來自政大外交系，來到台北也三年了，我有些話想對你們說。,zeczec",33 天,2022/11/21 20:00 – 2023/01/20 23:59,2022/11/21 20:00:00,2023/01/20 23:59:00,
調香師神作｜調酒、台茶8號【AMPM 旅行香水組 】by I-CHUN CHOU,鼻子星球,203120,1880,https://www.zeczec.com/projects/ampm-24-i-chun-chou,"由專業調香師所設計，AMPM一日旅行時光的氣味，是詮釋氣味最理想的方式。逆向調香只採用好聞的氣味分子，香水新手不用擔心帶給周遭「香害」，三款在任何時段都為你加分的香水，展現更多自信。,zeczec",10 天,2022/09/30 19:00 – 2022/12/29 02:00,2022/09/30 19:00:00,2022/12/29 02:00:00,
《異境迷走》戰棋、卡牌與Rogue的完美結合! | 沉浸式劇情策略遊戲，探索步入終焉的亞斯特大陸吧!,今井伊那,35544,149,https://www.zeczec.com/projects/The-Rondeau-of-Astra,"由伊那工作室兩人獨立開發的戰棋遊戲，融合了戰棋、卡牌、RogueLike與AVG元素。選擇您的主戰者，和""引燈""在下課時間一同探索異世界""亞斯特大陸""吧! ,zeczec",41 天,2022/12/01 20:00 – 2023/01/28 23:59,2022/12/01 20:00:00,2023/01/28 23:59:00,
除夕老公公禮物盒計畫 5.0｜為留院病童打造用愛解鎖的禮物盒,方唯任｜ Fang wei ren,45400,6000,https://www.zeczec.com/projects/CNYESanta2023,"為過年期間無法回家團圓的罕病、癌症病童打造最暖除夕夜．跨越疫情的圍牆，空投暖心除夕老公公禮物盒、打造線上創意共學課程、新春兒童節目，陪孩子們過新年。,zeczec",14 天,2022/12/04 17:00 – 2023/01/02 02:00,2022/12/04 17:00:00,2023/01/02 02:00:00,
Chill防水機能車椅套 2代｜滿足車內各種防護需求，Chill出遊～,AUTHENTICS,236540,1980,https://www.zeczec.com/projects/Chill2,"再次集結台灣紡織黑科技，打造最舒適Chill的乘車體驗！世界首創翻轉「頸枕、腰靠」的前座車椅套再進化＋全台唯一可分離的防水機能後座車椅套，省下清潔車椅的大量時間及金錢！,zeczec",32 天,2022/12/07 20:00 – 2023/01/20 02:00,2022/12/07 20:00:00,2023/01/20 02:00:00,
溫暖整個寒冬・MAITE「羊駝毛圍脖」| 具透氣與恆溫的功能，不刺激皮膚色澤光透，纖維筆直不易起毛球!,maite,128016,2778,https://www.zeczec.com/projects/maite,"羊駝毛是天然且高機能的材質， 讓您在冬天不在害怕寒冷， 並且可以長時間使用的商品!,zeczec",19 天,2022/12/06 19:00 – 2023/01/06 23:59,2022/12/06 19:00:00,2023/01/06 23:59:00,
海廢循環小漁包－海廢漁網循環再生計畫,中石化公司,95982,1199,https://www.zeczec.com/projects/thecircularproject,"海廢循環小漁包｜跳脫框架的廢棄漁網回收再製循環包｜廢棄漁網⨉綠色公益⨉循環再製,zeczec", 38 小時,2022/10/20 20:00 – 2022/12/20 23:59,2022/10/20 20:00:00,2022/12/20 23:59:00,
日本募資累積破千萬，釋放雙手的負擔「SYANTO手機指環」低頭族的新革命 ，解放你的雙手和肩頸 🙌,Neo Choice(巧藝思有限公司),72340,690,https://www.zeczec.com/projects/syanto,"全新三種款式款式，設計再進化，讓手機變輕盈，每天使用超有感🖐️,zeczec",43 天,2022/12/01 20:00 – 2023/01/31 19:59,2022/12/01 20:00:00,2023/01/31 19:59:00,
【RENAISSER Surface Pro 9/Surface Pro 8藍芽鍵盤 】隱藏式充電口，RENAISSER觸控筆槽，智慧電量管理,RENAISSER Tech,0,2799,https://www.zeczec.com/projects/renaisser-surface-pro-9-renaisser,"專門打造Surface配件的RENAISSER瑞納瑟所推出的Surface Pro 9/Pro 8藍芽鍵盤。超高CP值，用遠低於原廠鍵盤的價格即可享有媲美原廠鍵盤的使用體驗。搭配RENAISSE...,zeczec",45 天,2022/12/16 12:00 – 2023/02/01 23:59,2022/12/16 12:00:00,2023/02/01 23:59:00,✅
【 SIMURGH | 石墨烯機能西裝 】機洗不皺 x 彈性舒適 ! 休閒、運動、在外上班一件搞定！,SIMURGH,108100,5960,https://www.zeczec.com/projects/simurgh-suit,"為男士上班及日常穿搭打造 不用燙也很挺，最適合出差或通勤的你！,zeczec",29 天,2022/12/14 12:00 – 2023/01/17 02:00,2022/12/14 12:00:00,2023/01/17 02:00:00,✅
Goodly 智能刮痧拔罐器｜專為注重健康養生的你而生，一鍵刮出好氣色！開啟刮痧、拔罐、滑罐3in1的新體驗，掀起拔罐刮痧新革命！,星承健康生技,138550,850,https://www.zeczec.com/projects/goodly-3in1,"居家智能拔罐器，一鍵切換刮痧、拔罐、滑罐超便利～ 告別耗時耗力的手動式傳統拔罐。 在家刮痧，拔罐保健，拔罐刮痧不求人！ 電池容量加大至450mAh，使用時間大翻倍！,zeczec",12 天,2022/11/25 18:00 – 2022/12/30 23:00,2022/11/25 18:00:00,2022/12/30 23:00:00,
LOGINHEART《迷你配方包》｜世界唯一支付科技迷你包，台灣職人手製精品皮件，精緻、可愛滿滿儀式感，輕奢時尚禮品首選,LOGINHEART,312755,2880,https://www.zeczec.com/projects/loginheart,"世界唯一支付科技真皮迷你包！全台獨家販售！科技小廢包小卻不廢，不僅可愛，專利科技讓它獨一無二。送禮自用兩相宜，今年冬季不能錯過的絕佳單品。,zeczec",13 天,2022/11/03 12:00 – 2022/12/31 23:59,2022/11/03 12:00:00,2022/12/31 23:59:00,
《男孩與他的太陽The Boy and His Sun》科普繪本出版計劃,程典(End Chung),14500,500,https://www.zeczec.com/projects/the-boy-and-his-sun,"本企劃藉由音樂專輯、戲劇與科普繪本的結合，從音樂與影像聚焦到文字故事與思辨，讓閱聽者能更了解精神疾病與當代社會的各項議題。,zeczec",33 天,2022/11/20 15:00 – 2023/01/20 23:59,2022/11/20 15:00:00,2023/01/20 23:59:00,
【VIVAWANG x 白沙屯媽祖鑾轎紀念燈】112年開運首選、頭旗化煞、勇軍護航、檀香引路、媽祖錢母坐鎮、轎頂獅有求必應、刺繡轎彩十足復刻鑾轎風采，點亮癸卯年前景光明 ⛩️ 百年香隨-粉紅超跑進家門！,VIVAWANG 香氛。居禮。時光,125802,2980,https://www.zeczec.com/projects/VIVAWANG,"致力文創力作，完美升級點燈、擴香、環保、安全、30天換一杯開運香燭、許願、祝福...等多種好處，白沙屯媽鑾轎紀念燈！ 「求好運」超值收藏，日常祈福不再遙遠，讓生活充滿幸福和諧、財運進家門！,zeczec",44 天,2022/11/15 15:00 – 2023/01/31 23:59,2022/11/15 15:00:00,2023/01/31 23:59:00,
穿著走的百年青旅行｜跨世代台日職人工藝 世界僅此一雙的友善再生藍履,CoBo Indigo,31787,2099,https://www.zeczec.com/projects/GASHOAOASA,"🙌海外成功集資百萬🙌京都染師夫婦 CoBo Indigo✗台灣八十年歴史合掌鞋職人家族 大稻埕小花園鞋莊，以社會歧視、時尚浪費、弱勢就業等議題攜手提案的次世代工藝x公益手工製作獨一無二的藍染合掌鞋。,zeczec",13 天,2022/11/30 16:00 – 2022/12/31 23:59,2022/11/30 16:00:00,2022/12/31 23:59:00,
"TAKE-COVER 拿蓋子 3｜❤ 鈦心杯❤ ｜99元冰霸杯升級""純鈦保溫杯""",TAKE-COVER TAIWAN,347472,999,https://www.zeczec.com/projects/take-cover3,"鈦心杯放入冰霸杯=超大容量純鈦內膽保溫杯,zeczec",12 天,2022/10/31 20:00 – 2022/12/31 19:59,2022/10/31 20:00:00,2022/12/31 19:59:00,
