projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end,new_product
三眼斜口鉗 | 第一把可替換刀片的斜口鉗，超鋒利，更耐久,PolarLab 亟能實驗室,1676274,1150,https://www.zeczec.com/projects/nipper,"熱銷萬組的亟能美工刀團隊推出新產品，三顆螺絲替換刀片搭配獨家專利機構，從此工具不再舊了就丟，隨時維持最高規格的剪切效果。,zeczec",37 天,2023/01/10 12:00 – 2023/02/22 02:01,2023/01/10 12:00:00,2023/02/22 02:01:00,✅
【CA160-超疏水膜】滴水不沾、視線清晰、持久耐用！地表最強防雨貼膜,淨對流 X 科學研選,5342649,390,https://www.zeczec.com/projects/ca160,"世界首款奈米微針超疏水膜。經科學實測，不沾水能力與耐用度皆為市售最強！輕鬆提升雨天行車安全，保持優雅好心情~,zeczec", 41 小時,2022/10/20 13:00 – 2023/01/18 02:00,2022/10/20 13:00:00,2023/01/18 02:00:00,
【日本 ATEX｜V 型溫感指壓按摩椅墊】日本專利設計、工藝級按摩科技，小而有力。肩 / 頸 / 臀，真人感全方位按摩，一台搞定！,日本ATEX,8258364,3980,https://www.zeczec.com/projects/atex-v,"風靡全日本美臀推拿機，8 顆按摩球打造 3D 深層按摩，一台包辦按摩肩頸、腰部和臀部，布套可拆卸機洗。,zeczec",17 天,2022/11/17 12:00 – 2023/02/01 23:59,2022/11/17 12:00:00,2023/02/01 23:59:00,
北魏真書體｜源於城市，取自傳承，一款新時代的字體,北魏真書體,6192901,3300,https://www.zeczec.com/projects/zansyu,"北魏真書體，透過字體研究和電腦技術重新設計的全新楷書字體，以字體設計傳承、演繹文化，向世界傳遞新的語言使用形式。,zeczec", 17 小時,2022/12/14 21:00 – 2023/01/17 02:00,2022/12/14 21:00:00,2023/01/17 02:00:00,
[100% 原創] P-Flash 智慧並聯式，金屬閃光彈行動電源,LMC & Co.銅雀股份有限公司,1542290,2380,https://www.zeczec.com/projects/p-flash,"1:1 閃光彈造型，拉掉安全插銷後保險桿立即彈開並點亮手電筒。 無限擴充式行動電源。讓您不論身處何種戰場，都能有源源不絕的電力與中二力！,zeczec", 39 小時,2022/12/22 21:00 – 2023/01/17 23:59,2022/12/22 21:00:00,2023/01/17 23:59:00,
《街上的哈瓦那》：遊走在褪色迷幻的古巴風景｜新書募資計畫,細腿男,273021,680,https://www.zeczec.com/projects/havana-viewfinder,"旅遊作家細腿男繼《里斯本，沒落的美感》後，再推出古巴哈瓦那的全新創作,zeczec",10 天,2022/11/29 20:00 – 2023/01/26 02:00,2022/11/29 20:00:00,2023/01/26 02:00:00,
SWANZ 魔法瓶｜首創防摔淨瓷保溫瓶,Swanz 天鵝瓷,826890,1440,https://www.zeczec.com/projects/swanzMbottle,"首創防摔淨瓷保溫瓶，內裏使用與新加坡科研局A*STAR一同研發的專利淨瓷層，耐用、易潔又輕盈，更不用擔心輕輕摔就有破裂的疑慮，750ml容量搭配高防漏杯蓋設計，讓您如何攜帶都超安心！,zeczec",3 天,2022/12/22 21:30 – 2023/01/19 03:00,2022/12/22 21:30:00,2023/01/19 03:00:00,
AIRone 智慧型光觸媒空氣淨化器｜0 耗材，革命性『光分解引擎』淨化永不減弱，異味甲醛病菌都消滅！,圓方生活YFLife ,3676340,3490,https://www.zeczec.com/projects/airone,"世界最小智慧型空氣淨化器。24小時空氣品質、CO2、溫度、濕度即時偵測與淨化力自動調節、黴菌病毒傳播預警功能，是您最貼心的空氣保鑣。獨家H2O再生技術及可拆洗光觸媒引擎，淨化能力永不減弱 ！,zeczec",16 天,2022/12/15 12:00 – 2023/01/31 23:59,2022/12/15 12:00:00,2023/01/31 23:59:00,
《再一次，把清邁放口袋》新書募資計畫,dato,919359,580,https://www.zeczec.com/projects/chiangmai_again,"★疫後旅行全新考察，重整心情即刻出發 ★與你分享日常體驗、質感咖啡、在地美食、優質選物 ★文庫本開本輕便帶著走，短天數清邁旅行簡單上手,zeczec",29 天,2023/01/10 21:00 – 2023/02/13 23:59,2023/01/10 21:00:00,2023/02/13 23:59:00,✅
2023 旗艦機登場👑美國 ELPHECO 絕美太空艙✨除臭感應垃圾桶，全面啟動無菌生活！,ELPHECO,10133366,3999,https://www.zeczec.com/projects/elpheco,"全天候自動殺菌除臭，丟垃圾、整理垃圾🤢不用再憋氣！殺菌率 99.9%🔥垃圾久放不易有異味，感應開蓋不沾手，垃圾廚餘輕鬆丟~,zeczec",16 天,2022/12/20 12:00 – 2023/02/01 02:00,2022/12/20 12:00:00,2023/02/01 02:00:00,
PICABOO 布咔寶學習餐具 | 兩段式直覺握把 | 寶貝自主用餐不卡卡,CYD TERRA 項晴實業有限公司,781400,1180,https://www.zeczec.com/projects/picaboo,"獨創兩段式握把設計，讓寶貝從初學自主用餐，到銜接筷子使用，讓每階段的挑戰都像是場輕鬆愉快的遊戲。,zeczec",16 天,2022/12/27 12:00 – 2023/01/31 23:59,2022/12/27 12:00:00,2023/01/31 23:59:00,
【 大同寶寶智慧音箱 】｜全球首創人偶造型 AI 智慧音箱，全向高音質喇叭 ＋ Google 語音助理，最親切的智慧管家到你家！,大同綜合訊電股份有限公司,6136299,35807448001220,https://www.zeczec.com/projects/t-boy,"最熟悉的老朋友——大同寶寶數位變身超聰明管家，只要動動口就能播放高音質串流音樂，還能遙控家中智慧家電，回答各種生活小知識，全家人的需求攏 A 通！,zeczec",18 天,2022/12/20 20:00 – 2023/02/03 12:00,2022/12/20 20:00:00,2023/02/03 12:00:00,
【募資59折，倒數1天】Tent Acme 極.美.秒換面紙盒〖皮革低碳版〗| 瞬間成為美好的存在! ,TaG 創夏設計,1221074,1155,https://www.zeczec.com/projects/tent-2-0,"用極致的視覺藝術定義面紙盒，簡約弧線百搭沒有侷限。升級為低碳皮革面料的TentAcme 面紙盒以磁吸3秒更換的超直覺設計達到免組裝，即可秒速裝填與更換面紙。 優美弧度的簡約外型，為你生活提升質感...,zeczec", 15 小時,2022/11/01 12:00 – 2023/01/16 23:59,2022/11/01 12:00:00,2023/01/16 23:59:00,
《灣聲樂團》臺灣行腳第九季募資計畫｜關注台灣經典音樂深根在地！,灣聲樂團,176200,500,https://www.zeczec.com/projects/ONESONG_ORCHESTRA,"我們是「灣聲樂團」，演奏臺灣原創及臺灣意象的作品。啟動行動音樂廳的精神讓音樂走向人們！邀請您一同發現，最美的音樂－家己的聲,zeczec",12 天,2022/12/12 17:00 – 2023/01/27 23:59,2022/12/12 17:00:00,2023/01/27 23:59:00,
【好日照 Light Flo 光韻牙刷殺菌燈】雙重殺菌科技全天自動循環，解決99.9%牙刷細菌滋生！,Vogito 好日照,4304806,2600,https://www.zeczec.com/projects/light-flo,"你知道牙刷上的細菌量可高達 3 萬嗎？台灣設計團隊結合深厚光電整合技術打造，「DUV 深紫外線」 和「45°C 熱風渦流」自動循環，讓全家的牙刷、刮鬍刀都能隨時乾淨又清爽！,zeczec",26 天,2022/12/08 20:00 – 2023/02/10 23:59,2022/12/08 20:00:00,2023/02/10 23:59:00,
IKU 老師、火星主廚推薦：「REO 大馬士革主廚刀」天然紋路美感盡現！讓你刀刀精準俐落，縱橫天下料理！,Hard Crafts,2313501,3090743901300,https://www.zeczec.com/projects/reo,"美國募資破800萬，千人秒殺，超高CP值，完美結合「歐日廚刀工藝」與「兩大頂級鋼材」的職人逸品主廚刀！,zeczec", 17 小時,2022/10/25 21:00 – 2023/01/17 02:00,2022/10/25 21:00:00,2023/01/17 02:00:00,
小木屋貓樂園｜自由打造家中回憶樂園,envycollection,232800,8680,https://www.zeczec.com/projects/EnvyCollection-cabin-cat-house,"小木屋貓樂園採用模組化設計，打造出可無限擴增、自由堆疊的貓窩，搭配實用配件讓貓奴們可以隨心所欲選擇喜歡的貓屋樣式組裝。,zeczec",49 天,2023/01/12 12:00 – 2023/03/05 23:59,2023/01/12 12:00:00,2023/03/05 23:59:00,✅
一鍵全自動充氣－Jodo！啵啵椅，隨身專屬沙發，讓世界美景都變成你家客廳,Jodo！,2245460,4280,https://www.zeczec.com/projects/jodo-pop-chair,"21 世紀可以把沙發帶出家門了！突破市面充氣用具的設計思維，一鍵按下立刻自動充氣，你的「個人專屬沙發」就此誕生～圓弧椅身打造雲朵包覆坐感，不管是草地、海邊、露營都像在家一樣舒適。,zeczec",6 天,2022/12/21 12:00 – 2023/01/21 23:59,2022/12/21 12:00:00,2023/01/21 23:59:00,
iMAT 翻轉切割墊 2.0｜大面積使用、輕鬆摺疊好攜帶，全新吸磁、收納功能，便利再升級！,iMAT,1259804,1496,https://www.zeczec.com/projects/imat-2,"延續『大面積使用，小面積攜帶』形式， 搭配強力磁鐵使用的『吸磁版』／夾持 新型專利-微笑U型夾的『收納版』， 絕對顛覆您對切割墊創新的想像！,zeczec",19 天,2022/11/30 21:00 – 2023/02/03 23:59,2022/11/30 21:00:00,2023/02/03 23:59:00,
IDEA HOM暖心被▐ 『可水洗、四季都能睡』，透氣／蓄熱／抑菌／恆溫，讓您暖心的黑金科技,Idea Hom理想家,412181,3680,https://www.zeczec.com/projects/idea_hom,"IDEA HOM暖心被採用紡織黑金科技，專利量子石墨烯+滿版超導石墨烯，讓身體接觸面積更大，真正能達到「透氣、蓄熱、抑菌、恆溫」四重奏，伴隨我們每個夜晚,zeczec",36 天,2023/01/09 12:00 – 2023/02/20 23:59,2023/01/09 12:00:00,2023/02/20 23:59:00,✅
HOMI｜地表最強遠紅外線日常&防水機能連帽外套 TheHood & TheHood Pro,HOMI CREATIONS 合覓創造,2074484,5560,https://www.zeczec.com/projects/homi-thehood-thehood-pro,"MIT 第一件完整導水設計的連帽防水外套，防水不僅是布料規格，導水及流向更是關鍵！ 日常的連帽外套，更應該有貼近現代的收納及外型設計！,zeczec",16 天,2022/12/13 20:00 – 2023/02/01 02:00,2022/12/13 20:00:00,2023/02/01 02:00:00,
愛的四十八手！臉紅體位床遊——第一套藝術精品級情慾牌卡,臉紅紅,786872,1469,https://www.zeczec.com/projects/lhh48cards,"愛的 48 手，屬於你的體位床遊，這一次讓我們為了愉悅、為了美、為了享受而做，由你主動，做你想做。產品包含 48 張絕美體位牌卡＋一本指引圖鑑＋眼罩綁手絲滑兩用巾，按圖索驥，探索你的愉悅招式。,zeczec",20 天,2022/12/08 21:00 – 2023/02/04 23:59,2022/12/08 21:00:00,2023/02/04 23:59:00,
Bouncy™斗篷胸背帶 │ 最可愛的城市探險裝備,Bouncy,284800,890,https://www.zeczec.com/projects/bouncy,"世界唯一有「斗篷」的胸背帶。擁有 12 項最完整的機能，集安全、機能、風格於一身。搭配創新的設計：汽車安全綁帶、夜間四色警示燈、同時有支援蘋果 AirTag 的保護殼。,zeczec",44 天,2022/12/27 12:00 – 2023/02/28 23:59,2022/12/27 12:00:00,2023/02/28 23:59:00,
𝗠𝗢𝗭𝗧𝗘𝗖𝗛® 喀喀螢幕燈｜全球首款×專利設計．折疊攜帶+無線使用．行動螢幕燈,MOZTECH 墨子科技,1007850,1980,https://www.zeczec.com/projects/kakalight,"你的燈光維他命．折疊攜帶×無線使用，你的行動螢幕燈【無線摺疊喀喀螢幕燈】 專為外出族設計，輕輕一喀立即變身，KA！KA！剛好符合15吋筆電使用 ，支架採用懸掛式磁吸設置，一喀即用就是這麼so e...,zeczec",3 天,2022/10/17 12:00 – 2023/01/18 23:59,2022/10/17 12:00:00,2023/01/18 23:59:00,
【封關倒數】以後不再58折 男子內著革命｜機能內著 擺脫潮濕｜舒適・機能・延展・抑菌,Apartment.b 男子公寓,2132801,1769,https://www.zeczec.com/projects/apartmentb-underwear,"【上線14分鐘達標】無重力內著，給您無重力般的舒適體驗｜使用Tactel® Nylon6.6 超細纖維｜美國 Sciessent® 銅銀離子 除臭技術｜創造時尚與機能兼具的新時代內著,zeczec",4 天,2022/11/10 11:00 – 2023/01/19 23:59,2022/11/10 11:00:00,2023/01/19 23:59:00,
日本人氣熱銷，6WAY多功能『Smart Hook Plus包袋隨身掛勾』全新進化!,Neo Choice ,341513,543,https://www.zeczec.com/projects/smartplus,"外出或旅旅中不再擔心背包要放在哪裡了！ 隨時保持背包行李的清潔！ 手機支架/包袋掛勾/鑰匙圈/登山扣/隨身鏡/開瓶器 多個願望一次滿足!,zeczec",44 天,2023/01/10 20:00 – 2023/02/28 23:59,2023/01/10 20:00:00,2023/02/28 23:59:00,✅
媽媽友MAMAYO黏土｜不會乾、重複玩的台灣製黏土，安心完美黏土提案：CP最高、玩法最多、清潔最易！,媽媽友mamayo,1873476,2429,https://www.zeczec.com/projects/mamayo-clay,"革命性專利技術，打造最適合孩子的三款特殊材質黏土，建構孩子想像、益智學習、感官探索體驗，解決了目前市售黏土的所有痛點，堪稱黏土界的最強王者！,zeczec",16 天,2022/11/28 12:00 – 2023/01/31 23:59,2022/11/28 12:00:00,2023/01/31 23:59:00,
量身打造專屬你的衣帽包架｜走走家具解決棘手收納困擾，改善易亂體質！,走走家具 GOGO Furniture,1845520,25500,https://www.zeczec.com/projects/cloth-rack,"容量精巧收納剛剛好，不讓衣帽架成為家中混亂的角落，妥善收納日常用品，打造清爽整齊的衣帽包空間，多種擴充配件可選擇，配出你的專屬衣帽架,zeczec",18 天,2022/12/05 21:00 – 2023/02/02 23:59,2022/12/05 21:00:00,2023/02/02 23:59:00,
Anderson and His Cat｜集散式迷你繪本：與埃及貓神意料外的相遇,朱予晧,68350,650,https://www.zeczec.com/projects/anderson-and-his-cat,"「Anderson and His Cat 安德森與他的貓」是個以經典古埃及貓神故事改編為背景，並嘗試以高質感設計手法完成的專案。,zeczec",13 天,2022/12/16 11:00 – 2023/01/28 23:59,2022/12/16 11:00:00,2023/01/28 23:59:00,
【 table α pro 台灣手工實木藍牙音響 】透明感人聲 + 劇院低音震撼！,minfort,469920,18800,https://www.zeczec.com/projects/minfort-table-pro,"minfort 2023年 台灣手工製作的 table α pro 為採用7個喇叭單體的聲霸音響結合木桌設計，劇院級音響震撼，可拆下木腳換短腳錐擺在任何桌櫃上使用。,zeczec",30 天,2023/01/10 12:00 – 2023/02/15 02:00,2023/01/10 12:00:00,2023/02/15 02:00:00,✅
HENSON SHAVING 航空鋁刮鬍刀｜完美30°剃刀設計、超輕量38g、前所未有的舒適刮鬍感！,HENSON SHAVING,646178,2580,https://www.zeczec.com/projects/henson-shaving,"日本募資破千萬、超過千位支持者！一次購買，永久使用，你的最後一支刮鬍刀！,zeczec",40 天,2023/01/10 10:30 – 2023/02/24 23:59,2023/01/10 10:30:00,2023/02/24 23:59:00,✅
Chill防水機能車椅套 2代｜坐擁極致舒適的開車體驗，車椅的防水、快拆、機能衣！,AUTHENTICS,474056,3980,https://www.zeczec.com/projects/Chill2,"再次集結台灣紡織黑科技，打造最舒適Chill的乘車體驗！世界首創翻轉「頸枕、腰靠」的前座車椅套再進化＋全台唯一可分離的防水機能後座車椅套，省下清潔車椅的大量時間及金錢！,zeczec",4 天,2022/12/07 20:00 – 2023/01/20 02:00,2022/12/07 20:00:00,2023/01/20 02:00:00,
小富翁大贏家｜培養財務眼光的理財桌遊、親子引導影音課程,知識衛星 SAT. KNOWLEDGE,5894620,3650,https://www.zeczec.com/projects/financial-board-game-mj,"職業財報講師林明樟老師以投資理財作為出發點，讓大家能提早培養財務眼光，並在遊戲中體驗真實世界變化的桌遊,zeczec",14 天,2022/12/16 12:00 – 2023/01/29 23:59,2022/12/16 12:00:00,2023/01/29 23:59:00,
FOCA智慧咖啡烘焙機，最高CP值、小巧好用,Foca Coffee,61600,6600,https://www.zeczec.com/projects/hi-cp-foca,"保證每天可喝到最新鮮最健康的咖啡,買生豆自己烘，除了可以享受烘培過程中的香味與顏色變化，而且可以省下可觀的咖啡熟豆 費用。,zeczec",54 天,2023/01/11 11:00 – 2023/03/10 23:59,2023/01/11 11:00:00,2023/03/10 23:59:00,✅
陳明珠｜首張迷你音樂專輯《有心人是》募資計畫,有禾工作室,362792,680,https://www.zeczec.com/projects/mingchu-heartwithin,"《有心人是》有心的你，讓明珠用四首歌的時間，幫你把心裡面想對有心人說的感謝、思念、滿滿的愛，唱給對方聽！也送有心的你，宇宙中有你心的亮光。,zeczec",44 天,2022/12/25 12:00 – 2023/03/01 02:00,2022/12/25 12:00:00,2023/03/01 02:00:00,
【SleekStrip︱超能磁吸手機支架】支架 x 卡夾 x 電子名片 工作娛樂生活一卡Go!,winchamp,526341,990,https://www.zeczec.com/projects/mag-sleekgrip-x,"獨家可替換面板設計，一秒切換功能面板；內建NFC晶片，一碰立即傳輸電子名片；內建卡夾可收納二張卡片，滿足外出旅遊、生活應用所需！,zeczec",3 天,2022/12/14 12:00 – 2023/01/18 23:59,2022/12/14 12:00:00,2023/01/18 23:59:00,
Hello Studio 你好工作室《狐吉與星星》繪本出版計畫,你好藝思有限公司,388080,1250,https://www.zeczec.com/projects/hellostudio,"總是為了別人奔波的你，有多久沒有跟自己說聲「辛苦了」？ 這是一本關於「愛自己」的繪本。,zeczec",28 天,2022/11/15 20:00 – 2023/02/12 23:59,2022/11/15 20:00:00,2023/02/12 23:59:00,
【WOO醇酒杯】愛酒人一定要擁有的烈酒杯！專業調酒師開箱推薦,WOO Collective,388849,1280,https://www.zeczec.com/projects/woo-whiskyglass,"獨家首創～開啟烈酒DNA！凸顯酒特色、提升香氣層次！聚香效果優於傳統威杯，薄型杯緣，俐落就口感受！,zeczec",31 天,2023/01/05 21:00 – 2023/02/15 23:59,2023/01/05 21:00:00,2023/02/15 23:59:00,
三年煉一傘！台灣研發挑戰世界最細的晴雨傘！一把摺疊傘最理想的樣子就是【極工傘】,米塔培拉精品傘業有限公司,2018522,968,https://www.zeczec.com/projects/metabrella,"關於「一把摺疊傘最理想的樣子」。透過骨架機構的迴避設計，達到收折後世界第一細的特徵，同時保有晴雨傘最易被犧牲掉的傘面尺寸，並維持了傘應有的強韌程度。預期可賦予我們的產品-極工傘真正的輕巧易攜，且...,zeczec",25 天,2022/11/01 07:00 – 2023/02/09 23:59,2022/11/01 07:00:00,2023/02/09 23:59:00,
靈魂寫的《月相能量卡Vol.2》創造和自己靈魂對話的當下 ,Griz,431170,963,https://www.zeczec.com/projects/moonphases,"在日常探索自己靈性的一種方式。,zeczec",38 天,2023/01/01 11:11 – 2023/02/22 22:22,2023/01/01 11:11:00,2023/02/22 22:22:00,
【22W磁吸式自帶線行動電源】墊高設計不卡鏡頭，相容MagSafe，雙向快充，自帶蘋果頭及Type-C頭一次滿足！,POLYBATT,1036384,1248,https://www.zeczec.com/projects/POLYBATT_CAT,"15W無線充電＋22W有線！支援PD3.0、QC3.0、PPS，四用型充電搞定所有機型！可充1-2次～,zeczec", 39 小時,2022/11/01 20:00 – 2023/01/17 23:59,2022/11/01 20:00:00,2023/01/17 23:59:00,
【Wicked Egg｜智能互動寵物蛋】全球首款智能獎勵專屬陪訓師，最疼愛的毛孩交給最懂毛孩的它！,Wicked Lab TW,832460,1280,https://www.zeczec.com/projects/wickedegg,"Wicked Lab重磅企劃第二彈 — 以毛孩和奴才們的需求點出發，有別於傳統漏食器及訓練產品，首創可控互動獎勵時間設計，寓教於樂的專注度訓練，有毛孩的生活原來可以這麼輕鬆及快樂,zeczec",19 天,2022/11/25 12:00 – 2023/02/03 23:59,2022/11/25 12:00:00,2023/02/03 23:59:00,
《梗圖黃牌》最異想天開的圖文配對！迷因梗王就是你！,多重宙文創娛樂,1355250,1680,https://www.zeczec.com/projects/TW-MEME-Yellow-Cards,"最歡樂的派對桌遊《黃牌》推出全新商品，匯集台灣最熱門的各種迷因。如果配出太冷的梗可是會被發黃牌的喔！,zeczec",24 天,2022/11/07 20:00 – 2023/02/08 23:59,2022/11/07 20:00:00,2023/02/08 23:59:00,
 POWER GUARD 嗶嗶好朋友｜電流偵測插座，用電安全不靠猜！自動偵測過載主動提醒！,Elevon,1130884,690,https://www.zeczec.com/projects/elevonBBMATCH,"居家防護從源頭做起！用電不要靠直覺，靠視覺和聽覺維護你的生命安全。一款貼近生活的居家防護好朋友。從源頭把關用電安全的轉接器。,zeczec",17 天,2022/12/08 21:00 – 2023/02/02 02:00,2022/12/08 21:00:00,2023/02/02 02:00:00,
【 ATUBE｜真空管藍牙 soundbar 音響】你的第一台真空管音響！韓國復古設計，情感人聲！,Atube 台灣,1117820,3280,https://www.zeczec.com/projects/atube,"卓越的人聲表現 × 真空管清澈透亮音質 × 超乎想像的CP值,zeczec",37 天,2022/10/05 12:00 – 2023/02/22 02:00,2022/10/05 12:00:00,2023/02/22 02:00:00,
共享玩具價值再造計畫｜re-ing甜點露露椅 Tabouret cannelé,點睛設計,49590,1680,https://www.zeczec.com/projects/re-ing-tabouret-cannele,"今年我們攜手玩具圖書館，推動「共享玩具價值再造計畫」，透過壞掉的塑膠玩具回收再製，讓廢玩具重回環保經濟循環！,zeczec",40 天,2023/01/05 11:00 – 2023/02/24 23:59,2023/01/05 11:00:00,2023/02/24 23:59:00,
FOLIO 2.0植鞣短夾｜日本TIDY同源品牌，改版全新升級，16層大容量收納王者，靠卡感應設計！,TIDY ,711000,2150,https://www.zeczec.com/projects/folio-20,"日本皮夾募資銷售冠軍—TIDY同源品牌，短夾收納術王者，日本長期熱銷款「FOLIO植鞣短夾」2.0全新改版升級，16層大容量收納空間、快速靠卡感應、RFID防盜刷設計,zeczec",19 天,2022/12/21 10:30 – 2023/02/03 23:59,2022/12/21 10:30:00,2023/02/03 23:59:00,
RanuaZoo 翻轉食物包 兼顧環保與時尚,ranuazoo翻轉食物包,643140,620,https://www.zeczec.com/projects/RanuaZoo,"RanuaZoo翻轉食物包，結合食物袋及摺疊便當盒，擁有食物袋的大容量摺疊便當盒好收納，史上最好清洗無死角的矽膠食物包!無過多零件不易損壞永續使用，輕鬆享受無痕生活！,zeczec",29 天,2022/12/26 21:00 – 2023/02/13 23:59,2022/12/26 21:00:00,2023/02/13 23:59:00,
【 Ultra sonic｜超音波震動洗物機 第二代】每秒5萬次超音波震動，彈掉髒污、UVC深層殺菌,Ultra sonic ,727540,3680,https://www.zeczec.com/projects/ultrasonic2,"新型清洗神器「超音波震動洗物機」功能改良再進化！ 不只洗衣，洗水果、盤子、飾品通通都能一機搞定! 超微細泡泡碰撞污垢根源，髒污連根拔除！第二代增加獨家UVC紫外線燈，洗淨更升級！,zeczec",15 天,2022/12/15 12:00 – 2023/01/31 02:00,2022/12/15 12:00:00,2023/01/31 02:00:00,
