Jin潾潾首張個人日文迷你專輯製作資金,只想當個瘋狂熱血傻瓜的Jin潾潾,2898,499,https://www.zeczec.com/projects/Jin,"藏在內心23年的夢想，Jin潾潾要當的不是閃亮亮的歌手，Jin潾潾想要成為的是能療癒、並能改變世界拯救更多人，有影響力的歌手。潾潾はキラキラな歌手ではなく、影響力のある歌手になりたいです。,zeczec",50 天,2022/07/16 01:35 – 2022/09/05 23:59,2022/07/16 01:35:00,2022/09/05 23:59:00
《我們都愛葉樹茵 》重新膠友｜Invisible、DREAM 經典新創 黑膠發行集資！,唯我群體工作室,20400,1300,https://www.zeczec.com/projects/susuyeh,"第一代女性文青唱作人《葉樹茵》，因為《黑名單工作室》進入樂壇，林強、萬芳、陳珊妮、林一峰、安溥、謝震廷...等，都是她的知音，有的音樂人合作過，有些音樂人也翻唱她的作品；2007年葉樹茵決定淡出...,zeczec",59 天,2022/07/15 12:10 – 2022/09/14 23:59,2022/07/15 12:10:00,2022/09/14 23:59:00
珍藏美好回憶就靠【它】！獨家『備份豆腐』哆啦 A 夢設計款推出啦♪,Maktar Inc.,278821,1252,https://www.zeczec.com/projects/maktar,"睡前充電，睡醒已無痛備份完畢，外加輕巧好攜帶，旅行無感隨身帶著走〜這麼方便你／妳還等什麼,zeczec",32 天,2022/07/15 12:00 – 2022/08/18 23:59,2022/07/15 12:00:00,2022/08/18 23:59:00
QEGG 小膠囊涼暖兩用風扇機 | 精緻小巧 | 靜音安全 | 省電節能 | 冷暖兩用 | 四季皆宜 ,品碩㛶股份有限公司,26950,3850,https://www.zeczec.com/projects/qegg,"QEGG採用台灣獨家專利發熱技術，讓QEGG冬暖夏涼皆可用。 熱力充足、涼風吹拂、自由選擇，只要一個按鍵、三秒轉換。 搭配靜音設計不干擾，超低功率省電強，造型精緻小巧又安全，走到哪吹到哪~~,zeczec",29 天,2022/07/15 11:00 – 2022/08/15 23:59,2022/07/15 11:00:00,2022/08/15 23:59:00
TP 多角筆尺 | 結合原子筆和直尺的書寫工具,Yuandesignstudio,1700,1550,https://www.zeczec.com/projects/tppen,"TP結合了筆和直尺，筆套的設計滿足量度及畫線功能，亦提供另一種握筆方式，獨特磁吸設計讓你可隨時單手滑出筆桿，配合鋁合金特性，滿足輕便、隨身的使用需求,zeczec",28 天,2022/07/15 10:30 – 2022/08/14 23:59,2022/07/15 10:30:00,2022/08/14 23:59:00
【老派點心盒 】老事新意│老派點心的浪漫│老式點心的文藝復興│手作系列×點心×果醬×在地小農,老事在幹嘛,0,1950,https://www.zeczec.com/projects/obgdreaming-dessert,"用記憶中的點心，結合台灣在地食材，改良出健康安心的記憶中味道，讓老滋味吃出新玩意。,zeczec",44 天,2022/07/15 10:00 – 2022/08/30 23:59,2022/07/15 10:00:00,2022/08/30 23:59:00
《卡通獨角獸塔羅牌》超奇葩！以獨角獸擬人為主題的塔羅牌！,彩虹被窩,3520,880,https://www.zeczec.com/projects/cartoon_unicorn_tarot,"以獨角獸造型為主題的塔羅牌募資計畫,zeczec",75 天,2022/07/14 12:00 – 2022/09/30 23:59,2022/07/14 12:00:00,2022/09/30 23:59:00
Tabula Wide 職人收納夾 2.0｜來自日本的極致收納術！把你的背包變出 90% 空間！,Tabula,309726,1399,https://www.zeczec.com/projects/tabula-wide,"告別凌亂包包！收納＋資料夾＋板夾 All in 1，從 3C 配件到文具小物都幫你系統歸納，極輕薄、一背就走，化身貼心秘書，一片搞定包內秩序！,zeczec",39 天,2022/07/14 12:00 – 2022/08/26 02:00,2022/07/14 12:00:00,2022/08/26 02:00:00
台灣・鳥叉餐具家飾系列🐦設計與職人工藝深度碰撞，打造餐具的一百種可能，形塑生活儀式感,WOOD MU 悟得木,90470,2400,https://www.zeczec.com/projects/birdfork,"將「餐具」帶入在地文化，增添生活意境，是Wood Mu 對設計的堅持！木頭的溫潤質感，結合高級蒔繪漆藝、金屬精造，讓現代與傳統工藝融入生活美學,zeczec",50 天,2022/07/13 21:00 – 2022/09/06 02:00,2022/07/13 21:00:00,2022/09/06 02:00:00
▋人生的咖哩味~門前隱味 ▋每一口都是想家的那一味，更是人生幸福的療癒,門前隱味牛肉麵,3150370,2636,https://www.zeczec.com/projects/wumamii-curry,"我們深信每道料理都有屬於自己的一個故事，而這道咖哩帶點辛辣、有點甜，滋味濃郁、令人一口接一口，就像是門前隱味的文章般讓人欲罷不能。,zeczec",39 天,2022/07/13 15:00 – 2022/08/26 15:30,2022/07/13 15:00:00,2022/08/26 15:30:00
