projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end,new_product
《異境迷走》戰棋、卡牌與Rogue的完美結合! | 沉浸式劇情策略遊戲，探索步入終焉的亞斯特大陸吧!,今井伊那,32513.0,149.0,https://www.zeczec.com/projects/The-Rondeau-of-Astra,"由伊那工作室兩人獨立開發的戰棋遊戲，融合了戰棋、卡牌、RogueLike與AVG元素。選擇您的主戰者，和""引燈""在下課時間一同探索異世界""亞斯特大陸""吧! ,zeczec",48 天,2022/12/01 20:00 – 2023/01/28 23:59,2022/12/01 20:00:00,2023/01/28 23:59:00,
無釦愛布棉｜全球第一片專利自黏布衛生棉 ∞ 有機棉，好環保、好固定、好清洗，適用各種褲型,和諧生活有機棉,542004.0,980.0,https://www.zeczec.com/projects/wego,"熱銷超過 10多萬片的愛布棉推出全新二代｜自黏無釦版！100%有機棉瞬吸乾爽 x 自黏耐用好固定 x 輕鬆洗淨，給您最天然透氣的貼身保護 ，無釦更自由，也照顧了地球,zeczec",20 天,2022/11/02 20:00 – 2022/12/31 23:59,2022/11/02 20:00:00,2022/12/31 23:59:00,
【 椅研室｜TX370 人體工學椅】8段可調，你想要的舒適，都可以調！最符合你身型的韓國製 網格人體工學椅！,Chair Lab 椅研室,368080.0,8980.0,https://www.zeczec.com/projects/chairlab-tx370,"韓國品牌 Otthonos 擁有長達 40 年在辦公椅和人體工學椅領域研究開發與生產製作的經驗。在6D人體工學椅的98%好評後Otthonos 和 Chair Lab 椅研室再度攜手合作推出豪華...,zeczec",21 天,2022/10/26 12:00 – 2023/01/02 02:00,2022/10/26 12:00:00,2023/01/02 02:00:00,
桌遊 x 立體書 = 夢幻組合！《奇幻樹冒險物語》2022 最歡樂的一場冒險,迷走工作坊,1537807.0,2349.0,https://www.zeczec.com/projects/wonderbook,"《奇幻樹冒險物語》是一款原創的奇幻故事冒險遊戲。結合桌遊「豐富的遊戲機制」與立體書「創新的互動玩法」，易學好教十分鐘就能輕鬆上手，從 10 歲到 99 歲都能快速融入刺激的遊戲情境中！,zeczec",16 天,2022/09/20 12:00 – 2022/12/28 02:00,2022/09/20 12:00:00,2022/12/28 02:00:00,
【HuRuRu】咕嚕嚕 無線馬達寵物飲水機｜解決清潔難題，給你無線可能！,防御工事｜T-FENCE,701060.0,1080.0,https://www.zeczec.com/projects/hururu-pet-water-fountain,"換了寵物飲水機後，卻讓你多了更多難題嗎？HuRuRu給你全新選擇！磁感應供電原理，插頭免插拔好拿取！極簡結構無雜線，內部簡單好清洗！圖書館等級靜音， 45分貝好安靜！搭配小樹枝配件，一機兩用好划算！,zeczec",50 天,2022/11/22 11:30 – 2023/01/31 11:30,2022/11/22 11:30:00,2023/01/31 11:30:00,
台灣版絕美的「自然朝聖之路」，要向世界旅人發光｜【 2022 亞洲步道大會，在台灣】募資計畫,社團法人台灣千里步道協會,542592.0,351.0,https://www.zeczec.com/projects/ATC-2022,"動輒多天的長距離徒步，其實是一種與內心對話的方式。今年 12 月在台灣舉辦的「亞洲步道大會」，我們計劃向亞洲各國健行愛好者，揭曉台灣「長距離徒步」的絕美秘境。,zeczec",9 天,2022/10/20 00:00 – 2022/12/20 23:59,2022/10/20 00:00:00,2022/12/20 23:59:00,
《男孩與他的太陽The Boy and His Sun》科普繪本出版計劃,程典(End Chung),14500.0,500.0,https://www.zeczec.com/projects/the-boy-and-his-sun,"本企劃藉由音樂專輯、戲劇與科普繪本的結合，從音樂與影像聚焦到文字故事與思辨，讓閱聽者能更了解精神疾病與當代社會的各項議題。,zeczec",40 天,2022/11/20 15:00 – 2023/01/20 23:59,2022/11/20 15:00:00,2023/01/20 23:59:00,
64折【新色解鎖-獵戶藍】內著革命 擺脫『冬季潮濕，夏季悶熱』｜舒適・機能・延展・抑菌,Apartment.b 男子公寓,1183150.0,1769.0,https://www.zeczec.com/projects/apartmentb-underwear,"【上線14分鐘達標，3週破百萬】無重力內著，給您無重力般的舒適體驗｜使用Tactel® Nylon6.6 超細纖維｜美國 Sciessent® 銅銀離子 除臭技術｜創造時尚與機能兼具的新時代內著,zeczec",9 天,2022/11/10 11:00 – 2022/12/20 23:59,2022/11/10 11:00:00,2022/12/20 23:59:00,
《歲月靈光｜國家地理2023年攝影日曆》 透過黃框，開啟通往世界的窗口,國家地理,1500875.0,1180.0,https://www.zeczec.com/projects/ngo-2023-calendar,"國家地理團隊首度推出攝影日曆《歲月靈光》，由創刊至今一百多年的照片中，精選 365 張大師經典，搭配豐富的影音知識內容，在新的一年中，每天與您分享一個精彩故事。,zeczec",20 天,2022/10/26 12:30 – 2022/12/31 23:59,2022/10/26 12:30:00,2022/12/31 23:59:00,
Tent Acme 極.美.秒換面紙盒〖皮革低碳版〗| 瞬間成為美好的存在! ,TaG 創夏設計,714410.0,1155.0,https://www.zeczec.com/projects/tent-2-0,"用極致的視覺藝術定義面紙盒，簡約弧線百搭沒有侷限。升級為低碳皮革面料的TentAcme 面紙盒以磁吸3秒更換的超直覺設計達到免組裝，即可秒速裝填與更換面紙。 優美弧度的簡約外型，為你生活提升質感...,zeczec",19 天,2022/11/01 12:00 – 2022/12/30 23:59,2022/11/01 12:00:00,2022/12/30 23:59:00,
Hello Studio 你好工作室《狐吉與星星》繪本出版計畫,你好藝思有限公司,299570.0,1250.0,https://www.zeczec.com/projects/hellostudio,"總是為了別人奔波的你，有多久沒有跟自己說聲「辛苦了」？ 這是一本關於「愛自己」的繪本。,zeczec",20 天,2022/11/15 20:00 – 2022/12/31 23:59,2022/11/15 20:00:00,2022/12/31 23:59:00,
【il modo小長夾】是日製手工真皮小長夾，也是職人的信念,STATUSY TAIWAN x 有設計,2322825.0,3560.0,https://www.zeczec.com/projects/ilmodo,"職人嚴選日本姬路高品質真皮皮革，歷經層層工序，將信念與期待融入手作，傾聽使用者的聲音，持續創新設計，盼能為使用者帶來幸福感，同時傳承製革傳統工藝,zeczec",15 天,2022/10/18 10:30 – 2022/12/26 23:59,2022/10/18 10:30:00,2022/12/26 23:59:00,
GG褲 海洋系｜來自大海的淬鍊，獨家使用來自大海的SEAWOOL® 海毛紗，兼具舒適/輕薄/快乾/恆溫涼感/永久除臭 功能,URBAN CREW,1167445.0,1450.0,https://www.zeczec.com/projects/GGCOOLSEA,"熱賣超過200萬的【GG褲(森林系)】推出全新海洋系！太空ionic+太空銀纖維 結合 SEAWOOL® 海毛紗，一次擁有 遠紅外線∕涼感舒適∕吸濕排汗∕99% 抗菌防臭∕3D立體囊袋∕防磨腰頭...,zeczec",4 天,2022/11/01 11:30 – 2022/12/15 23:59,2022/11/01 11:30:00,2022/12/15 23:59:00,
【WATCH THE MUSIC】潮流智能音樂眼鏡 / 墨鏡 - 讓科技融入生活、從此釋放雙耳！,KlassiC. x AES x SOLOS,1142900.0,8500.0,https://www.zeczec.com/projects/klassic,"結合亞洲臉型鏡框、潮流時尚風格與最新智能科技，歷時兩年研發打造集聽歌通話與健康監測於一身，能自在配戴的整合性智慧音樂眼鏡 / 墨鏡！,zeczec",19 天,2022/11/15 21:00 – 2022/12/30 23:59,2022/11/15 21:00:00,2022/12/30 23:59:00,
#全球獨創技術 DarMo® 達摩經絡儀 | 疏通經絡促進循環幫助睡眠、輕鬆減壓,DarMo® 達摩經絡儀,716970.0,16800.0,https://www.zeczec.com/projects/DarMo,"整合３大領域「中西醫、自然醫學」與 王唯工教授 建立的氣血共振理論基礎，開發出「減壓舒眠經絡儀」，透過微電流電導場共振技術，與人體經絡同步共振，激發人體自癒潛能， 讓我們都能往 更平衡 的狀態前進,zeczec",23 天,2022/11/22 10:30 – 2023/01/03 23:59,2022/11/22 10:30:00,2023/01/03 23:59:00,
三年煉一傘！台灣研發挑戰世界最細的晴雨傘！一把摺疊傘最理想的樣子就是【極工傘】,米塔培拉精品傘業有限公司,1140392.0,968.0,https://www.zeczec.com/projects/metabrella,"關於「一把摺疊傘最理想的樣子」。透過骨架機構的迴避設計，達到收折後世界第一細的特徵，同時保有晴雨傘最易被犧牲掉的傘面尺寸，並維持了傘應有的強韌程度。預期可賦予我們的產品-極工傘真正的輕巧易攜，且...,zeczec",16 天,2022/11/01 07:00 – 2022/12/27 23:59,2022/11/01 07:00:00,2022/12/27 23:59:00,
【22W磁吸式自帶線行動電源】墊高設計不卡鏡頭，相容MagSafe無線充電，雙向快充，自帶蘋果頭及安卓頭一次滿足！,POLYBATT,842620.0,1248.0,https://www.zeczec.com/projects/POLYBATT_CAT,"15W無線充電＋22W有線！支援PD3.0、QC3.0、PPS，四用型充電搞定所有機型！可充1-2次～,zeczec",22 天,2022/11/01 20:00 – 2023/01/03 08:00,2022/11/01 20:00:00,2023/01/03 08:00:00,
PowerFun 動力趣｜72合一電動智慧積木組｜相容樂高，一起變身動感積木！,makerzoid x 有設計,1323430.0,2280.0,https://www.zeczec.com/projects/powerfun,"最超值的動感積木組合，能避障、感應物體及燈光、還能控制通電！ 72種造型、四大主題一次滿足，還可以與其他積木相容，讓家中原有積木全都跟著PowerFun一起變成動感積木！,zeczec",5 天,2022/10/18 10:30 – 2022/12/16 23:59,2022/10/18 10:30:00,2022/12/16 23:59:00,
【Formosan Creatures 島嶼精靈 - 質感金屬車用擴香】開啟自然香氛旅程,Gdesign,185957.0,1280.0,https://www.zeczec.com/projects/formosan-creatures-CarDiffuser,"以四種保育類動物台灣藍鵲、石虎、虎鯨、櫻花鉤吻鮭為主角，融合圖像工藝設計、香氛調製、歌曲創作元素，創作出【島嶼精靈 - 動物圖騰擴香】系列，期待以視、嗅、觸與聽覺體驗記錄美麗的自然生態,zeczec",17 天,2022/08/31 20:00 – 2022/12/28 23:59,2022/08/31 20:00:00,2022/12/28 23:59:00,
【 ATUBE｜真空管藍牙 soundbar 音響】你的第一台真空管音響！韓國復古設計，情感人聲！,Atube 台灣,846500.0,3280.0,https://www.zeczec.com/projects/atube,"卓越的人聲表現 × 真空管清澈透亮音質 × 超乎想像的CP值,zeczec",19 天,2022/10/05 12:00 – 2022/12/31 02:00,2022/10/05 12:00:00,2022/12/31 02:00:00,
人權辦桌 • 做伙來食飯,人權辦桌,211143.0,100.0,https://www.zeczec.com/projects/jin-kuan-pan-toh,"用一頓飯的時間，搭起「無家者」、「政治受難者」及「社會大眾」對話的平台，讓每個人都有權利訴說與被傾聽，也讓「人生而自由且平等」能夠獲得推廣。吃飽飯後才能繼續踏上漫漫人權路。,zeczec",4 天,2022/10/27 20:00 – 2022/12/16 02:00,2022/10/27 20:00:00,2022/12/16 02:00:00,
運動數據就在你眼前! 即時智能顯示給你全新騎乘感受：【ION SPORT 自行車智能顯示器】,ION SPORT,405503.0,3299.0,https://www.zeczec.com/projects/ion-sport,"ION sport 透過無線通訊與感測裝置與手機連接，就可即時監控的你的運動數據。The game is on 整裝待發，換我上場！,zeczec",9 天,2022/11/07 11:30 – 2022/12/21 02:00,2022/11/07 11:30:00,2022/12/21 02:00:00,
【週週抽獎】Fuumas Puzzle 阿里山百年 SL-21 夏依式火車收藏紀念款模型 | 祝賀阿里山林業鐵路 & 夏依式火車 110 周年、3D 立體可動木質模型拼圖！,富馬樂創 X 有設計,2119571.0,1970.0,https://www.zeczec.com/projects/FuumasPuzzle-SL-21,"透過現代工藝、設計巧思，讓消費者以合理的價格，擁有「立體、可手動、著重細節」的DIY木質蒸汽機車拼圖！,zeczec",18 天,2022/11/16 10:30 – 2022/12/29 23:59,2022/11/16 10:30:00,2022/12/29 23:59:00,
【2023清旅行手撕桌曆】網紅凡清親手製作｜ 365天日日旅行 橫跨50國 ｜ 伴你收藏一整年的美好,2023清旅行手撕桌曆,315153.0,680.0,https://www.zeczec.com/projects/cingtravel2023,"一起去旅遊吧！這本《2023清旅行手撕桌曆》是我親手製作的喔，當初答應仲仲要帶她去度假而製作的，遨遊50國風景美食，每日一句土味情話，365天日日充滿驚喜，各方面細節都超級注重，分享給各位,zeczec",9 天,2022/09/14 21:00 – 2022/12/20 23:59,2022/09/14 21:00:00,2022/12/20 23:59:00,
𝗠𝗢𝗭𝗧𝗘𝗖𝗛® 喀喀螢幕燈｜全球首款×專利設計．折疊攜帶+無線使用．行動螢幕燈,MOZTECH 墨子科技,853340.0,1880.0,https://www.zeczec.com/projects/kakalight,"你的燈光維他命．折疊攜帶×無線使用，你的行動螢幕燈【無線摺疊喀喀螢幕燈】 專為外出族設計，輕輕一喀立即變身，KA！KA！剛好符合15吋筆電使用 ，支架採用懸掛式磁吸設置，一喀即用就是這麼so e...,zeczec",11 天,2022/10/17 12:00 – 2022/12/22 23:59,2022/10/17 12:00:00,2022/12/22 23:59:00,
調香師神作｜調酒、台茶8號【AMPM 旅行香水組 】by I-CHUN CHOU,鼻子星球,197740.0,1880.0,https://www.zeczec.com/projects/ampm-24-i-chun-chou,"由專業調香師所設計，AMPM一日旅行時光的氣味，是詮釋氣味最理想的方式。逆向調香只採用好聞的氣味分子，香水新手不用擔心帶給周遭「香害」，三款在任何時段都為你加分的香水，展現更多自信。,zeczec",17 天,2022/09/30 19:00 – 2022/12/29 02:00,2022/09/30 19:00:00,2022/12/29 02:00:00,
世界第二輕大傘『極度輕高爾夫』271g輕盈登場｜超抗風、防潑水｜雨傘王首創終身免費維修！,雨傘王,1286353.0,799.0,https://www.zeczec.com/projects/ultra_lightweight,"親子外出、開車族、高爾夫愛好者、三五好友，想拿出可遮擋所有人的直立大傘， 卻因為重量﹑花色、功能，寧願撐折傘自己淋雨也不願選擇長傘？就讓『極度輕高爾夫』打破刻板印象！ ,zeczec",4 天,2022/11/04 15:00 – 2022/12/15 23:59,2022/11/04 15:00:00,2022/12/15 23:59:00,
Studio Smoll 巧翻皮夾2.0｜流暢隨行，快意感應,StudioSmoll,673406.0,1510.0,https://www.zeczec.com/projects/revolve-wallet2,"使用義大利植鞣皮革，製程環保，化繁為簡滿足各種日常所需，簡約而細膩的陪伴我們每個外出時刻。,zeczec",11 天,2022/10/17 21:00 – 2022/12/22 23:59,2022/10/17 21:00:00,2022/12/22 23:59:00,
《河流》身心靈療癒誌｜不只是一份紙本月刊，而是一個匯聚美好能量的療癒多媒體，一個共學共好的身心靈平台！這世界不需要再一本八卦雜誌、再一個八卦節目，但需要這樣一個愛的視角，懇請支持「河流心傳媒」！,《河流》身心靈療癒誌,515380.0,16800.0,https://www.zeczec.com/projects/river2021,"《河流．身心靈療癒誌》滿週歲了，感謝去年嘖嘖支持我們創刊，這一年來我們為大家做了好多！河流從誕生到努力長這麼大，真是個奇蹟！我們還有更多的愛和夢想等著實現，邀請您繼續跟著我們～走這條河流！,zeczec",4 天,2022/09/20 10:00 – 2022/12/15 23:59,2022/09/20 10:00:00,2022/12/15 23:59:00,
《台灣機車百態｜The Scooters of Taiwan 》英國插畫家 Tom Parker 筆下最逗趣的機車街景！,Tom Parker X 海吉工作室,798189.0,1350.0,https://www.zeczec.com/projects/taiwan-scooters-100,"去年進行《台北地圖》集資時，我把這些可愛的騎士們做成《台灣味》貼紙，沒想到收到大家熱烈迴響，於是開啟了這個《台灣機車百態》的計畫，完成了更多可愛小車車！,zeczec",9 天,2022/11/02 21:00 – 2022/12/20 23:59,2022/11/02 21:00:00,2022/12/20 23:59:00,
淨瓶小熊｜PH9 不傷瓶-超鹼性萬用清潔錠 ，瓶器再髒再臭，10min一錠終結！,淨瓶小熊 Bolar Bear,457017.0,448.0,https://www.zeczec.com/projects/bolarbear,"泡完=洗完的懶人清潔神器，PH9鹼性發泡清潔微錠，只需15分鐘 高效、深層、全面清潔，不管是瓶器、餐具、環保吸管，淨瓶小熊 一錠搞定! ,zeczec",11 天,2022/10/19 09:00 – 2022/12/22 23:59,2022/10/19 09:00:00,2022/12/22 23:59:00,
流力衣 - 洩流速力，一秒排水,TrustRainwear,119714.0,1269.0,https://www.zeczec.com/projects/Fluid-mechanics-rainwear,"TrustRainwear 流力衣 – 以昔日聯考/基測滿分之物理知識，我們僅用一條拉鍊，做到了褲檔&大小腿處永不積水跟滲水，且穿脫速度 = 一件式、防水效果 = 兩件式雨衣 之最精簡 & 完美設計。,zeczec",38 天,2022/12/05 20:00 – 2023/01/18 23:59,2022/12/05 20:00:00,2023/01/18 23:59:00,✅
募資衝破百萬~2023年《365環球曆》每天帶你去環遊世界的日曆~好評延長｜今年耶誕送禮最佳禮物！,Fiona環遊世界,1228696.0,950.0,https://www.zeczec.com/projects/travel365,"一秒出國，環遊世界365天；文化體驗，輕鬆建立國際觀。環球旅人Fiona花費20年，精選全球77國+南極熱血製作。,zeczec",4 天,2022/09/26 20:00 – 2022/12/15 23:59,2022/09/26 20:00:00,2022/12/15 23:59:00,
3ZeBra｜口紅小摩—迷你紓壓筋膜槍，史上最迷你筋膜槍，輕巧時尚、舒適有型,三隻斑馬 3ZeBra,256380.0,1680.0,https://www.zeczec.com/projects/minimassagegun,"輕巧、時尚，放鬆肌肉也可以這麼優雅！用最簡單的方式，達到深層的舒壓放鬆，釋放積累疲勞，給你最好的狀態！,zeczec",32 天,2022/12/01 12:00 – 2023/01/12 23:59,2022/12/01 12:00:00,2023/01/12 23:59:00,
Chill防水機能車椅套 2代｜滿足車內各種防護需求，Chill出遊～,AUTHENTICS,151560.0,1980.0,https://www.zeczec.com/projects/Chill2,"再次集結台灣紡織黑科技，打造最舒適Chill的乘車體驗！世界首創翻轉「頸枕、腰靠」的前座車椅套再進化＋全台唯一可分離的防水機能後座車椅套，省下清潔車椅的大量時間及金錢！,zeczec",39 天,2022/12/07 20:00 – 2023/01/20 02:00,2022/12/07 20:00:00,2023/01/20 02:00:00,✅
iMAT 翻轉切割墊 2.0｜大面積使用、輕鬆摺疊好攜帶，全新吸磁、收納功能，便利再升級！,iMAT,372758.0,1496.0,https://www.zeczec.com/projects/imat-2,"延續『大面積使用，小面積攜帶』形式， 搭配強力磁鐵使用的『吸磁版』／夾持 新型專利-微笑U型夾的『收納版』， 絕對顛覆您對切割墊創新的想像！,zeczec",17 天,2022/11/30 21:00 – 2022/12/28 23:59,2022/11/30 21:00:00,2022/12/28 23:59:00,
CAHOLIM+咖好拎｜小魟魚咖啡提袋,DA工坊,61025.0,269.0,https://www.zeczec.com/projects/caholim,"品味咖啡的3種型態，屬於你的口感美學。 一款專為咖啡成癮者設計的提袋，滿足日常生活儀式感，選用能量陶瓷材質提升溫潤口感，讓你隨時喝上一杯講究的咖啡。,zeczec",31 天,2022/12/08 12:00 – 2023/01/12 02:00,2022/12/08 12:00:00,2023/01/12 02:00:00,✅
【南部鐵器 OIGEN 及源鑄造 | 幸福鑄鐵燒系列-共3款】全日本設計及手工鍛造，為感情加溫的料理神器,OIGEN 及源鑄造,219963.0,9999.0,https://www.zeczec.com/projects/oigen-cookware,"從未有的鑄鐵鍋體驗！市場唯一，輕鬆切換居家、露營的各種烹飪需求。100% 鑄鐵打造，獨家專利無塗層「裸製技法」，無毒、不沾、耐刮、好清潔，170年日本職人經驗傳承，可用100年的品質保證,zeczec",35 天,2022/10/13 20:00 – 2023/01/15 23:59,2022/10/13 20:00:00,2023/01/15 23:59:00,
《人生舒適》感受呼吸的襪，穿上就能明白！越野、馬拉松運動等、辦公、居家等自動切換行動模式，舒服減壓「平衡靜動襪」！,Leeds weather,58620.0,510.0,https://www.zeczec.com/projects/balancesocks,"一生必要擁有的襪子！一雙完美的腳減壓・超透氣運動襪，穿了舒暢不想脫下，各種高溫潮濕環境考驗也能安然處之、不悶臭。,zeczec",29 天,2022/12/08 20:00 – 2023/01/10 02:00,2022/12/08 20:00:00,2023/01/10 02:00:00,✅
Hahow X 理科太太－理科太太的諮商筆記 線上課程,Hahow 好學校,3075552.0,1799.0,https://www.zeczec.com/projects/hahow-liketaitai,"「我不是心理師不能幫你諮商，但我在諮商室的另一頭和自己搏鬥了 100 多個小時，我想以學姊的身份，分享我的筆記，陪你走過這一段。」－理科太太,zeczec",18 天,2022/12/01 12:00 – 2022/12/29 23:59,2022/12/01 12:00:00,2022/12/29 23:59:00,
"TAKE-COVER 拿蓋子 3｜❤ 鈦心杯❤ ｜99元冰霸杯升級""純鈦保溫杯""",TAKE-COVER TAIWAN,327485.0,999.0,https://www.zeczec.com/projects/take-cover3,"鈦心杯放入冰霸杯=超大容量純鈦內膽保溫杯,zeczec",19 天,2022/10/31 20:00 – 2022/12/31 19:59,2022/10/31 20:00:00,2022/12/31 19:59:00,
十年磨一劍 - 御劍飛行・挑戰法國巴黎明日馬戲節！,笑炎舞者蔡宏毅,317868.0,500.0,https://www.zeczec.com/projects/titostsaicomingtrue,"我是蔡宏毅，一位劍舞、書法創作者，即將代表台灣前往世界最高殿堂 - 法國巴黎“明日馬戲節”比賽，需要募集旅費與訓練費，因此我以書法墨寶為禮，邀請您與我一同御劍飛行。,zeczec",26 天,2022/12/08 20:00 – 2023/01/07 02:00,2022/12/08 20:00:00,2023/01/07 02:00:00,✅
除夕老公公禮物盒計畫 5.0｜為留院病童打造用愛解鎖的禮物盒,方唯任｜ Fang wei ren,26600.0,6000.0,https://www.zeczec.com/projects/CNYESanta2023,"為過年期間無法回家團圓的罕病、癌症病童打造最暖除夕夜．跨越疫情的圍牆，空投暖心除夕老公公禮物盒、打造線上創意共學課程、新春兒童節目，陪孩子們過新年。,zeczec",21 天,2022/12/04 17:00 – 2023/01/02 02:00,2022/12/04 17:00:00,2023/01/02 02:00:00,
Fun放展示台 | 辦公室空間增倍術x打造個人療癒小天地x創造職場好人緣,inlife studio,30136.0,1380.0,https://www.zeczec.com/projects/fun-level-up,"「一項產品、兩面使用、三種滿足」 使用18mm的實木製作，可依你的情境雙面使用，質感、收納、展示功能都能同時滿足的展示台，level up你的辦公桌!,zeczec",30 天,2022/11/16 12:00 – 2023/01/11 02:00,2022/11/16 12:00:00,2023/01/11 02:00:00,
穿著走的百年青旅行｜跨世代台日職人工藝 世界僅此一雙的友善再生藍履,CoBo Indigo,29688.0,2099.0,https://www.zeczec.com/projects/GASHOAOASA,"🙌海外成功集資百萬🙌京都染師夫婦 CoBo Indigo✗台灣八十年歴史合掌鞋職人家族 大稻埕小花園鞋莊，以社會歧視、時尚浪費、弱勢就業等議題攜手提案的次世代工藝x公益手工製作獨一無二的藍染合掌鞋。,zeczec",20 天,2022/11/30 16:00 – 2022/12/31 23:59,2022/11/30 16:00:00,2022/12/31 23:59:00,
《街上的哈瓦那》：遊走在褪色迷幻的古巴風景｜新書募資計畫,細腿男,136620.0,680.0,https://www.zeczec.com/projects/havana-viewfinder,"旅遊作家細腿男繼《里斯本，沒落的美感》後，再推出古巴哈瓦那的全新創作,zeczec",25 天,2022/11/29 20:00 – 2023/01/06 02:00,2022/11/29 20:00:00,2023/01/06 02:00:00,
STEAM創新智力開發玩具 -《用程式積木玩出 150 種有趣的遙控組合》,悅讀名品出版有限公司,45859.0,1410.0,https://www.zeczec.com/projects/steam-150,"《用程式積木玩出 150 種有趣的遙控組合》是一套以程式積木搭建為主題的趣味科 學學習書。無數的經驗告訴我們，孩子在組裝學習中，不僅能思考更完善的組裝造型與結構， 更能創造出更多的構造與變化，不...,zeczec",31 天,2022/11/29 21:00 – 2023/01/11 23:59,2022/11/29 21:00:00,2023/01/11 23:59:00,
日本募資累積破千萬，釋放雙手的負擔「SYANTO手機指環」低頭族的新革命 ，解放你的雙手和肩頸 🙌,Neo Choice(巧藝思有限公司),55360.0,690.0,https://www.zeczec.com/projects/syanto,"全新三種款式款式，設計再進化，讓手機變輕盈，每天使用超有感🖐️,zeczec",50 天,2022/12/01 20:00 – 2023/01/31 19:59,2022/12/01 20:00:00,2023/01/31 19:59:00,
【早鳥73折】iRef 家用智能驗光儀 | 在家就能測量視力度數 x 近遠視 x 散光 | 眼管家,康成生醫,231000.0,5000.0,https://www.zeczec.com/projects/iref,"台灣近視比率長年以來高居不下，有大多數學童都有近視問題.... 專為學齡孩童眼部而生，居家全面性的近視控制管理，在家就能享受到專業眼部數值檢測，一機搞定近視遠視散光！,zeczec",34 天,2022/12/01 21:00 – 2023/01/14 23:59,2022/12/01 21:00:00,2023/01/14 23:59:00,
蒔光曆 2023 【療癒插畫日曆】365篇花鳥古人精彩演出 x 遇見不一樣的美好旅行。,蒔光島嶼,130376.0,880.0,https://www.zeczec.com/projects/timeisland,"用藝術創意插畫解讀古詩詞 x 12位最具影響力人物生活智慧共享。,zeczec",18 天,2022/10/17 12:00 – 2022/12/29 23:59,2022/10/17 12:00:00,2022/12/29 23:59:00,
O'day 萬年行事桌曆｜少砍一棵樹，少些電子廢棄物；能少一點是一點。,Smilingoods 生活裡的笑容,132565.0,590.0,https://www.zeczec.com/projects/Oday-Note,"獲國家發明專利的 O'day創新設計，不是紙、不用電、循環再用，是桌曆、是行事曆，更是萬年曆；省荷包，還兼顧環保！,zeczec",13 天,2022/11/06 21:00 – 2022/12/24 23:59,2022/11/06 21:00:00,2022/12/24 23:59:00,
Floral Calendar 2023 花植曆 | 來場與自然最溫暖的連結,光之花蒔,32440.0,790.0,https://www.zeczec.com/projects/floral-calendar-2023,"一本以油性粉彩繪製花卉植物的療癒曆。,zeczec",9 天,2022/11/17 12:00 – 2022/12/20 23:59,2022/11/17 12:00:00,2022/12/20 23:59:00,
｜犬山居の午茶 x 公益攝影展｜暖心的流浪動物主題展，每個照護病老同伴動物的平凡日子都是美好時光,U Joy,30500.0,500.0,https://www.zeczec.com/projects/afternoon-tea-with-tcasa,"好毛寵物攝影x犬山居: 在攝影展裡一窺毛孩們的下午茶時光,zeczec",4 天,2022/10/13 20:00 – 2022/12/15 23:59,2022/10/13 20:00:00,2022/12/15 23:59:00,
星級料理中高階教學課程 附贈主廚食材箱,德廚集團,22200.0,2900.0,https://www.zeczec.com/projects/silkart_taste,"星級主廚技巧傳授不簡單的三色千層麵 學一道菜=學完十道菜，課程再贈送料理食材箱 冷藏運送到府,zeczec",23 天,2022/11/04 12:00 – 2023/01/04 02:00,2022/11/04 12:00:00,2023/01/04 02:00:00,
【VIVAWANG x 白沙屯媽祖鑾轎紀念燈】112年開運首選、頭旗化煞、勇軍護航、檀香引路、媽祖錢母坐鎮、轎頂獅有求必應、刺繡轎彩十足復刻鑾轎風采，點亮癸卯年前景光明 ⛩️ 百年香隨-粉紅超跑進家門！,VIVAWANG 香氛。居禮。時光,115790.0,2980.0,https://www.zeczec.com/projects/VIVAWANG,"致力文創力作，完美升級點燈、擴香、環保、安全、30天換一杯開運香燭、許願、祝福...等多種好處，白沙屯媽鑾轎紀念燈！ 「求好運」超值收藏，日常祈福不再遙遠，讓生活充滿幸福和諧、財運進家門！,zeczec",51 天,2022/11/15 15:00 – 2023/01/31 23:59,2022/11/15 15:00:00,2023/01/31 23:59:00,
【大人限定】三回合讓彼此臉紅心跳、按捺不住的床上組合｜遊慾Ｘ翻抽屜，聯手激燃新情趣！,GINRO 情樂創意,64940.0,1980.0,https://www.zeczec.com/projects/ginro2022,"大人的玩具，可不只簡單三五種玩法！微床遊《遊慾》為希臘玩具「雙頭蛇」設計專屬卡牌，陪著你和妳，發掘未曾有過的 36 種壞壞新體驗！,zeczec",9 天,2022/11/23 22:00 – 2022/12/20 23:59,2022/11/23 22:00:00,2022/12/20 23:59:00,
地表最療癒的環保吸管｜SICO小怪獸一路暢吸吸管杯袋組,SICO Lifestyle,182666.0,970.0,https://www.zeczec.com/projects/sicolifestylestraw,"SICO小怪獸站在辦公桌上療癒減塑一整天！醫療級的鉑金矽膠+316L醫療鋼完美結合，另有兩用杯袋/墊，文青三色可以選擇！,zeczec",4 天,2022/11/01 20:00 – 2022/12/15 23:59,2022/11/01 20:00:00,2022/12/15 23:59:00,
