【 最後 1 天 】𝘿𝙢𝙤 義式『雙』膠囊機｜美式/義式/Nespresso & Dolce Gusto 都可以沖！,OSNER Taiwan,2735000,5680,https://www.zeczec.com/projects/dmo-coffee,"連續 5 年榮獲韓國 Brand Awards 的客戶滿意金獎，嗨翻韓國的 D-mo 已熱銷逾 100,000，深受廣大韓友喜愛！,zeczec",29 天,2022/06/29 11:00 – 2022/08/15 23:59
珍藏美好回憶就靠【它】！獨家『備份豆腐』哆啦 A 夢設計款推出啦♪,Maktar Inc.,278821,1252,https://www.zeczec.com/projects/maktar,"睡前充電，睡醒已無痛備份完畢，外加輕巧好攜帶，旅行無感隨身帶著走〜這麼方便你／妳還等什麼,zeczec",32 天,2022/07/15 12:00 – 2022/08/18 23:59
ECLIPSE 隨行濾茶壺｜整組茶具，一手掌握！,初芳宇,2564740,3690,https://www.zeczec.com/projects/eclipse-travel-press,"內建量杯 × 陶瓷純飲 × 真空保溫 × 茶葉舒展 × 萃取控制 × 超好清洗！ 專業又時尚的整組茶具，一手就能掌握！,zeczec",3 天,2022/05/20 12:00 – 2022/07/20 23:59
潔癖刷 ｜畚箕式抗菌馬桶刷，一次解決清潔馬桶的所有困擾，開啟你的潔癖人生,Mieloo.co,1420102,690,https://www.zeczec.com/projects/tidybrush,"超疏水抗菌刷頭，好刷不卡垢，畚箕式防漏刷座，好清不髒手。 讓髒水不亂滴、刷座不發臭，打造浴廁清潔的全新體驗。,zeczec",14 天,2022/05/30 20:00 – 2022/07/31 23:59
▋人生的咖哩味~門前隱味 ▋每一口都是想家的那一味，更是人生幸福的療癒,門前隱味牛肉麵,3150370,2636,https://www.zeczec.com/projects/wumamii-curry,"我們深信每道料理都有屬於自己的一個故事，而這道咖哩帶點辛辣、有點甜，滋味濃郁、令人一口接一口，就像是門前隱味的文章般讓人欲罷不能。,zeczec",39 天,2022/07/13 15:00 – 2022/08/26 15:30
《卡通獨角獸塔羅牌》超奇葩！以獨角獸擬人為主題的塔羅牌！,彩虹被窩,3520,880,https://www.zeczec.com/projects/cartoon_unicorn_tarot,"以獨角獸造型為主題的塔羅牌募資計畫,zeczec",75 天,2022/07/14 12:00 – 2022/09/30 23:59
大古鑄鐵雙雙鍋｜一鍋雙用大革新，是湯鍋也是平底鍋！天然不沾、無毒耐刮、收納超 Easy！,大古鑄鐵,8127760,7880,https://www.zeczec.com/projects/takuironware-double-castiron-pot,"特殊雙鍋設計，是湯鍋也是平底鍋，拆卸式把手讓烹飪過程不燙手、收納更靈活，蒸煮烤炸煎燉都適用，滿足你對料理的多種想像！,zeczec",18 天,2022/06/23 12:00 – 2022/08/05 02:00
【Cable可移動洞洞板】顛覆你對洞洞板的想像，創造屬於自己的生活！,凱堡家居 ,48092,1588,https://www.zeczec.com/projects/Cable-dong-dong-ban,"省時省力省空間，升級款洞洞板，直立式設計將收納空間向上延伸，讓收納空間被靈活運用，顛覆你對生活的想像！,zeczec",19 天,2022/07/07 12:00 – 2022/08/05 23:59
TIDY 2.0 小長夾🌈｜全新升級改版，RFID防盜，同時擁有長夾的大容量、短夾的便攜性！「小 、輕 、薄」,TIDY X 有設計,5659904,2780,https://www.zeczec.com/projects/tidy-20,"經過三年構思TIDY長夾全面改版再升級！增加RFID防盜功能，並把長夾變得更小、更薄、更輕了！,zeczec",26 天,2022/05/25 10:30 – 2022/08/12 23:59
集資倒數！《摸魚》派對遊戲，三秒上手，摸魚摸到快樂似神仙！,春天先生,959756,1111,https://www.zeczec.com/projects/mr-spring-lazy-fish,"魚腦粉期待許久、好玩又可愛的《摸魚》遊戲總算來了！考驗手速又考驗運氣，還有各種限定漁獲，邀請各位舊魚新知一起支持～,zeczec", 15 小時,2022/04/07 21:00 – 2022/07/18 23:59
