projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end,new_product
【週週抽好禮】Fuumas Puzzle 阿里山百年 SL-21 夏依式火車收藏紀念款模型 | 祝賀阿里山林業鐵路 & 夏依式火車 110 周年、3D 立體可動木質模型拼圖！,富馬樂創 X 有設計,2454827,1970,https://www.zeczec.com/projects/FuumasPuzzle-SL-21,"透過現代工藝、設計巧思，讓消費者以合理的價格，擁有「立體、可手動、著重細節」的DIY木質蒸汽機車拼圖！,zeczec",11 天,2022/11/16 10:30 – 2023/01/13 23:59,2022/11/16 10:30:00,2023/01/13 23:59:00,
tutu Pet Lifestyle｜半伴寵物頭套｜兼具效果與舒適的寵物頭套,tutu Pet Lifestyle,35541,589,https://www.zeczec.com/projects/tutu-petlifestyle,"身為斜槓寵物業的設計師，我們集合了飼主們的使用經驗回饋，重新定義頭套的型式，改良設計出全新的寵物頭套。讓寵物配戴頭套時不再不適或影響生活，飼主也不須擔心頭套沒有阻擋效果甚至被寵物脫掉，能有更安心...,zeczec",43 天,2022/12/27 12:00 – 2023/02/14 23:59,2022/12/27 12:00:00,2023/02/14 23:59:00,✅
《山岳》企劃｜全手工製植鞣革短夾錢包,The Fūkei,193870,3580,https://www.zeczec.com/projects/the-fukei-peak,"the Fūkei 透過《山岳》企劃，結合台灣山岳文化與全手工藝皮革技術，將山帶到你身邊。,zeczec",57 天,2022/12/22 20:00 – 2023/03/01 00:00,2022/12/22 20:00:00,2023/03/01 00:00:00,
MORTY台灣在地生產單品巧克力｜為了爺爺用愛種下一片可可，揉合花香給你前所未有的味蕾體驗,豆點工作室,28030,100,https://www.zeczec.com/projects/morty,"我站在雲林，這個巧克力太狠了、必須要吃起來！純天然卻獨一無二的巧克力，聽起來還不錯對吧！,zeczec",53 天,2022/12/29 20:00 – 2023/02/24 23:59,2022/12/29 20:00:00,2023/02/24 23:59:00,✅
CheerTok超能控臺灣限定版「全能智慧口袋迷你觸控板」全球熱賣千萬｜專為現代人設計，輕鬆掌控所有3C產品,Cheertok TW,1840095,1660,https://www.zeczec.com/projects/cheertoktw,"2022榮獲紅點設計，符合人體工學「CheerTok 超能控」，無論您是在創作者、辦公室工作、演講還是在沙發上享受娛樂，輕巧簡單都能讓你輕鬆掌控所有3C設備。,zeczec",13 天,2022/11/28 20:00 – 2023/01/15 23:59,2022/11/28 20:00:00,2023/01/15 23:59:00,
 POWER GUARD 嗶嗶好朋友｜電流偵測插座，用電安全不靠猜！自動偵測過載主動提醒！,Elevon,1004675,690,https://www.zeczec.com/projects/elevonBBMATCH,"居家防護從源頭做起！用電不要靠直覺，靠視覺和聽覺維護你的生命安全。一款貼近生活的居家防護好朋友。從源頭把關用電安全的轉接器。,zeczec",44 天,2022/12/08 21:00 – 2023/02/16 02:00,2022/12/08 21:00:00,2023/02/16 02:00:00,
三年煉一傘！台灣研發挑戰世界最細的晴雨傘！一把摺疊傘最理想的樣子就是【極工傘】,米塔培拉精品傘業有限公司,1853134,968,https://www.zeczec.com/projects/metabrella,"關於「一把摺疊傘最理想的樣子」。透過骨架機構的迴避設計，達到收折後世界第一細的特徵，同時保有晴雨傘最易被犧牲掉的傘面尺寸，並維持了傘應有的強韌程度。預期可賦予我們的產品-極工傘真正的輕巧易攜，且...,zeczec",38 天,2022/11/01 07:00 – 2023/02/09 23:59,2022/11/01 07:00:00,2023/02/09 23:59:00,
PICABOO 布咔寶學習餐具 | 兩段式直覺握把 | 寶貝自主用餐不卡卡,CYD TERRA 項晴實業有限公司,469080,1180,https://www.zeczec.com/projects/picaboo,"獨創兩段式握把設計，讓寶貝從初學自主用餐，到銜接筷子使用，讓每階段的挑戰都像是場輕鬆愉快的遊戲。,zeczec",29 天,2022/12/27 12:00 – 2023/01/31 23:59,2022/12/27 12:00:00,2023/01/31 23:59:00,✅
【VRTX】王者套件．超過200件訓練動作零侷限，採用獨家專利編織材質，安全耐拉扯、質感收納兼具的居家訓練組,VRTX,1150390,6499,https://www.zeczec.com/projects/vrtx-the-king-of-home-training,"來自美國的VRTX這次把最頂尖的居家訓練體驗帶來台灣了！扣環與各式套件的切換，只要一個背包大小的收納空間，就能讓你在家體驗超過200種以上訓練變化🔥,zeczec",4 天,2022/12/05 20:00 – 2023/01/06 23:59,2022/12/05 20:00:00,2023/01/06 23:59:00,
愛的四十八手！臉紅體位床遊——第一套藝術精品級情慾牌卡,臉紅紅,647604,1469,https://www.zeczec.com/projects/lhh48cards,"愛的 48 手，屬於你的體位床遊，這一次讓我們為了愉悅、為了美、為了享受而做，由你主動，做你想做。產品包含 48 張絕美體位牌卡＋一本指引圖鑑＋眼罩綁手絲滑兩用巾，按圖索驥，探索你的愉悅招式。,zeczec",33 天,2022/12/08 21:00 – 2023/02/04 23:59,2022/12/08 21:00:00,2023/02/04 23:59:00,
【22W磁吸式自帶線行動電源】墊高設計不卡鏡頭，相容MagSafe，雙向快充，自帶蘋果頭及Type-C頭一次滿足！,POLYBATT,927412,1248,https://www.zeczec.com/projects/POLYBATT_CAT,"15W無線充電＋22W有線！支援PD3.0、QC3.0、PPS，四用型充電搞定所有機型！可充1-2次～,zeczec",15 天,2022/11/01 20:00 – 2023/01/17 23:59,2022/11/01 20:00:00,2023/01/17 23:59:00,
流力衣 - 洩流速力，一秒排水,TrustRainwear,456890,1269,https://www.zeczec.com/projects/Fluid-mechanics-rainwear,"TrustRainwear 流力衣 – 以昔日聯考/基測滿分之物理知識，我們僅用一條拉鍊，做到了褲檔&大小腿處永不積水跟滲水，且穿脫速度 = 一件式、防水效果 = 兩件式雨衣 之最精簡 & 完美設計。,zeczec",16 天,2022/12/05 20:00 – 2023/01/18 23:59,2022/12/05 20:00:00,2023/01/18 23:59:00,
KAHO-FAMI 2周年紀念週邊募資,KAHO_FAMI,175134,69,https://www.zeczec.com/projects/kahofami-2nd-anniversary,"本企劃是由台灣Vtuber(Virtual YouTuber)社團勢—KAHO-FAMI 所發起之兩周年回饋商品企劃募資案。,zeczec",29 天,2022/12/15 20:00 – 2023/01/31 23:59,2022/12/15 20:00:00,2023/01/31 23:59:00,
【il modo小長夾】是日製手工真皮小長夾，也是職人的信念,STATUSY TAIWAN x 有設計,2661209,3560,https://www.zeczec.com/projects/ilmodo,"職人嚴選日本姬路高品質真皮皮革，歷經層層工序，將信念與期待融入手作，傾聽使用者的聲音，持續創新設計，盼能為使用者帶來幸福感，同時傳承製革傳統工藝,zeczec",29 天,2022/10/18 10:30 – 2023/01/31 23:59,2022/10/18 10:30:00,2023/01/31 23:59:00,
3ZeBra｜口紅小摩—迷你紓壓筋膜槍，史上最迷你筋膜槍，輕巧時尚、舒適有型,三隻斑馬 3ZeBra,455300,1680,https://www.zeczec.com/projects/minimassagegun,"輕巧、時尚，放鬆肌肉也可以這麼優雅！用最簡單的方式，達到深層的舒壓放鬆，釋放積累疲勞，給你最好的狀態！,zeczec",10 天,2022/12/01 12:00 – 2023/01/12 23:59,2022/12/01 12:00:00,2023/01/12 23:59:00,
寵物界最強頂極魚油｜舒壓、好眠、極致修護力｜此生不容錯過,嬌寵醫生,486472,802,https://www.zeczec.com/projects/proudpetfishoil,"寵物界第一款Omega3含量最高、第一款透過減壓、舒眠來達到身體最強修復力的最高品質魚油，全年齡、一輩子一劑滿足,zeczec",43 天,2022/12/15 09:00 – 2023/02/15 02:00,2022/12/15 09:00:00,2023/02/15 02:00:00,
【WATCH THE MUSIC】潮流智能音樂眼鏡 / 墨鏡 - 讓科技融入生活、從此釋放雙耳！,KlassiC. x AES x SOLOS,1167100,8500,https://www.zeczec.com/projects/klassic,"結合亞洲臉型鏡框、潮流時尚風格與最新智能科技，歷時兩年研發打造集聽歌通話與健康監測於一身，能自在配戴的整合性智慧音樂眼鏡 / 墨鏡！,zeczec",10 天,2022/11/15 21:00 – 2023/01/12 23:59,2022/11/15 21:00:00,2023/01/12 23:59:00,
無釦愛布棉｜全球第一片專利自黏布衛生棉 ∞ 有機棉，好環保、好固定、好清洗，適用各種褲型,和諧生活有機棉,602332,980,https://www.zeczec.com/projects/wego,"熱銷超過 10多萬片的愛布棉推出全新二代｜自黏無釦版！100%有機棉瞬吸乾爽 x 自黏耐用好固定 x 輕鬆洗淨，給您最天然透氣的貼身保護 ，無釦更自由，也照顧了地球,zeczec",16 天,2022/11/02 20:00 – 2023/01/18 23:59,2022/11/02 20:00:00,2023/01/18 23:59:00,
超簡單種植法！◣ nX20 植物營養液 ◥ 為植栽補充各種 關鍵營養，也有綠手指入門組～,1% nutrition,976960,990,https://www.zeczec.com/projects/nX20-1-percent-nutrition,"3000 名 園藝植栽專家使用經驗，辦公室、陽台、客廳室內植栽「天然萃取 × 新手老手」一起無痛轉職綠手指～,zeczec",38 天,2022/11/08 11:50 – 2023/02/09 23:59,2022/11/08 11:50:00,2023/02/09 23:59:00,
【集資延長 聯名解鎖】最低58折 男子內著革命｜機能內著 擺脫潮濕｜舒適・機能・延展・抑菌,Apartment.b 男子公寓,1728535,1769,https://www.zeczec.com/projects/apartmentb-underwear,"【上線14分鐘達標，6週破150萬】無重力內著，給您無重力般的舒適體驗｜使用Tactel® Nylon6.6 超細纖維｜美國 Sciessent® 銅銀離子 除臭技術｜創造時尚與機能兼具的新時代內著,zeczec",17 天,2022/11/10 11:00 – 2023/01/19 23:59,2022/11/10 11:00:00,2023/01/19 23:59:00,
𝗠𝗢𝗭𝗧𝗘𝗖𝗛® 喀喀螢幕燈｜全球首款×專利設計．折疊攜帶+無線使用．行動螢幕燈,MOZTECH 墨子科技,967920,1880,https://www.zeczec.com/projects/kakalight,"你的燈光維他命．折疊攜帶×無線使用，你的行動螢幕燈【無線摺疊喀喀螢幕燈】 專為外出族設計，輕輕一喀立即變身，KA！KA！剛好符合15吋筆電使用 ，支架採用懸掛式磁吸設置，一喀即用就是這麼so e...,zeczec",16 天,2022/10/17 12:00 – 2023/01/18 23:59,2022/10/17 12:00:00,2023/01/18 23:59:00,
Tent Acme 極.美.秒換面紙盒〖皮革低碳版〗| 瞬間成為美好的存在! ,TaG 創夏設計,1024336,1155,https://www.zeczec.com/projects/tent-2-0,"用極致的視覺藝術定義面紙盒，簡約弧線百搭沒有侷限。升級為低碳皮革面料的TentAcme 面紙盒以磁吸3秒更換的超直覺設計達到免組裝，即可秒速裝填與更換面紙。 優美弧度的簡約外型，為你生活提升質感...,zeczec",14 天,2022/11/01 12:00 – 2023/01/16 23:59,2022/11/01 12:00:00,2023/01/16 23:59:00,
《梗圖黃牌》最異想天開的圖文配對！迷因梗王就是你！,多重宙文創娛樂,1283690,1680,https://www.zeczec.com/projects/TW-MEME-Yellow-Cards,"最歡樂的派對桌遊《黃牌》推出全新商品，匯集台灣最熱門的各種迷因。如果配出太冷的梗可是會被發黃牌的喔！,zeczec",6 天,2022/11/07 20:00 – 2023/01/08 23:59,2022/11/07 20:00:00,2023/01/08 23:59:00,
【HuRuRu】咕嚕嚕 無線馬達寵物飲水機｜解決清潔難題，給你無線可能！,防御工事｜T-FENCE,800990,1080,https://www.zeczec.com/projects/hururu-pet-water-fountain,"換了寵物飲水機後，卻讓你多了更多難題嗎？HuRuRu給你全新選擇！磁感應供電原理，插頭免插拔好拿取！極簡結構無雜線，內部簡單好清洗！圖書館等級靜音， 45分貝好安靜！搭配小樹枝配件，一機兩用好划算！,zeczec",28 天,2022/11/22 11:30 – 2023/01/31 11:30,2022/11/22 11:30:00,2023/01/31 11:30:00,
【樹懶架】多功能懶到底手機平板支架│ 穩穩地支撐你的懶散 坐著、躺著、趴著， 隨處都可立,暮光設計,750280,1940,https://www.zeczec.com/projects/shu-lan-jia,"發懶無罪，耍廢當道！不管你要坐著、躺著、甚至趴著看手機，樹懶架都可以好好撐住你。 五段式高度、360度角度調整，正的、反的，你的各種耍廢姿勢，它都可以支撐，解放雙手，一起懶得理直氣壯！,zeczec",29 天,2022/11/28 21:00 – 2023/01/31 23:59,2022/11/28 21:00:00,2023/01/31 23:59:00,
SWANZ 魔法瓶｜首創防摔淨瓷保溫瓶,Swanz 天鵝瓷,534190,1440,https://www.zeczec.com/projects/swanzMbottle,"首創防摔淨瓷保溫瓶，內裏使用與新加坡科研局A*STAR一同研發的專利淨瓷層，耐用、易潔又輕盈，更不用擔心輕輕摔就有破裂的疑慮，750ml容量搭配高防漏杯蓋設計，讓您如何攜帶都超安心！,zeczec",16 天,2022/12/22 21:30 – 2023/01/19 03:00,2022/12/22 21:30:00,2023/01/19 03:00:00,
Light Disc | Solar 在太陽光下充滿電 ! 平時也可使用的防災用具,Light.Disc.Solar,14803,2218,https://www.zeczec.com/projects/lightdisc-solar,"當貼在窗戶上時，利用陽光自動地為內置電池充電，使其能夠為手機和USB等物品充電。在停電的情況下，會判斷周圍的明亮度，並且自動發光，使家人能夠安全地移動。,zeczec",49 天,2022/12/20 12:00 – 2023/02/20 23:59,2022/12/20 12:00:00,2023/02/20 23:59:00,
HAGURUMA｜ OPEN↔CLOSED切換自如，一個Move見證結構之美,HAGURUMA,37720,1880,https://www.zeczec.com/projects/haguruma-open-closed-move,"縱使工作忙得焦頭爛額，生活中的儀式感也不能少！每個人開啟一天的方式都不一樣，有的人從喝一口咖啡開始，有的人從吃美味早餐開始。從今天起，你可以從轉動HAGURUMA開啟美好的一天！,zeczec",39 天,2022/12/24 12:00 – 2023/02/10 23:59,2022/12/24 12:00:00,2023/02/10 23:59:00,
FOLIO 2.0植鞣短夾｜日本TIDY同源品牌，改版全新升級，16層大容量收納王者，靠卡感應設計！,TIDY ,461600,2150,https://www.zeczec.com/projects/folio-20,"日本皮夾募資銷售冠軍—TIDY同源品牌，短夾收納術王者，日本長期熱銷款「FOLIO植鞣短夾」2.0全新改版升級，16層大容量收納空間、快速靠卡感應、RFID防盜刷設計,zeczec",32 天,2022/12/21 10:30 – 2023/02/03 23:59,2022/12/21 10:30:00,2023/02/03 23:59:00,
毛孩的彩虹天堂｜汪喵與兔新春文創,毛孩的彩虹天堂,27560,600,https://www.zeczec.com/projects/ppd2023hpny,"你知道今年除夕是幾號嗎🤔？就在『01/21』！好快就要農曆年，年節小物準備好了嗎～？請和市議員形象春聯、保險水果年曆、百貨公司紅包Say Goodbye👋讓毛孩的彩虹天堂的毛孩新春小物理念，陪你...,zeczec",13 天,2022/12/23 20:00 – 2023/01/15 23:59,2022/12/23 20:00:00,2023/01/15 23:59:00,
LIGHTCITY 多功能防水鞋｜防水 x 抗汙 x 震動按摩休閒運動鞋,LIGHTCITY防水鞋,441355,2690,https://www.zeczec.com/projects/LIGHTCITY,"採用雙向奈米防水膜，實現動態防水 3 萬次不進水，橫跨水陸空，輕鬆應對各種複雜天氣，並且還有震動按摩，一分鐘 200 次物理震動，釋放腳底壓力，讓您越走越輕鬆！,zeczec",29 天,2022/12/09 12:00 – 2023/01/31 23:59,2022/12/09 12:00:00,2023/01/31 23:59:00,
《輕塔羅》給塔羅入門者的日本插畫塔羅,Tonarie,40506,699,https://www.zeczec.com/projects/yuruitarot,"日本設計師正式授權！適合塔羅入門者和輕鬆桌遊玩家的可愛塔羅牌組,zeczec",17 天,2022/12/15 12:00 – 2023/01/19 23:59,2022/12/15 12:00:00,2023/01/19 23:59:00,
【Back to Fashion 從心學穿搭】跟著一線品牌掌舵手，學會穿搭技巧，定義獨一無二的你！,Back to fashion 從心學穿搭,220000,3180,https://www.zeczec.com/projects/back-to-fashion,"我們正在籌備一套穿搭課程，從人性結合服裝商品的視角切入，深入淺出解析不同風格穿搭的可能性，讓每一位參與者從中獲得啟發，並找到屬於自己的獨特風格。,zeczec",22 天,2022/10/24 20:00 – 2023/01/24 23:59,2022/10/24 20:00:00,2023/01/24 23:59:00,
OCEANRICH X7 3 in 1旋轉手沖咖啡機 | 究極進化旗艦款，從手沖到飲用全包！ ,oceanrich.TW歐新力奇,30098,1188,https://www.zeczec.com/projects/oceanrich-x7,"萬能型咖啡機，從沖煮到飲用全包！ 簡單一機取代所有手沖器材，穩定旋轉出水掌握金杯法則，天天都有好滋味~藉由這個募資計畫，希望能讓大家輕鬆品嘗好咖啡。,zeczec",69 天,2022/12/26 12:00 – 2023/03/12 23:59,2022/12/26 12:00:00,2023/03/12 23:59:00,✅
【ZAI 無限鉛筆｜環保文具套組】一支可寫200萬字、108公里直線的筆，節省1000支傳統鉛筆木材,佐藤工務所,12594,998,https://www.zeczec.com/projects/pencil108km,"一支「半永久性」的自動鉛筆，結合美感設計，讓鉛筆超越鉛筆；不用削，不易被石墨弄髒，不易折斷，可換替芯。 非常適合送給重要的人和自己,zeczec",35 天,2022/12/20 12:00 – 2023/02/06 23:59,2022/12/20 12:00:00,2023/02/06 23:59:00,
720 x Life n Soul ME 音樂太陽眼鏡｜光學與藍牙跨界結合，新時代的視聽體驗！,Life n Soul x 720 armour,55150,3690,https://www.zeczec.com/projects/lifensoul-720-me,"全新開放式聆聽設計，搭配高解析度立體聲，可無線通話、聽音樂、觸控操作。專為亞洲人特製鏡框，高規格增豔鏡片，抗UV同時抗藍光，音樂眼鏡時尚又舒適一戴就上癮！,zeczec",39 天,2022/12/20 10:30 – 2023/02/10 23:59,2022/12/20 10:30:00,2023/02/10 23:59:00,
《未來導航｜做決策的工具》人類圖桌遊集資計畫,Repeat的人類圖計程車,292930,2180,https://www.zeczec.com/projects/repeat_hd_taxi,"這是全世界第一款以「人類圖」作為設計的桌遊，包括已經學過人類圖的人、剛開始接觸的新手，還是未來想要學習的朋友，都可以透過這套遊戲理解如何透過「類型策略與內在權威」來做出人生中的大小決定。,zeczec",30 天,2022/12/12 20:00 – 2023/02/02 02:00,2022/12/12 20:00:00,2023/02/02 02:00:00,
《男孩與他的太陽The Boy and His Sun》科普繪本出版計劃,程典(End Chung),47000,500,https://www.zeczec.com/projects/the-boy-and-his-sun,"本企劃藉由音樂專輯、戲劇與科普繪本的結合，從音樂與影像聚焦到文字故事與思辨，讓閱聽者能更了解精神疾病與當代社會的各項議題。,zeczec",18 天,2022/11/20 15:00 – 2023/01/20 23:59,2022/11/20 15:00:00,2023/01/20 23:59:00,
【Driver 戶外咖啡組】不限場域、形隨機能！,Driver,209850,2950,https://www.zeczec.com/projects/coffee_tea_set,"打破室內、外的那道牆，重新定義手作咖啡的使用場域，只要一個手提箱，隨時隨地享用美味的飲品。,zeczec",34 天,2022/12/20 17:00 – 2023/02/06 02:00,2022/12/20 17:00:00,2023/02/06 02:00:00,
暖心暖胃暖人生｜街友抗寒計畫,社團法人台灣樂知公益慈善協會,155250,2000,https://www.zeczec.com/projects/le-zhi,"「台灣樂知公益慈善協會」由一群實務工作者組成，在 2022年末發起「暖心暖胃暖人生｜街友抗寒計畫」，要借群眾之手伸向街頭，幫助無家可歸的人們重返社會、脫離無限循環的失重噩夢。,zeczec",13 天,2022/12/01 00:00 – 2023/01/15 23:59,2022/12/01 00:00:00,2023/01/15 23:59:00,
👰 HERMON喝夢| 快樂處方籤 2023祈願磚 | 新年強檔好運禮盒🎁 即刻沖泡 夢響成真 ！🎉,李天馨,20950,299,https://www.zeczec.com/projects/hermon,"HERMON大學橫跨設計、管理、醫學院，將各時期得勝的祝福，化為品牌的核心設計！用跨域所學，將茶磚融入中醫五行和祈願理念！設計出獨一無二的保佑祈願磚！,zeczec",29 天,2022/12/14 20:00 – 2023/01/31 23:00,2022/12/14 20:00:00,2023/01/31 23:00:00,
Chill防水機能車椅套 2代｜坐擁極致舒適的開車體驗，車椅的防水、快拆、機能衣！,AUTHENTICS,353420,3980,https://www.zeczec.com/projects/Chill2,"再次集結台灣紡織黑科技，打造最舒適Chill的乘車體驗！世界首創翻轉「頸枕、腰靠」的前座車椅套再進化＋全台唯一可分離的防水機能後座車椅套，省下清潔車椅的大量時間及金錢！,zeczec",17 天,2022/12/07 20:00 – 2023/01/20 02:00,2022/12/07 20:00:00,2023/01/20 02:00:00,
【 ATUBE｜真空管藍牙 soundbar 音響】你的第一台真空管音響！韓國復古設計，情感人聲！,Atube 台灣,1052280,3280,https://www.zeczec.com/projects/atube,"卓越的人聲表現 × 真空管清澈透亮音質 × 超乎想像的CP值,zeczec",50 天,2022/10/05 12:00 – 2023/02/22 02:00,2022/10/05 12:00:00,2023/02/22 02:00:00,
《台灣機車百態｜The Scooters of Taiwan 》英國插畫家 Tom Parker 筆下最逗趣的機車街景！,Tom Parker X 海吉工作室,927399,1350,https://www.zeczec.com/projects/taiwan-scooters-100,"去年進行《台北地圖》集資時，我把這些可愛的騎士們做成《台灣味》貼紙，沒想到收到大家熱烈迴響，於是開啟了這個《台灣機車百態》的計畫，完成了更多可愛小車車！,zeczec",13 天,2022/11/02 21:00 – 2023/01/15 23:59,2022/11/02 21:00:00,2023/01/15 23:59:00,
《人生舒適》感受呼吸的襪，穿上就能明白！越野、馬拉松等運動、辦公、居家模式自動切換，舒服減壓「平衡靜動襪」！,Leeds weather,115848,510,https://www.zeczec.com/projects/balancesocks,"一生必要擁有的襪子！一雙完美的腳減壓・超透氣運動襪，穿了舒暢不想脫下，各種高溫潮濕環境考驗也能安然處之、不悶臭。,zeczec",7 天,2022/12/08 20:00 – 2023/01/10 02:00,2022/12/08 20:00:00,2023/01/10 02:00:00,
淨瓶小熊｜PH9 不傷瓶-超鹼性萬用清潔錠 ，瓶器再髒再臭，10min一錠終結！,淨瓶小熊 Bolar Bear,594239,448,https://www.zeczec.com/projects/bolarbear,"泡完=洗完的懶人清潔神器，PH9鹼性發泡清潔微錠，只需15分鐘 高效、深層、全面清潔，不管是瓶器、餐具、環保吸管，淨瓶小熊 一錠搞定! ,zeczec",13 天,2022/10/19 09:00 – 2023/01/15 23:59,2022/10/19 09:00:00,2023/01/15 23:59:00,
【左撇子 x 杜力】超 Chill 聯名 小小一片就讓你萩到不行的巧克力 Chillcolate 萩克力,左大嚴選,173635,1560,https://www.zeczec.com/projects/x-chill-chillcolate,"全台首創，添加 Terpene 的放鬆巧克力！放鬆專家『左撇子』與巧克力專家『杜力』攜手合作，拯救被文明病纏身、天天壓力爆棚的各位！,zeczec",7 天,2022/11/02 21:00 – 2023/01/09 23:59,2022/11/02 21:00:00,2023/01/09 23:59:00,
【南部鐵器 OIGEN 及源鑄造 | 幸福鑄鐵燒系列-共3款】全日本設計及手工鍛造，為感情加溫的料理神器,OIGEN 及源鑄造,228033,9999,https://www.zeczec.com/projects/oigen-cookware,"從未有的鑄鐵鍋體驗！市場唯一，輕鬆切換居家、露營的各種烹飪需求。100% 鑄鐵打造，獨家專利無塗層「裸製技法」，無毒、不沾、耐刮、好清潔，170年日本職人經驗傳承，可用100年的品質保證,zeczec",13 天,2022/10/13 20:00 – 2023/01/15 23:59,2022/10/13 20:00:00,2023/01/15 23:59:00,
PUR寵物友善凝香樹｜100%純天然，為毛孩全手工製作的擴香蠟燭,PUR labo,242775,1790,https://www.zeczec.com/projects/pur,"為了心愛動物夥伴而生的安全純天然香氛蠟燭，寵愛毛孩的同時，也可以寵愛自己。,zeczec",4 天,2022/11/16 12:00 – 2023/01/06 23:59,2022/11/16 12:00:00,2023/01/06 23:59:00,
【台北時光機 - 臺北辦年貨】兒童繪本x文化桌遊,綠雷德創新,17960,250,https://www.zeczec.com/projects/GRV-LunarQ1,"綠雷德創新原創繪本，跟著繪本漫步去，在故事裡認識老臺北。可以選擇與小朋友共讀繪本，配合桌遊一起玩，看故事邊學邊玩！,zeczec",12 天,2022/11/18 20:00 – 2023/01/15 20:00,2022/11/18 20:00:00,2023/01/15 20:00:00,
浪我陪你走一程,《浪我陪你走一程》團隊,38861,100,https://www.zeczec.com/projects/BeThereforYou,"只希望毛小孩能夠三餐溫飽、過得開開心心，這是我們最大的心願。,zeczec",34 天,2022/12/05 00:00 – 2023/02/05 23:59,2022/12/05 00:00:00,2023/02/05 23:59:00,
十年磨一劍 - 御劍飛行・挑戰法國巴黎明日馬戲節！,笑炎舞者蔡宏毅,444256,500,https://www.zeczec.com/projects/titostsaicomingtrue,"我是蔡宏毅，一位劍舞、書法創作者，即將代表台灣前往世界最高殿堂 - 法國巴黎“明日馬戲節”比賽，需要募集旅費與訓練費，因此我以書法墨寶為禮，邀請您與我一同御劍飛行。,zeczec",4 天,2022/12/08 20:00 – 2023/01/07 02:00,2022/12/08 20:00:00,2023/01/07 02:00:00,
【 Ultra sonic｜超音波震動洗物機 第二代】每秒5萬次超音波震動，彈掉髒污、UVC深層殺菌,Ultra sonic ,544620,3680,https://www.zeczec.com/projects/ultrasonic2,"新型清洗神器「超音波震動洗物機」功能改良再進化！ 不只洗衣，洗水果、盤子、飾品通通都能一機搞定! 超微細泡泡碰撞污垢根源，髒污連根拔除！第二代增加獨家UVC紫外線燈，洗淨更升級！,zeczec",7 天,2022/12/15 12:00 – 2023/01/10 02:00,2022/12/15 12:00:00,2023/01/10 02:00:00,
【Wicked Egg｜智能互動寵物蛋】全球首款智能獎勵專屬陪訓師，最疼愛的毛孩交給最懂毛孩的它！,Wicked Lab TW,637560,1280,https://www.zeczec.com/projects/wickedegg,"Wicked Lab重磅企劃第二彈 — 以毛孩和奴才們的需求點出發，有別於傳統漏食器及訓練產品，首創可控互動獎勵時間設計，寓教於樂的專注度訓練，有毛孩的生活原來可以這麼輕鬆及快樂,zeczec",7 天,2022/11/25 12:00 – 2023/01/09 23:59,2022/11/25 12:00:00,2023/01/09 23:59:00,
CAHOLIM+ 小魟魚｜外帶杯提袋,DA工坊,107496,899,https://www.zeczec.com/projects/caholim,"CAHOLIM+ 小魟魚｜外帶杯提袋，讓你不再糾結的好提袋，外帶飲料更方便。提袋、杯套、杯墊三合一，專利設計，好用、好看、更好喝，體驗咖啡的口感美學。,zeczec",9 天,2022/12/08 12:00 – 2023/01/12 02:00,2022/12/08 12:00:00,2023/01/12 02:00:00,
好齡活茶禮 ｜全台唯一橘世代的花草茶，今年給爸媽最好的年節家禮,myherbstudio,57440,1490,https://www.zeczec.com/projects/elder-herbal-tea,"讓中醫師以傳承五千年的漢方及青農種植的友善花草果守護親愛的家人！以六款齡活漢方花草茶，呵護著曾經肩膀扛背我們的橘世代，走在幸福健康的道路上。,zeczec",13 天,2022/12/15 20:00 – 2023/01/15 23:59,2022/12/15 20:00:00,2023/01/15 23:59:00,
【VIVAWANG x 白沙屯媽祖鑾轎紀念燈】112年開運首選、頭旗化煞、勇軍護航、檀香引路、媽祖錢母坐鎮、轎頂獅有求必應、刺繡轎彩十足復刻鑾轎風采，點亮癸卯年前景光明 ⛩️ 百年香隨-粉紅超跑進家門！,VIVAWANG 香氛。居禮。時光,147106,2980,https://www.zeczec.com/projects/VIVAWANG,"致力文創力作，完美升級點燈、擴香、環保、安全、30天換一杯開運香燭、許願、祝福...等多種好處，白沙屯媽鑾轎紀念燈！ 「求好運」超值收藏，日常祈福不再遙遠，讓生活充滿幸福和諧、財運進家門！,zeczec",29 天,2022/11/15 15:00 – 2023/01/31 23:59,2022/11/15 15:00:00,2023/01/31 23:59:00,
EYE樂ETF｜陪視障音樂人走一段夢想的旅程,視障音樂基金會,95100,500,https://www.zeczec.com/projects/eye-etf,"「EYE樂」代表音樂無界限，視障者也能擁有音樂夢，「ETF」則是Education 教育、Tenderness 溫柔、Faith 信念，這3個字的縮寫。幫助視障者以音樂就學與就業。,zeczec",56 天,2022/11/01 12:00 – 2023/02/28 12:00,2022/11/01 12:00:00,2023/02/28 12:00:00,
日本募資累積破千萬，釋放雙手的負擔「SYANTO手機指環」低頭族的新革命 ，解放你的雙手和肩頸 🙌,Neo Choice(巧藝思有限公司),88420,690,https://www.zeczec.com/projects/syanto,"全新三種款式款式，設計再進化，讓手機變輕盈，每天使用超有感🖐️,zeczec",28 天,2022/12/01 20:00 – 2023/01/31 19:59,2022/12/01 20:00:00,2023/01/31 19:59:00,
