projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end,new_product
REO 大馬士革主廚刀｜天然紋路美感盡現！讓你刀刀精準俐落，縱橫天下料理！,Hard Crafts,1044196,3090,https://www.zeczec.com/projects/reo,"美國募資破800萬，千人秒殺，超高CP值，完美結合「歐日廚刀工藝」與「兩大頂級鋼材」的職人逸品主廚刀！,zeczec",9 天,2022/10/25 21:00 – 2022/12/14 02:00,2022/10/25 21:00:00,2022/12/14 02:00:00,
穿著走的百年青旅行 跨世代台日職人工藝 世界僅此一雙的友善再生藍履,CoBo Indigo,29688,2099,https://www.zeczec.com/projects/GASHOAOASA,"🙌海外成功集資百萬🙌京都染師夫婦 CoBo Indigo✗台灣八十年歴史合掌鞋職人家族 大稻埕小花園鞋莊，以社會歧視、時尚浪費、弱勢就業等議題攜手提案的次世代工藝x公益手工製作獨一無二的藍染合掌鞋。,zeczec",27 天,2022/11/30 16:00 – 2022/12/31 23:59,2022/11/30 16:00:00,2022/12/31 23:59:00,✅
《街上的哈瓦那》：遊走在褪色迷幻的古巴風景｜新書募資計畫,細腿男,122380,680,https://www.zeczec.com/projects/havana-viewfinder,"旅遊作家細腿男繼《里斯本，沒落的美感》後，再推出古巴哈瓦那的全新創作,zeczec",32 天,2022/11/29 20:00 – 2023/01/06 02:00,2022/11/29 20:00:00,2023/01/06 02:00:00,✅
【癒見真實自己 - 全球獨家能量印記覺察卡牌讓你擺脫失眠的夜晚，日日是好日】,久號｜永壽文教基金會,511181,1960,https://www.zeczec.com/projects/ninenine,"此套卡牌協助大家在生活中覺察自己真實的狀態，每張指引牌皆擁有完整療癒解方，透過獨家能量印記賦予卡牌支持性的療癒頻率，陪伴你度過每個低潮的時刻。募資金額將支持購買共療計畫- 療癒你的同時也一同療癒...,zeczec",3 天,2022/10/05 20:00 – 2022/12/07 23:59,2022/10/05 20:00:00,2022/12/07 23:59:00,
【HuRuRu】咕嚕嚕 無線馬達寵物飲水機｜解決清潔難題，給你無線可能！,防御工事｜T-FENCE,665130,1080,https://www.zeczec.com/projects/hururu-pet-water-fountain,"換了寵物飲水機後，卻讓你多了更多難題嗎？HuRuRu給你全新選擇！磁感應供電原理，插頭免插拔好拿取！極簡結構無雜線，內部簡單好清洗！圖書館等級靜音， 45分貝好安靜！搭配小樹枝配件，一機兩用好划算！,zeczec",57 天,2022/11/22 11:30 – 2023/01/31 11:30,2022/11/22 11:30:00,2023/01/31 11:30:00,
《own 一個人生活》｜一本陪你擁有自己的雜誌－第四、五期募資計畫,own一個人生活,105010,550,https://www.zeczec.com/projects/own2022,"漫長的人生旅途中，我們不斷試圖建立關係、找到歸屬，但愛人會過季，感情會過期，在偶有寒冬、時而放晴的日子裡，陪伴自己最久的人終究是自己。,zeczec",7 天,2022/10/31 20:00 – 2022/12/12 02:00,2022/10/31 20:00:00,2022/12/12 02:00:00,
【Back to Fashion 從心學穿搭】跟著一線品牌掌舵手，學會穿搭技巧，定義獨一無二的你！,Back to fashion 從心學穿搭,156700,2980,https://www.zeczec.com/projects/back-to-fashion,"我們正在籌備一套穿搭課程，從人性結合服裝商品的視角切入，深入淺出解析不同風格穿搭的可能性，讓每一位參與者從中獲得啟發，並找到屬於自己的獨特風格。,zeczec",20 天,2022/10/24 20:00 – 2022/12/24 23:59,2022/10/24 20:00:00,2022/12/24 23:59:00,
bitplay Wander Pack 全境旅行系列｜專為旅行設計的超輕量包袋，解決外出會遇到的永恆煩惱。,bitplay,761430,3080,https://www.zeczec.com/projects/bitplay-wander-pack,"專為旅行設計，採用專業戶外等級面料，超輕量 x 多隔層 x 防潑水， 出國旅行、戶外活動、每日通勤，背了就出發！,zeczec", 38 小時,2022/10/26 12:00 – 2022/12/06 23:59,2022/10/26 12:00:00,2022/12/06 23:59:00,
EVVR 世界上最小HomeKit魔塊｜50元硬幣大小｜超簡單改造燈具開關｜超早鳥抽HomePod Mini,EVVR Taiwan,487048,1599,https://www.zeczec.com/projects/evvr-homekit,"想打造兼具設計與美觀的智慧宅卻無從著手！？ 安裝設定困難/師傅不會拉中性線/害怕安裝後燈具鬼火閃爍！？ EVVR推出史上最小HomeKit魔塊，超簡單智慧改造你的家,zeczec",26 天,2022/11/22 21:00 – 2022/12/31 00:00,2022/11/22 21:00:00,2022/12/31 00:00:00,
台灣版絕美的「自然朝聖之路」，要向世界旅人發光｜【 2022 亞洲步道大會，在台灣】募資計畫,社團法人台灣千里步道協會,522997,351,https://www.zeczec.com/projects/ATC-2022,"動輒多天的長距離徒步，其實是一種與內心對話的方式。今年 12 月在台灣舉辦的「亞洲步道大會」，我們計劃向亞洲各國健行愛好者，揭曉台灣「長距離徒步」的絕美秘境。,zeczec",16 天,2022/10/20 00:00 – 2022/12/20 23:59,2022/10/20 00:00:00,2022/12/20 23:59:00,
〖 蠟筆小新熱壓吐司機 〗零失敗! 三分鐘療癒上桌♡ 高顏值小新×小白雙烤紋★陪你吃可愛長大,Norns,1475623,1690,https://www.zeczec.com/projects/norns,"日本官方授權 ‧ 全台首發 ♡《蠟筆小新：風起雲湧 光榮烤吐司之路》登場◆預購就送日式兩用收納袋◆省時省力一鍋到底★ 咖啡廳等級的吐司／鬆餅在家輕鬆做。一機在手，療癒無限、美味無窮,zeczec",16 天,2022/11/01 11:00 – 2022/12/20 23:59,2022/11/01 11:00:00,2022/12/20 23:59:00,
世界第二輕大傘『極度輕高爾夫』271g輕盈登場｜超抗風、防潑水｜雨傘王首創終身免費維修！,雨傘王,1072072,799,https://www.zeczec.com/projects/ultra_lightweight,"親子外出、開車族、高爾夫愛好者、三五好友，想拿出可遮擋所有人的直立大傘， 卻因為重量﹑花色、功能，寧願撐折傘自己淋雨也不願選擇長傘？就讓『極度輕高爾夫』打破刻板印象！ ,zeczec",11 天,2022/11/04 15:00 – 2022/12/15 23:59,2022/11/04 15:00:00,2022/12/15 23:59:00,
拎大杯｜大口徑錐形環保杯提袋｜杯子不夠巨大不要拎,HhL Design,64680,640,https://www.zeczec.com/projects/ling-bei-plus,"拎大杯是專為大口徑「環保杯」設計的提袋，傳承至今已銷售1.5萬個佳績的「拎杯」，除了擁有拎杯所有優點，更解決了使用大杯時的問題。,zeczec",37 天,2022/11/22 10:00 – 2023/01/11 02:00,2022/11/22 10:00:00,2023/01/11 02:00:00,
【Wicked Egg｜智能互動寵物蛋】全球首款集智能互動陪伴獎勵於一身的全方位專屬陪訓師，你最疼愛的毛孩，交給最懂毛孩的它！,Wicked Lab TW,278240,1280,https://www.zeczec.com/projects/wickedegg,"Wicked Lab重磅企劃第二彈 — 以毛孩和奴才們的需求點出發，有別於傳統漏食器及訓練產品，首創可控互動獎勵時間設計，寓教於樂的專注度訓練，有毛孩的生活原來可以這麼輕鬆及快樂,zeczec",36 天,2022/11/25 12:00 – 2023/01/09 23:59,2022/11/25 12:00:00,2023/01/09 23:59:00,
【il modo小長夾】是日製手工真皮小長夾，也是職人的信念,STATUSY TAIWAN x 有設計,2213745,3560,https://www.zeczec.com/projects/ilmodo,"職人嚴選日本姬路高品質真皮皮革，歷經層層工序，將信念與期待融入手作，傾聽使用者的聲音，持續創新設計，盼能為使用者帶來幸福感，同時傳承製革傳統工藝,zeczec",22 天,2022/10/18 10:30 – 2022/12/26 23:59,2022/10/18 10:30:00,2022/12/26 23:59:00,
桌遊 x 立體書 = 夢幻組合！《奇幻樹冒險物語》2022 最歡樂的一場冒險,迷走工作坊,1467237,2349,https://www.zeczec.com/projects/wonderbook,"《奇幻樹冒險物語》是一款原創的奇幻故事冒險遊戲。結合桌遊「豐富的遊戲機制」與立體書「創新的互動玩法」，易學好教十分鐘就能輕鬆上手，從 10 歲到 99 歲都能快速融入刺激的遊戲情境中！,zeczec",23 天,2022/09/20 12:00 – 2022/12/28 02:00,2022/09/20 12:00:00,2022/12/28 02:00:00,
▍Suzzi 雙芯護淨蓮蓬頭 ▍三重防護，打造純淨水，耗材減量愛護地球,Suzzi,796033,1950,https://www.zeczec.com/projects/suzzishower,"你在乎飲用水，是不是卻忽略了生活用水? 首支以""台灣水質""而設計的蓮蓬頭，只需從出水末端就可以簡易、快速、輕鬆改善水質。,zeczec",7 天,2022/10/20 12:00 – 2022/12/12 03:00,2022/10/20 12:00:00,2022/12/12 03:00:00,
【WATCH THE MUSIC】潮流智能音樂眼鏡 / 墨鏡 - 讓科技融入生活、從此釋放雙耳！,KlassiC. x AES x SOLOS,1133000,8500,https://www.zeczec.com/projects/klassic,"結合亞洲臉型鏡框、潮流時尚風格與最新智能科技，歷時兩年研發打造集聽歌通話與健康監測於一身，能自在配戴的整合性智慧音樂眼鏡 / 墨鏡！,zeczec",26 天,2022/11/15 21:00 – 2022/12/30 23:59,2022/11/15 21:00:00,2022/12/30 23:59:00,
Floral Calendar 2023 花植曆 | 來場與自然最溫暖的連結,光之花蒔,31650,790,https://www.zeczec.com/projects/floral-calendar-2023,"一本以油性粉彩繪製花卉植物的療癒曆。,zeczec",16 天,2022/11/17 12:00 – 2022/12/20 23:59,2022/11/17 12:00:00,2022/12/20 23:59:00,
翁鈺鈞首張個人專輯《欲嫁女人心》募資計劃,怡佳娛樂經紀股份有限公司,1538020,299,https://www.zeczec.com/projects/WengYuJun-Album,"一個懷著希望夢想而唱的女生，將要把過去所聚集的能量，全心注入首張個人全新創作專輯中，唱乎你聽！,zeczec",27 天,2022/09/23 20:00 – 2022/12/31 23:59,2022/09/23 20:00:00,2022/12/31 23:59:00,
PowerFun 動力趣｜72合一電動智慧積木組｜相容樂高，一起變身動感積木！,makerzoid x 有設計,1315290,2280,https://www.zeczec.com/projects/powerfun,"最超值的動感積木組合，能避障、感應物體及燈光、還能控制通電！ 72種造型、四大主題一次滿足，還可以與其他積木相容，讓家中原有積木全都跟著PowerFun一起變成動感積木！,zeczec",12 天,2022/10/18 10:30 – 2022/12/16 23:59,2022/10/18 10:30:00,2022/12/16 23:59:00,
【22W MAX磁吸式自帶線10000mAh】蘋果全系列不卡鏡頭，相容MagSafe，支援PD3.0、QC3.0、PPS，自帶蘋果頭及安卓頭一次滿足！,POLYBATT,796180,1248,https://www.zeczec.com/projects/POLYBATT_CAT,"15W無線充電＋22W有線！四用型充電搞定所有機型！可充1-2次，帶著來自貓的祝福迎接2023年,zeczec",29 天,2022/11/01 20:00 – 2023/01/03 08:00,2022/11/01 20:00:00,2023/01/03 08:00:00,
【VIVAWANG x 白沙屯媽祖鑾轎紀念燈】112年開運首選、頭旗化煞、勇軍護航、檀香引路、媽祖錢母坐鎮、轎頂獅有求必應、刺繡轎彩十足復刻鑾轎風采，點亮癸卯年前景光明 ⛩️ 百年香隨-粉紅超跑進家門！,VIVAWANG 香氛。居禮。時光,95292,2980,https://www.zeczec.com/projects/VIVAWANG,"致力文創力作，完美升級點燈、擴香、環保、安全、30天換一杯開運香燭、許願、祝福...等多種好處，白沙屯媽鑾轎紀念燈！ 「求好運」超值收藏，日常祈福不再遙遠，讓生活充滿幸福和諧、財運進家門！,zeczec",27 天,2022/11/15 15:00 – 2022/12/31 23:59,2022/11/15 15:00:00,2022/12/31 23:59:00,
【 ATUBE｜真空管藍牙 soundbar 音響】你的第一台真空管音響！韓國復古設計，情感人聲！,Atube 台灣,792320,3280,https://www.zeczec.com/projects/atube,"卓越的人聲表現 × 真空管清澈透亮音質 × 超乎想像的CP值,zeczec",26 天,2022/10/05 12:00 – 2022/12/31 02:00,2022/10/05 12:00:00,2022/12/31 02:00:00,
PUR寵物友善凝香樹｜100%純天然，為毛孩全手工製作的擴香蠟燭,PUR labo,162695,1690,https://www.zeczec.com/projects/pur,"為了心愛動物夥伴而生的安全純天然香氛蠟燭，寵愛毛孩的同時，也可以寵愛自己。,zeczec",33 天,2022/11/16 12:00 – 2023/01/06 23:59,2022/11/16 12:00:00,2023/01/06 23:59:00,
《台灣機車百態｜The Scooters of Taiwan 》英國插畫家 Tom Parker 筆下最逗趣的機車街景！,Tom Parker X 海吉工作室,724069,1350,https://www.zeczec.com/projects/taiwan-scooters-100,"去年進行《台北地圖》集資時，我把這些可愛的騎士們做成《台灣味》貼紙，沒想到收到大家熱烈迴響，於是開啟了這個《台灣機車百態》的計畫，完成了更多可愛小車車！,zeczec",16 天,2022/11/02 21:00 – 2022/12/20 23:59,2022/11/02 21:00:00,2022/12/20 23:59:00,
超簡單種植法！◣ nX20 植物營養液 ◥ 為植栽補充各種 關鍵營養，也有綠手指入門組～,1% nutrition,656370,980,https://www.zeczec.com/projects/nX20-1-percent-nutrition,"3000 名 園藝植栽專家使用經驗，辦公室、陽台、客廳室內植栽「天然萃取 × 新手老手」一起無痛轉職綠手指～,zeczec",9 天,2022/11/08 11:50 – 2022/12/14 02:00,2022/11/08 11:50:00,2022/12/14 02:00:00,
募資衝破百萬~2023年《365環球曆》每天帶你去環遊世界的日曆~好評延長｜今年耶誕送禮最佳禮物！,Fiona環遊世界,1156070,950,https://www.zeczec.com/projects/travel365,"一秒出國，環遊世界365天；文化體驗，輕鬆建立國際觀。環球旅人Fiona花費20年，精選全球77國+南極熱血製作。,zeczec",11 天,2022/09/26 20:00 – 2022/12/15 23:59,2022/09/26 20:00:00,2022/12/15 23:59:00,
Hello Studio 你好工作室《狐吉與星星》繪本出版計畫,你好藝思有限公司,282100,1250,https://www.zeczec.com/projects/hellostudio,"總是為了別人奔波的你，有多久沒有跟自己說聲「辛苦了」？ 這是一本關於「愛自己」的繪本。,zeczec",27 天,2022/11/15 20:00 – 2022/12/31 23:59,2022/11/15 20:00:00,2022/12/31 23:59:00,
Fuumas Puzzle 阿里山百年 SL-21 夏依式火車收藏紀念款模型 | 祝賀阿里山林業鐵路 & 夏依式火車 110 周年、3D 立體可動木質模型拼圖！,富馬樂創 X 有設計,1984145,1970,https://www.zeczec.com/projects/FuumasPuzzle-SL-21,"透過現代工藝、設計巧思，讓消費者以合理的價格，擁有「立體、可手動、著重細節」的DIY木質蒸汽機車拼圖！,zeczec",25 天,2022/11/16 10:30 – 2022/12/29 23:59,2022/11/16 10:30:00,2022/12/29 23:59:00,
"TAKE-COVER 拿蓋子 3｜❤ 鈦心杯❤ ｜99元冰霸杯升級""純鈦保溫杯""",TAKE-COVER TAIWAN,310049,999,https://www.zeczec.com/projects/take-cover3,"鈦心杯放入冰霸杯=超大容量純鈦內膽保溫杯,zeczec",26 天,2022/10/31 20:00 – 2022/12/31 19:59,2022/10/31 20:00:00,2022/12/31 19:59:00,
Studio Smoll 巧翻皮夾2.0｜流暢隨行，快意感應,StudioSmoll,653256,1510,https://www.zeczec.com/projects/revolve-wallet2,"使用義大利植鞣皮革，製程環保，化繁為簡滿足各種日常所需，簡約而細膩的陪伴我們每個外出時刻。,zeczec",18 天,2022/10/17 21:00 – 2022/12/22 23:59,2022/10/17 21:00:00,2022/12/22 23:59:00,
『SATTO～日本魔法設計皮夾』實現終極收納工藝， 全新定義 #極簡皮夾，招財又吸金 ✨,Neo Choice ,1865847,2100,https://www.zeczec.com/projects/satto,"採用日本栃木皮革，以最小尺寸為目標的迷你短夾，無需折疊即可放入和取出鈔票。,zeczec",6 天,2022/10/12 20:30 – 2022/12/10 23:59,2022/10/12 20:30:00,2022/12/10 23:59:00,
【台北時光機 - 臺北辦年貨】兒童繪本x文化桌遊,綠雷德創新,10580,250,https://www.zeczec.com/projects/GRV-LunarQ1,"綠雷德創新原創繪本，跟著繪本漫步去，在故事裡認識老臺北。可以選擇與小朋友共讀繪本，配合桌遊一起玩，看故事邊學邊玩！,zeczec",41 天,2022/11/18 20:00 – 2023/01/15 20:00,2022/11/18 20:00:00,2023/01/15 20:00:00,
星級料理中高階教學課程 附贈主廚食材箱,德廚集團,22200,2900,https://www.zeczec.com/projects/silkart_taste,"星級主廚技巧傳授不簡單的三色千層麵 學一道菜=學完十道菜，課程再贈送料理食材箱 冷藏運送到府,zeczec",30 天,2022/11/04 12:00 – 2023/01/04 02:00,2022/11/04 12:00:00,2023/01/04 02:00:00,
咱逗陣來社頭『鬆勢三日節』,鬆勢三日節,175531,511,https://www.zeczec.com/projects/sunsetfestival2022,"2020年一群在地青年「希望居住的地方變得更好」，以彰化縣社頭鄉的傳統產業出發，編織了一場來自地方的土直派對：鬆勢三日節。,zeczec",5 天,2022/10/25 11:00 – 2022/12/10 02:00,2022/10/25 11:00:00,2022/12/10 02:00:00,
淨瓶小熊｜PH9 不傷瓶-超鹼性萬用清潔錠 ，瓶器再髒再臭，10min一錠終結！,淨瓶小熊 Bolar Bear,402549,448,https://www.zeczec.com/projects/bolarbear,"泡完=洗完的懶人清潔神器，PH9鹼性發泡清潔微錠，只需15分鐘 高效、深層、全面清潔，不管是瓶器、餐具、環保吸管，淨瓶小熊 一錠搞定! ,zeczec",18 天,2022/10/19 09:00 – 2022/12/22 23:59,2022/10/19 09:00:00,2022/12/22 23:59:00,
LOGINHEART《迷你配方包》｜時尚科技，一秒支付，台灣製造．世界唯一支付科技真皮迷你包，與一卡通合作獨家限量發行,LOGINHEART,271430,2680,https://www.zeczec.com/projects/loginheart,"世界唯一支付科技真皮迷你包！台灣第一款可綁定姓名的專屬精品！小廢包小卻不廢，不僅可愛，專利科技讓它獨一無二、與眾不同。,zeczec",27 天,2022/11/03 12:00 – 2022/12/31 23:59,2022/11/03 12:00:00,2022/12/31 23:59:00,
《河流》身心靈療癒誌｜不只是一份紙本月刊，而是一個匯聚美好能量的療癒多媒體，一個共學共好的身心靈平台！這世界不需要再一本八卦雜誌、再一個八卦節目，但需要這樣一個愛的視角，懇請支持「河流心傳媒」！,《河流》身心靈療癒誌,494700,16800,https://www.zeczec.com/projects/river2021,"《河流．身心靈療癒誌》滿週歲了，感謝去年嘖嘖支持我們創刊，這一年來我們為大家做了好多！河流從誕生到努力長這麼大，真是個奇蹟！我們還有更多的愛和夢想等著實現，邀請您繼續跟著我們～走這條河流！,zeczec",11 天,2022/09/20 10:00 – 2022/12/15 23:59,2022/09/20 10:00:00,2022/12/15 23:59:00,
O'day 萬年行事桌曆｜少砍一棵樹，少些電子廢棄物；能少一點是一點。,Smilingoods 生活裡的笑容,122255,590,https://www.zeczec.com/projects/Oday-Note,"獲國家發明專利的 O'day創新設計，不是紙、不用電、循環再用，是桌曆、是行事曆，更是萬年曆；省荷包，還兼顧環保！,zeczec",20 天,2022/11/06 21:00 – 2022/12/24 23:59,2022/11/06 21:00:00,2022/12/24 23:59:00,
運動數據就在你眼前! 即時智能顯示給你全新騎乘感受：【ION SPORT 自行車智能顯示器】,ION SPORT,379461,3299,https://www.zeczec.com/projects/ion-sport,"ION sport 透過無線通訊與感測裝置與手機連接，就可即時監控的你的運動數據。The game is on 整裝待發，換我上場！,zeczec",16 天,2022/11/07 11:30 – 2022/12/21 02:00,2022/11/07 11:30:00,2022/12/21 02:00:00,
【𝑴𝑶𝑶𝑴𝑬𝑵𝑻 台製木時慕門2.0】MIT 後立式木門 / 松木門框 + 日本PP面材 / 完整安裝，全面升級！,木時選品-木時國際建材股份有限公司,273180,18800,https://www.zeczec.com/projects/moomentdoor2,"累積多年裝修經驗，再次推出升級含門框的『木時慕門』，完整SOP木門裝修流程，搭配全新升級的松木門框與日本PP面材，安心的MIT台灣製作 ，為家裡安上一樘好看的高品質木門！,zeczec",26 天,2022/11/01 11:00 – 2022/12/30 23:59,2022/11/01 11:00:00,2022/12/30 23:59:00,
蒔光曆 2023 【療癒插畫日曆】365篇花鳥古人精彩演出 x 遇見不一樣的美好旅行。,蒔光島嶼,128616,880,https://www.zeczec.com/projects/timeisland,"用藝術創意插畫解讀古詩詞 x 12位最具影響力人物生活智慧共享。,zeczec",25 天,2022/10/17 12:00 – 2022/12/29 23:59,2022/10/17 12:00:00,2022/12/29 23:59:00,
【2023清旅行手撕桌曆】網紅凡清親手製作｜ 365天日日旅行 橫跨50國 ｜ 伴你收藏一整年的美好,2023清旅行手撕桌曆,312433,680,https://www.zeczec.com/projects/cingtravel2023,"一起去旅遊吧！這本《2023清旅行手撕桌曆》是我親手製作的喔，當初答應仲仲要帶她去度假而製作的，遨遊50國風景美食，每日一句土味情話，365天日日充滿驚喜，各方面細節都超級注重，分享給各位,zeczec",16 天,2022/09/14 21:00 – 2022/12/20 23:59,2022/09/14 21:00:00,2022/12/20 23:59:00,
MPlus｜鎏金年代月曆‧歐陸人文的一年,MPlus,66565,850,https://www.zeczec.com/projects/mplus_calendar2023,"十二幅來自鎏金年代1870-1910的藝術作品，從巴黎書報的仕女時裝圖、古典植物繪、透明瓶器插畫，到充滿機器飛行幻想的明信片，轉化成一個完整的十二色相環，一組優美柔和的月曆，陪伴您度過色彩豐富、...,zeczec",7 天,2022/10/28 16:00 – 2022/12/11 23:59,2022/10/28 16:00:00,2022/12/11 23:59:00,
地表最療癒的環保吸管｜SICO小怪獸一路暢吸吸管杯袋組,SICO Lifestyle,154629,970,https://www.zeczec.com/projects/sicolifestylestraw,"SICO小怪獸站在辦公桌上療癒減塑一整天！醫療級的鉑金矽膠+316L醫療鋼完美結合，另有兩用杯袋/墊，文青三色可以選擇！,zeczec",11 天,2022/11/01 20:00 – 2022/12/15 23:59,2022/11/01 20:00:00,2022/12/15 23:59:00,
老屋創新生 X 鐵咖夢工房,小恬田十三間手作農坊,102300,500,https://www.zeczec.com/projects/Coffeehouse,"我們將60年鄉村老屋整理修繕，創建「鐵鍋台灣咖啡夢工房」實現細旅行沈浸式生活體驗，為彼此鼓舞為生命加熱！一間老屋 X 一咖鐵鍋 X 一杯咖啡 X 一份初心，承載並延續台灣鐵咖夢。,zeczec",27 天,2022/10/01 20:00 – 2022/12/31 23:59,2022/10/01 20:00:00,2022/12/31 23:59:00,
𝗠𝗢𝗭𝗧𝗘𝗖𝗛® 喀喀螢幕燈｜全球首款×專利設計．折疊攜帶+無線使用．行動螢幕燈,MOZTECH 墨子科技,809420,1880,https://www.zeczec.com/projects/kakalight,"你的燈光維他命．折疊攜帶×無線使用，你的行動螢幕燈【無線摺疊喀喀螢幕燈】 專為外出族設計，輕輕一喀立即變身，KA！KA！剛好符合15吋筆電使用 ，支架採用懸掛式磁吸設置，一喀即用就是這麼so e...,zeczec",18 天,2022/10/17 12:00 – 2022/12/22 23:59,2022/10/17 12:00:00,2022/12/22 23:59:00,
【南部鐵器 OIGEN 及源鑄造 | 幸福鑄鐵燒系列-共3款】全日本設計及手工鍛造，為感情加溫的料理神器,OIGEN 及源鑄造,220293,9999,https://www.zeczec.com/projects/oigen-cookware,"從未有的鑄鐵鍋體驗！市場唯一，輕鬆切換居家、露營的各種烹飪需求。100% 鑄鐵打造，獨家專利無塗層「裸製技法」，無毒、不沾、耐刮、好清潔，170年日本職人經驗傳承，可用100年的品質保證,zeczec",42 天,2022/10/13 20:00 – 2023/01/15 23:59,2022/10/13 20:00:00,2023/01/15 23:59:00,
Fun放展示台 | 辦公室空間增倍術x打造個人療癒小天地x創造職場好人緣,inlife studio,24797,1380,https://www.zeczec.com/projects/fun-level-up,"「一項產品、兩面使用、三種滿足」 使用18mm的實木製作，可依你的情境雙面使用，質感、收納、展示功能都能同時滿足的展示台，level up你的辦公桌!,zeczec",37 天,2022/11/16 12:00 – 2023/01/11 02:00,2022/11/16 12:00:00,2023/01/11 02:00:00,
海廢循環小漁包－海廢漁網循環再生計畫,中石化公司,84690,1199,https://www.zeczec.com/projects/thecircularproject,"海廢循環小漁包｜跳脫框架的廢棄漁網回收再製循環包｜廢棄漁網⨉綠色公益⨉循環再製,zeczec",16 天,2022/10/20 20:00 – 2022/12/20 23:59,2022/10/20 20:00:00,2022/12/20 23:59:00,
正老林（紅燒）羊肉爐 2022全新上市！重現記憶中老品牌道地熬煮的老味道！,正老林羊肉爐,42007,1199,https://www.zeczec.com/projects/Lamb-Hot-Pot,"全台第一家羊肉爐吃到飽連鎖店 - 正老林羊肉爐，2022年真空包全新上市。在家也能品嚐到記憶中老品牌道地熬煮的老味道！,zeczec",27 天,2022/11/07 20:00 – 2022/12/31 23:59,2022/11/07 20:00:00,2022/12/31 23:59:00,
【Dream of 2023】月曆 ｜一本你沒看過的超大型【著色本月曆】｜,HOHOENGINE 我是寶,184250,920,https://www.zeczec.com/projects/dream-of-2023,"這不只是月曆，它還是一本大型的的著色本！透過年輕藝術家Ethan Haha極具想像力的創意插畫，讓2023的每個月充滿驚喜，我們一起開始塗上屬於自己的顏色！,zeczec",12 天,2022/10/27 10:00 – 2022/12/16 23:59,2022/10/27 10:00:00,2022/12/16 23:59:00,
【LOTUS海洋流動畫瑜珈墊】是瑜珈墊也是藝術品，你的腳下就是一片海洋，讓各種色彩隨著心流創造動態的冥想,LotusFitness,25370,4200,https://www.zeczec.com/projects/flow-art-yoga-mat,"與「Mia的流動藝饗世界」藝術家王育慧Mia共同合作，將具有流動美感的海洋紋理烙印在瑜珈墊上，推出「藝術美感」與「止滑力」兼具的PU天然橡膠瑜珈墊與抑菌仿麂皮瑜珈舖巾。,zeczec",25 天,2022/11/15 12:00 – 2022/12/29 23:59,2022/11/15 12:00:00,2022/12/29 23:59:00,
整體美形 塑身背心　REI,臺灣體芽股份有限公司,78289,911,https://www.zeczec.com/projects/rei,"日本熱銷!!解決身體煩惱的救星!!　　　　　　　　　　　罩杯式駝背矯正内衣　　　　　　　　　　【整體美形 塑身背心REI】,zeczec",22 天,2022/11/07 12:00 – 2022/12/26 23:59,2022/11/07 12:00:00,2022/12/26 23:59:00,
喀。喀。客家青獅月曆,渦窩山塾有限公司,30110,590,https://www.zeczec.com/projects/kekegreenlion,"以清新可愛手繪風的月曆，重新呈現傳統客家青獅的豐富內涵及純樸的樣貌，傳遞一整年的祝福與美好。,zeczec",7 天,2022/11/11 16:00 – 2022/12/11 23:59,2022/11/11 16:00:00,2022/12/11 23:59:00,
調香師神作｜調酒、台茶8號【AMPM 旅行香水組 】by I-CHUN CHOU,鼻子星球,186980,1880,https://www.zeczec.com/projects/ampm-24-i-chun-chou,"由專業調香師所設計，AMPM一日旅行時光的氣味，是詮釋氣味最理想的方式。逆向調香只採用好聞的氣味分子，香水新手不用擔心帶給周遭「香害」，三款在任何時段都為你加分的香水，展現更多自信。,zeczec",6 天,2022/09/30 19:00 – 2022/12/10 23:59,2022/09/30 19:00:00,2022/12/10 23:59:00,
【Formosan Creatures 島嶼精靈 - 質感金屬車用擴香】開啟自然香氛旅程,Gdesign,181768,1280,https://www.zeczec.com/projects/formosan-creatures-CarDiffuser,"以四種保育類動物台灣藍鵲、石虎、虎鯨、櫻花鉤吻鮭為主角，融合圖像工藝設計、香氛調製、歌曲創作元素，創作出【島嶼精靈 - 動物圖騰擴香】系列，期待以視、嗅、觸與聽覺體驗記錄美麗的自然生態,zeczec",24 天,2022/08/31 20:00 – 2022/12/28 23:59,2022/08/31 20:00:00,2022/12/28 23:59:00,
人權辦桌 • 做伙來食飯,人權辦桌,171615,100,https://www.zeczec.com/projects/jin-kuan-pan-toh,"用一頓飯的時間，搭起「無家者」、「政治受難者」及「社會大眾」對話的平台，讓每個人都有權利訴說與被傾聽，也讓「人生而自由且平等」能夠獲得推廣。吃飽飯後才能繼續踏上漫漫人權路。,zeczec",11 天,2022/10/27 20:00 – 2022/12/16 02:00,2022/10/27 20:00:00,2022/12/16 02:00:00,
【左撇子 x 杜力】超 Chill 聯名 小小一片就讓你萩到不行的巧克力 Chillcolate 萩克力,左大嚴選,147255,1560,https://www.zeczec.com/projects/x-chill-chillcolate,"全台首創，添加 Terpene 的放鬆巧克力！放鬆專家『左撇子』與巧克力專家『杜力』攜手合作，拯救被文明病纏身、天天壓力爆棚的各位！,zeczec",11 天,2022/11/02 21:00 – 2022/12/15 23:59,2022/11/02 21:00:00,2022/12/15 23:59:00,
