集資項目,提案人,累積金額,產品單價,項目網址,項目規格,剩餘時間,集資期間(30天內開團的商品),集資開始,集資結束
質好日全植物生煎包 ｜ 零膽固醇的肉感美味快速上桌！享受蔬食，不必犧牲美食。,質 好日,1724240.0,640.0,https://www.zeczec.com/projects/goodday,"質好日使用全植物成分製作生煎包，首波推出冷凍生煎包，原味/剝皮辣椒/全素/五辛素口味，簡單加熱就能美味上桌！希望透過親民的美食小點，讓大眾體驗植物飲食的美好！,zeczec",24 天,2022/09/22 12:00 – 2022/11/10 03:00,2022-09-22 12:00:00,2022-11-10 03:00:00
【RYUU 快拆小包】優雅俐落，陪你流轉於都市之間,RYUU,1585641.0,1580.0,https://www.zeczec.com/projects/ryuu,"告別翻找，極速、便利、時尚，你唯一需要的隨身小包！,zeczec",19 天,2022/09/20 21:00 – 2022/11/05 02:00,2022-09-20 21:00:00,2022-11-05 02:00:00
Logitech【ZONE VIBE 100 無線藍牙耳機麥克風 & Brio 500 網路攝影機】輕奢玩美．質感辦公．,Logitech Taiwan,1584890.0,2590.0,https://www.zeczec.com/projects/logitech-PC,"品味拉滿！質感協作首選｜無論辦公或娛樂，都要你亮眼✨,zeczec",30 天,2022/10/12 12:00 – 2022/11/16 02:00,2022-10-12 12:00:00,2022-11-16 02:00:00
【木直牛勿】澐森之巔 再美一年 台灣山月曆,木直牛勿,1500461.0,950.0,https://www.zeczec.com/projects/plantpractice2022,"我們是「木直牛勿」，喜歡山林，也喜歡畫畫。​ 希望透過畫筆，將台灣山林之美帶入各位的生活中：）,zeczec",11 天,2022/09/27 11:30 – 2022/10/28 02:00,2022-09-27 11:30:00,2022-10-28 02:00:00
廚佛瑞德Fred｜三秒入魂川味麻辣燒醬｜就是我十年前，在四川一嚐入魂、難忘至今的頂級香氣和麻辣滋味！,廚佛瑞德 Fred,1393553.0,949.0,https://www.zeczec.com/projects/FredJam,"重現四川老師傅的手藝，把川菜經典的香、麻、辣徹底發揮。「三秒入魂川味麻辣燒醬」純手工熬煮、加入頂規食材，要把當年震撼我的味覺體驗分享給你。,zeczec",16 天,2022/09/22 20:00 – 2022/11/01 23:59,2022-09-22 20:00:00,2022-11-01 23:59:00
桌遊 x 立體書 = 夢幻組合！《奇幻樹冒險物語》2022 最歡樂的一場冒險,迷走工作坊,1317114.0,2349.0,https://www.zeczec.com/projects/wonderbook,"《奇幻樹冒險物語》是一款原創的奇幻故事冒險遊戲。結合桌遊「豐富的遊戲機制」與立體書「創新的互動玩法」，易學好教十分鐘就能輕鬆上手，從 10 歲到 99 歲都能快速融入刺激的遊戲情境中！,zeczec",8 天,2022/09/20 12:00 – 2022/10/25 02:00,2022-09-20 12:00:00,2022-10-25 02:00:00
2023 親子日曆｜解答你的親子難題，陪伴孩子創作世界,文案的美,1238850.0,999.0,https://www.zeczec.com/projects/parenting-calendar2023,"雙面可玩｜2-10 適用｜重覆使用｜全新主題，解答登場！為難解複雜的親子難題，提供指引方式，讓生活不再打結，安撫孩子每個為什麼，創造家庭溫馨互動的橋梁。,zeczec",10 天,2022/09/27 12:00 – 2022/10/26 23:59,2022-09-27 12:00:00,2022-10-26 23:59:00
《新蘇富比葡萄酒百科全書》｜葡萄酒界權威之作，發行 35 年首度推出中文版！,大石國際文化有限公司,1214143.0,4380.0,https://www.zeczec.com/projects/The-New-Sothebys-Wine-Encyclopedia,"《蘇富比葡萄酒百科全書》是WSET世界品酒師證照和CMS侍酒師考試的指定讀物，1988年由DK發行首版（480頁），改版後更名為《新蘇富比葡萄酒百科全書》，現在這本是2020年第六版，內容增加到...,zeczec",15 天,2022/09/19 20:00 – 2022/10/31 23:59,2022-09-19 20:00:00,2022-10-31 23:59:00
你愛喝酒 那你懂酒嗎？｜《醉的有理》2023酒醉日曆,下班族,1045164.0,849.0,https://www.zeczec.com/projects/jiuzuirili,"這是一本沒有要讓你2023清醒的日曆(*^_^*),zeczec",23 天,2022/09/20 21:00 – 2022/11/08 23:59,2022-09-20 21:00:00,2022-11-08 23:59:00
『SATTO～日本魔法設計皮夾』實現終極收納工藝， 全新定義 #極簡皮夾，招財又吸金 ✨,Neo Choice ,1042161.0,1840.0,https://www.zeczec.com/projects/satto,"採用日本栃木皮革，以最小尺寸為目標的迷你短夾，無需折疊即可放入和取出鈔票。,zeczec",55 天,2022/10/12 20:30 – 2022/12/10 23:59,2022-10-12 20:30:00,2022-12-10 23:59:00
《調香日曆》2023 曆刻聞香｜開啟調香日曆，走進叢林香氣,Xiabenhow下班隨手作,845654.0,899.0,https://www.zeczec.com/projects/thescentcalendar,"365天的調香配方結合日曆，搭配52種精油深入介紹，透過每日調香配方，找到屬於自己的隱形費洛蒙，城市生活的365天，走進山林間的叢林香氣,zeczec",16 天,2022/09/28 12:00 – 2022/11/02 02:00,2022-09-28 12:00:00,2022-11-02 02:00:00
KIMU DUO 融蠟燈｜給關不掉的嗅覺，美好且安心的儀式感日常。,KIMU,732350.0,2990.0,https://www.zeczec.com/projects/kimu-duo,"讓台灣燈具品牌 KIMU 打造比你更挑剔的香氛體驗。讓世界首創雙燈頭，立體你的五感，放大你的第六感。,zeczec",33 天,2022/10/06 11:00 – 2022/11/18 23:59,2022-10-06 11:00:00,2022-11-18 23:59:00
SPACEFOLD™ 時空折疊育兒包 | 三秒分層，一秒折疊，育兒/商務/生活一切包辦！,Dauson lab.,679220.0,3290.0,https://www.zeczec.com/projects/spacefold,"無需翻找，輕鬆取得全包物件，空間彈性極大化。機能防水，透氣減壓，為孩子、父母設計的萬用快取背包,zeczec",37 天,2022/10/07 12:00 – 2022/11/22 23:59,2022-10-07 12:00:00,2022-11-22 23:59:00
J'DOR 全天然兒童黏土 | 不沾黏、加水即可恢復柔軟、植物精油製作｜孩子聖誕節禮物首選｜幼兒安全無毒黏土｜用食材打造玩具 | ,倍格思有限公司,654424.0,550.0,https://www.zeczec.com/projects/jdor,"小孩聖誕節禮物 - 安全無毒兒童黏土 促進小肌肉發展訓練 ｜ 幼兒禮物首選 ｜天然無毒安全黏土！不沾黏、加水即可恢復柔軟！,zeczec",41 天,2022/09/30 21:00 – 2022/11/26 23:59,2022-09-30 21:00:00,2022-11-26 23:59:00
【全力揮擊】原創沉浸式棒球主題桌遊｜朋友聚會、親子時光、球迷競技都適合的經典收藏桌遊,【全力揮擊 ShowTime】,618321.0,1080.0,https://www.zeczec.com/projects/showtime,"馬上來場緊張刺激的棒球比賽！在冷氣房中享受在球場上揮汗的樂趣，體驗揮棒打擊的快感。變化多端的攻防事件與靈活的防守布陣，九局下半，等你來一棒炸裂，獲得最終的勝利。,zeczec",24 天,2022/09/29 20:00 – 2022/11/09 23:59,2022-09-29 20:00:00,2022-11-09 23:59:00
2023年《365環球曆》每天帶你去環遊世界的日曆,Fiona環遊世界,613514.0,890.0,https://www.zeczec.com/projects/travel365,"一秒出國，環遊世界365天；文化體驗，輕鬆建立國際觀。環球旅人Fiona花費20年，精選全球77國+南極熱血製作。,zeczec",46 天,2022/09/26 20:00 – 2022/12/01 23:59,2022-09-26 20:00:00,2022-12-01 23:59:00
職游 x 牌卡 = 運用內在三角形▲ 成為自己的職涯設計師！,職游,603967.0,4680.0,https://www.zeczec.com/projects/careercreator,"我們是「職游」，由職涯諮詢師組成的專業團隊，這次推出 3 套職涯探索牌卡與可無限回看的線上課程，希望大家能透過趣味的職涯探索牌卡，在多變的職場環境中，從探索認識自己的「內在 3 角形」開啟職涯規...,zeczec",16 天,2022/09/26 20:00 – 2022/11/01 23:59,2022-09-26 20:00:00,2022-11-01 23:59:00
