集資項目,提案人,累積金額,產品單價,項目網址,項目規格,剩餘時間,集資期間,集資開始,集資結束
SOUNDGIL CUBE Mini ｜劇院級真無線行動藍牙音響，高保真高音質高顏值，劇院級享受也能真無線！,SOUNDGIL,350000,4800,https://www.zeczec.com//projects/soundgil-cube-mini,"CUBE Mini是台灣品牌SOUNDGIL自主研發設計的真無線藍牙音響，多種輸入音源｜無線連接高保真雙聲道音質｜最新藍牙5.3｜20小時電池續航力｜多顆無線連接功能，家庭劇院也能帶著走!,zeczec",9 天,2022/06/06 20:00 – 2022/07/06 20:00,2022-06-06 20:00:00,2022-07-06 20:00:00
2022 大溪大禧正氣包｜裝進大溪全城的信仰正向力,大溪大禧,349661,1340,https://www.zeczec.com//projects/daxidaxi2022,"2022 大溪大禧推出正氣包，傳播關聖帝君的信仰與設計，推廣六廿四無形文化資產。,zeczec",19 天,2022/06/16 12:00 – 2022/07/15 23:59,2022-06-16 12:00:00,2022-07-15 23:59:00
CZUR Lens Pro極簡AI高拍儀｜讓剎那成為永恆，掃描你想要的一切~,CZUR ,308320,3880,https://www.zeczec.com//projects/czur-lens-pro-ai,"Lens Pro 解決拍攝、掃描盡在掌握中~,zeczec",4 天,2022/05/31 12:00 – 2022/06/30 23:59,2022-05-31 12:00:00,2022-06-30 23:59:00
【來自屏東的呼喚】－前進德國世界聯合學院－學費募資大作戰！！,林柏澔 Anthony,305000,500,https://www.zeczec.com//projects/uwcrbc-AL,"對貢獻臺灣社會抱有強烈使命感，幸運地獲得代表臺灣前往德國UWC學習的機會。我將勇於在實踐夢想的路途上奮戰，與來自世界各地的青年－在多元文化中，激盪出關懷周遭社會的正向行動力，欣賞世界的「美」。,zeczec",45 天,2022/06/14 15:30 – 2022/08/10 23:59,2022-06-14 15:30:00,2022-08-10 23:59:00
好棒UVC殺菌燈｜三秒「照」顧您的健康，殺菌消毒一把「照」,no worries 無憂選品,298867,1080,https://www.zeczec.com//projects/noworries,"我們將與病毒共存，消毒已成日常習慣，為何不選用更便利的消毒方式呢？好攜帶的好棒UVC殺菌燈，讓消毒不再成為負擔，一鍵快速殺菌，健康可以更簡單。,zeczec",28 天,2022/06/10 21:00 – 2022/07/25 02:00,2022-06-10 21:00:00,2022-07-25 02:00:00
【3ZeBra】Super Soda 氣泡水隨身杯 ✦ 186g超輕盈氣泡水機，讓你隨時享受暢爽的氣泡飲！,三隻斑馬 3ZeBra,247518,1199,https://www.zeczec.com//projects/supersoda,"SuperSoda！SuperFun！我們讓氣泡水機變成「隨身杯」，不挑時間不挑地點，轉一下！隨時隨地享用暢爽的氣泡飲。,zeczec",50 天,2022/06/21 12:00 – 2022/08/15 23:59,2022-06-21 12:00:00,2022-08-15 23:59:00
【神奇香氛呼運貓】宇宙最萌的呼運貓登陸地球 ✦ 不只香還要讓你發！,神奇香氛呼運貓,241113,1688,https://www.zeczec.com//projects/hooyuncat,"合金鑄造呼運貓 + 168錢幣香氛石 +古法調製呼運招財油，好運財運全都來！,zeczec",29 天,2022/06/09 20:00 – 2022/07/26 02:00,2022-06-09 20:00:00,2022-07-26 02:00:00
【ARCOPEDICO｜Easy fit足弓鞋】輕盈．環保．平衡緩衝，歐洲雙足弓支撐專利，舒服撐起你的全身重量,ARCOPEDICO 雅客足弓鞋,233440,2580,https://www.zeczec.com//projects/arcopedico,"近60年葡萄牙專業製鞋品牌，獨家雙足弓支撐專利，有效均衡足部壓力；高彈性針織鞋面，500g極輕量，適合任何腳型，享受前所未有的舒適感，專屬你的East Fit！,zeczec",26 天,2022/06/08 10:30 – 2022/07/22 23:59,2022-06-08 10:30:00,2022-07-22 23:59:00
第 20 屆臺灣同志遊行 - 「無．限．性」集資計畫,社團法人臺灣彩虹公民行動協會,230831,300,https://www.zeczec.com//projects/taiwanlgbtpride20,"臺灣同志遊行20歲了！除了每年10月底的盛大遊行外，將規劃系列活動邀請大家參與，目標讓更多人感受平權運動的推進，也獻給20年來為臺灣同志運動走上街頭的每個人。感謝有你們，讓改變成真。,zeczec",35 天,2022/06/10 11:00 – 2022/07/31 23:59,2022-06-10 11:00:00,2022-07-31 23:59:00
 { Yoga Mommy } 25張設計給媽咪們的瑜珈卡,Winny & Manting,201490,880,https://www.zeczec.com//projects/yoga-mommy-25,"一款獻給媽咪們的瑜珈卡，陪伴每個需要舒展放鬆的母親： 撥出片刻時間，透過瑜珈找回屬於自己的空間；也帶妳透過與寶寶的甜蜜互動，建立更深刻的母嬰連結。,zeczec",16 天,2022/06/01 20:00 – 2022/07/12 23:59,2022-06-01 20:00:00,2022-07-12 23:59:00
Brinno 零死角創意腳架｜顛覆傳統思維的攝影配件,邑錡股份有限公司,186200,1800,https://www.zeczec.com//projects/Brinno-acc1100,"工業級夾具實現天馬行空的腳架擺設，由上而下、從左至右，突破傳統腳架只能放在平面的限制，梁柱、窗戶，只要有立體物，你就能隨夾隨錄！,zeczec",35 天,2022/06/20 12:00 – 2022/07/31 23:59,2022-06-20 12:00:00,2022-07-31 23:59:00
RingStar超級箱の終極進化！挑戰市場最強承重840KG、容量加長！最理想的露營收納！,Masukawa.,156810,3580,https://www.zeczec.com//projects/ringstar2022,"只有RingStar能超越RingStar！日本超高人氣募資商品超級箱終極進化！集結了廣大露友建議打造的【進化超級箱】，承重、容量、堅固、強韌同時具備！,zeczec",24 天,2022/06/01 12:00 – 2022/07/21 02:00,2022-06-01 12:00:00,2022-07-21 02:00:00
香風淨涼晴雨傘｜全球首發｜榮獲發明專利｜清淨X涼風X香氛X遮陽｜陽傘四合一 晴雨兩用 全新革命 (男女適用),美而耐(MEI&NAI),146291,1320,https://www.zeczec.com//projects/MEIandNAI-fragrant-fresh-cool,"為悶熱天氣研發，結合空氣清淨、涼爽風口、持久香氛、遮陽遮雨，所有困擾一次解決，優雅、舒適一手帶著走，美而耐陪你度過每個晴雨天！,zeczec",35 天,2022/06/15 21:00 – 2022/08/01 02:00,2022-06-15 21:00:00,2022-08-01 02:00:00
STEAM創新智力開發玩具 -《用電動積木升級版玩出 80 種有趣的動力組合》,悅讀名品出版有限公司,135213,870,https://www.zeczec.com//projects/steam-80,"本書從最基礎的動力傳送(齒輪、皮帶)與簡單機械(槓桿、輪軸、滑輪)等方 面出發，升級為 80 種遊戲組裝，並提供了詳細的 3D 立體搭建步驟軟體，讓孩子們自己動手，從 STEAM 的實驗中更加理...,zeczec",24 天,2022/06/02 21:00 – 2022/07/20 23:59,2022-06-02 21:00:00,2022-07-20 23:59:00
調位包 | 四階段調整型護脊書包 | 調調路上 YOU & ME 說好有我伴你一起長大！,UnMe 專業護脊書包,126935,2880,https://www.zeczec.com//projects/UnMe2022,"調整型護脊書包，讓書包完美符合孩子的身高身形！就讓我們一起陪伴孩子的成長之路！,zeczec",15 天,2022/06/01 21:00 – 2022/07/11 23:59,2022-06-01 21:00:00,2022-07-11 23:59:00
幸福盒子 打開全家人心腦健康密碼 | 市場唯一穿戴式 專利聲光音腦波保健儀,藍海潛能,121780,14800,https://www.zeczec.com//projects/happydna,"以腦波科技為基礎，專利聲光音腦波調頻技術，針對現代人失眠、焦慮憂鬱、過動專注力不集中等心身問題，透過腦波調頻加以改善,zeczec",35 天,2022/06/21 10:00 – 2022/07/31 23:59,2022-06-21 10:00:00,2022-07-31 23:59:00
