有了這個，讓你有車也有房！TOYOTA Sienta 7人座平整化車床套件，車泊露營旅行輕鬆上手！ (僅限7人座適用),https://www.zeczec.com/projects/toyota-sienta7,連宥森,https://www.zeczec.com/users/lienyusen,0%,NT$0,"目標 NT$1,000,000",0,49 天,2022/03/27 20:00 – 2022/05/15 23:59,2022/03/27 20:00:00,2022/05/15 23:59:00
【TAKENAKA | 帶著走的時尚便當盒】| SUKITTO系列 日本製可微波分隔保鮮盒 | 生活に溶け込み、日常を楽しむ,https://www.zeczec.com/projects/takenaka-sukitto,好拾物,https://www.zeczec.com/users/forever-taipei,0%,NT$0,"目標 NT$50,000",0,24 天,2022/03/25 12:00 – 2022/04/21 02:00,2022/03/25 12:00:00,2022/04/21 02:00:00
『露燈出上』華麗現身 | 可吹氣/磁吸/吊掛/折疊 創意LED 露營燈 夜燈,https://www.zeczec.com/projects/igoshop-led,i創意,https://www.zeczec.com/users/cai-zhao-fu,2%,"NT$4,649","目標 NT$200,000",6,28 天,2022/03/24 21:00 – 2022/04/24 23:59,2022/03/24 21:00:00,2022/04/24 23:59:00
《極M!鏟屎車》組合式盒玩｜身為合格的鏟屎官，必須要擁有的『酷東西』,https://www.zeczec.com/projects/ultra-tiger-toys,Ultra-Tiger Toys,https://www.zeczec.com/users/Ultra_Tiger_Toys,237%,"NT$118,695","目標 NT$50,000",36,39 天,2022/03/24 20:00 – 2022/05/06 02:00,2022/03/24 20:00:00,2022/05/06 02:00:00
JY水滴杯架｜極簡環保愛生活｜1杯2杯3杯4杯，一提就OK！,https://www.zeczec.com/projects/jycupholder,玨對會縈,https://www.zeczec.com/users/jy-cupholder,80%,"NT$8,035","目標 NT$10,000",9,64 天,2022/03/24 20:00 – 2022/05/30 23:59,2022/03/24 20:00:00,2022/05/30 23:59:00
Chiline泫音 HitPods Boost真無線藍牙音響 | 來一場說走就走的音樂之旅,https://www.zeczec.com/projects/chiline-hitpods-boost,Chiline泫音,https://www.zeczec.com/users/chiline,120%,"NT$72,356","目標 NT$60,000",13,12 天,2022/03/24 11:00 – 2022/04/08 23:59,2022/03/24 11:00:00,2022/04/08 23:59:00
燕麥抹醬新體驗｜穀卡卡瑞士主廚研發｜可塗抹的燕麥脆片,https://www.zeczec.com/projects/granolagaga-granolabutter,Granola Gaga 穀卡卡工作室,https://www.zeczec.com/users/granolagaga,42%,"NT$21,020","目標 NT$50,000",35,41 天,2022/03/24 11:00 – 2022/05/07 23:59,2022/03/24 11:00:00,2022/05/07 23:59:00
夢多 大谷主水 2022夢想盃｜健身健美夢想殿堂，打造完美健康生活！,https://www.zeczec.com/projects/mondo-dreamcup-2022,夢想盃執行委員會,https://www.zeczec.com/users/feng-xi-chuan,28%,"NT$169,166","目標 NT$600,000",31,34 天,2022/03/23 22:00 – 2022/04/30 23:59,2022/03/23 22:00:00,2022/04/30 23:59:00
【 Decode 異次元後背包 】 自由解構空間、彈性分層收納​的創新超強機能包！,https://www.zeczec.com/projects/decode,NIID,https://www.zeczec.com/users/NIID,"3,086%","NT$1,543,095","目標 NT$50,000",516,23 天,2022/03/23 21:00 – 2022/04/19 23:59,2022/03/23 21:00:00,2022/04/19 23:59:00
2022 閱讀島中央 週三讀書會｜現場與線上講座同步啟動,https://www.zeczec.com/projects/cbs_wed_reading_s3,財團法人上善人文基金會中央書局,https://www.zeczec.com/users/centralbook1927,848%,"NT$848,400","目標 NT$100,000",227,57 天,2022/03/23 21:00 – 2022/05/23 23:59,2022/03/23 21:00:00,2022/05/23 23:59:00
LINE FRIENDS YODA 寶貝好食兜 ｜3D設計食物不漏接，收納迅速，MIT好安心,https://www.zeczec.com/projects/yoda-linefriends,閱德科技有限公司,https://www.zeczec.com/users/yue-de-ke-ji-you-xian-gong-si,281%,"NT$281,661","目標 NT$100,000",199,47 天,2022/03/23 20:00 – 2022/05/13 23:59,2022/03/23 20:00:00,2022/05/13 23:59:00
全台首發 📣 樂扣樂扣｜微笑騎士不鏽鋼隨行杯｜可提可掛不怕漏，莫蘭迪質感配色，讓你隨時享受喝飲料樂趣 ! ,https://www.zeczec.com/projects/locknlocktw,台灣樂扣樂扣,https://www.zeczec.com/users/LocknLockTaiwan,"1,189%","NT$1,189,452","目標 NT$100,000",1003,37 天,2022/03/23 12:00 – 2022/05/03 23:59,2022/03/23 12:00:00,2022/05/03 23:59:00
【TRAMONTINA | NYGMA】巴西製黑武士料理刀具組！遊走在刀鋒上的美味，一刀切斷/保留鮮味，羽量級刀具登場！,https://www.zeczec.com/projects/tramontina-nygma,TRAMONTINA x noboda,https://www.zeczec.com/users/tramontina-nygma,77%,"NT$77,680","目標 NT$100,000",37,54 天,2022/03/22 21:00 – 2022/05/21 02:00,2022/03/22 21:00:00,2022/05/21 02:00:00
【 SAMSUNG｜Smart Monitor M7 】三星首款全方位智慧聯網螢幕，全新 43 吋放大你的視界，4K UHD 超高解析度！拓展螢幕的無線可能！,https://www.zeczec.com/projects/SAMSUNG-M7,samsung,https://www.zeczec.com/users/samsung,"4,557%","NT$4,557,101","目標 NT$100,000",229,21 天,2022/03/22 12:00 – 2022/04/18 02:00,2022/03/22 12:00:00,2022/04/18 02:00:00
邏輯解謎｜密室逃脫桌遊 破解古老的秘密,https://www.zeczec.com/projects/escapewelt-puzzle-tw,Amodas,https://www.zeczec.com/users/amodas,417%,"NT$417,700","目標 NT$100,000",126,33 天,2022/03/22 12:00 – 2022/04/30 02:00,2022/03/22 12:00:00,2022/04/30 02:00:00
【源興牛飼育計畫】- 來募台灣人的和牛，自己和牛自己養 ! ,https://www.zeczec.com/projects/Tw-Ag-Mou,群眾自造,https://www.zeczec.com/users/Tw-Ag-Mou,313%,"NT$3,136,683","目標 NT$1,000,000",759,44 天,2022/03/22 11:00 – 2022/05/10 23:59,2022/03/22 11:00:00,2022/05/10 23:59:00
