projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period
月動褲｜吸血長褲＆吸血短褲，超大吸血面積 x 一件抵三件 x 專利反摺邊防漏工法，超越所有衛生棉，讓月亮褲®解放你的經期 Body！,谷慕慕 GoMoond,666028.0,2991.0,https://www.zeczec.com/projects/GoMoond,"台灣第一件吸血內褲品牌 - 月亮褲®推出的最新力作，「內外褲一體式設計」的吸血長褲＆吸血短褲，讓每個有月經的人，在經期也能更安心自在活動！,zeczec",36 天,2022/11/08 20:00 – 2022/12/20 02:00
❝ 𝘿𝙤𝙪𝙗𝙡𝙚 𝘽𝙤𝙭 蒸氣微波保鮮盒 ❞ 保鮮 - 料理 - 上桌，一步到位！,LiFE RiCH 富川創造,10828366.0,2950.0,https://www.zeczec.com/projects/double-box,"LiFE RiCH 富川創造全新力作！延續「可微波不鏽鋼」專利結構，結合獨家「蒸氣微波」技術，並升級氣密防漏、防燙隔熱、三款容量設計，讓保鮮、料理、上桌，一步到位！,zeczec", 39 小時,2022/09/21 12:00 – 2022/11/15 23:59
最後倒數決不延長 🚨 ANAN 智能雙氣墊塑腿科技 | 懶人瘦腿首選 | 很輕 很軟 很好穿 僅僅只是標配 | 一雙顛覆傳統 不可思議的小白鞋,anan385895,1886986.0,980.0,https://www.zeczec.com/projects/anan," 長庚護士的最愛 │ 每走一步 ⏩ 就在塑腿 │ 瘦腿 防靜脈曲張 久站腳痛 一鞋搞定 !!,zeczec", 39 小時,2022/08/25 12:00 – 2022/11/15 23:59
GUARDAMPER 尬 顛 簸【 銀刃 】搖式挾持 4D 專業抗震手機架｜精緻工藝 × 便利快取 × 絕對抗震,尢口設計,6651946.0,2488.0,https://www.zeczec.com/projects/guardamper,"GUARDAMPER 尬顛簸 【 銀刃 】專利抗震 × 單手快取 × 精巧鋼骨｜台灣設計、製造，最值得你擁有的車用精品。,zeczec",54 天,2022/09/13 12:00 – 2023/01/06 23:59
【2022 德國 iDventure 全新益智密室逃脫遊戲盒 】魔法 vs 科學 | 史詩級的對決！挑戰你的大腦極限！,Amodas,1248420.0,3280.0,https://www.zeczec.com/projects/cluebox-v-s,"我們把實境密室逃脫縮小了，德國iDventure全新設計，在工程力學、謎語巧思及材料運用上的突破，不靠運氣全憑你的邏輯智慧！,zeczec", 17 小時,2022/08/30 11:32 – 2022/11/15 02:00
【 xTool D1 Pro 20W 雷雕機 】王者歸來！歡迎來到頂規 20W 二極體雷射新世界⚡,Makeblock,5456960.0,43980.0,https://www.zeczec.com/projects/xtool-d1-pro-20w,"✨ 加倍快｜加倍強｜加倍準。硬實力，就是我的超能力！ 熱愛創作的你是否就差一台功率更強、創意不受限的雷雕機呢？,zeczec",24 天,2022/11/03 12:00 – 2022/12/08 02:00
眠豆沙 | 今天開始搶著睡沙發的台灣製手工沙發,眠豆腐,16457580.0,35990.0,https://www.zeczec.com/projects/sleepytofu-sofa,"為了你寶貴的療癒時光，眠豆腐決定打造一款沙發，拿出所有獨家秘方，回歸沙發的核心機能：好坐又好躺。我們稱它——眠豆沙！,zeczec", 39 小時,2022/09/27 20:00 – 2022/11/15 23:59
【 that 想想鍋｜超早鳥優惠 11.11 強勢回歸】超越傳統電鍋的智能電鍋，星級料理隨時上桌！,that,2033250.0,10900.0,https://www.zeczec.com/projects/that-ih-pressure-ricepot,"\\ 超早鳥優惠 11.11 強勢回歸 // that 想想鍋具備 #IH環繞加熱 #類真空鑄鐵鍋蓋 #無油舒肥料理 等黑科技，兼具效率、節能、美學，讓您優雅享用健康美食，為生活增添美好！,zeczec",25 天,2022/10/25 20:30 – 2022/12/09 02:00
【WondaMop｜免換水淨水拖把組】污水淨化 × 淨水循環 × 細菌濾淨 × 免倒換水 × 極致乾淨 ✨超超早鳥優惠🔥雙11緊急加開，把握最後機會！,富商國際股份有限公司,4082232.0,1380.0,https://www.zeczec.com/projects/wondamop,"2000年來拖把的全新革命：讓人""嘖嘖稱奇""的拖把! 拖地居然可以不用換水，2.5公升拖地水...居然可以重覆使用如此清澈！ 『從此拖地免換水』＃超濾淨＃真乾淨,zeczec",29 天,2022/10/25 12:00 – 2022/12/13 02:00
,,,,https://www.zeczec.com/projects/reo,,,
,,,,https://www.zeczec.com/projects/plantpractice2022,,,
,,,,https://www.zeczec.com/projects/dosuncg135,,,
,,,,https://www.zeczec.com/projects/lovingfamily,,,
,,,,https://www.zeczec.com/projects/norns,,,
,,,,https://www.zeczec.com/projects/kimu-duo,,,
,,,,https://www.zeczec.com/projects/mufu-v20s,,,
,,,,https://www.zeczec.com/projects/merry-young-x,,,
,,,,https://www.zeczec.com/projects/apolnus,,,
『韓國PILMOA長效冰霸杯』同系列保溫杯韓國熱銷超過150萬個 🔥 獲4.6顆星高評價​ ✨,Neo Choice ,297930.0,1690.0,https://www.zeczec.com/projects/pilmoa,"１、２公升大容量​，最長保冷48小時，保溫24小時!​ 讓你從早到晚，保持最一開始的溫度！​好的冰霸杯，一個就夠👍 台灣獨家首賣!,zeczec",17 天,2022/09/22 20:30 – 2022/11/30 23:59
質好日全植物生煎包 ｜ 零膽固醇的肉感美味快速上桌！享受蔬食，不必犧牲美食。,質 好日,2203191.0,640.0,https://www.zeczec.com/projects/goodday,"質好日使用全植物成分製作生煎包，首波推出冷凍生煎包，原味/剝皮辣椒/全素/五辛素口味，簡單加熱就能美味上桌！希望透過親民的美食小點，讓大眾體驗植物飲食的美好！,zeczec",17 天,2022/09/22 12:00 – 2022/11/30 23:59
廚佛瑞德Fred｜三秒入魂川味麻辣燒醬｜就是我十年前，在四川一嚐入魂、難忘至今的頂級香氣和麻辣滋味！,廚佛瑞德 Fred,1983897.0,999.0,https://www.zeczec.com/projects/FredJam,"重現四川老師傅的手藝，把川菜經典的香、麻、辣徹底發揮。「三秒入魂川味麻辣燒醬」純手工熬煮、加入頂規食材，要把當年震撼我的味覺體驗分享給你。,zeczec",3 天,2022/09/22 20:00 – 2022/11/16 23:59
《新蘇富比葡萄酒百科全書》｜葡萄酒界權威之作，發行 35 年首度推出中文版！,國家地理,2522808.0,4380.0,https://www.zeczec.com/projects/The-New-Sothebys-Wine-Encyclopedia,"《蘇富比葡萄酒百科全書》是WSET世界品酒師證照和CMS侍酒師考試的指定讀物，1988年由DK發行首版（480頁），改版後更名為《新蘇富比葡萄酒百科全書》，現在這本是2020年第六版，內容增加到...,zeczec",17 天,2022/09/19 20:00 – 2022/11/30 23:59
Logitech 特獻果粉😍台灣限定注音鍵盤【 Rugged Combo 3｜iPad 鍵盤保護殼 】&【 Crayon｜iPad 數位筆 】&【 KEYS-TO-GO｜輕巧藍牙鍵盤 】,Logitech Taiwan,3895910.0,1590.0,https://www.zeczec.com/projects/logitech-edu,"適用於 Apple 系列！耐用、抗摔，好清潔！,zeczec",17 天,2022/08/23 12:00 – 2022/11/30 23:59
