【全球首創】台灣好神卡｜你也可以為自己點亮人生的方向,https://www.zeczec.com/projects/taiwan_hao_shen,SunRose豪豪,https://www.zeczec.com/users/a84052262005,675%,"NT$675,275","目標 NT$100,000",460,26 天,2022/02/14 18:00 – 2022/04/15 23:59
好睏枕【讓你好好睏】脖子的溫柔靠山，釋放你的壓力與電力｜一夜好眠不是夢,https://www.zeczec.com/projects/deepsleeper,純粹。眠,https://www.zeczec.com/users/deepsleeper,"1,263%","NT$1,263,290","目標 NT$100,000",448, 16 小時,2021/12/23 21:00 – 2022/03/22 02:00
台灣女子狀態攝影所 | 一場採集台灣女子的攝影實驗，捕捉各式人物的故事,https://www.zeczec.com/projects/nuzi-sketchbook-taiwan,boven,https://www.zeczec.com/users/boven,48%,"NT$24,020","目標 NT$50,000",27,26 天,2022/02/25 21:00 – 2022/04/15 23:59
Sealito T2 無線∞輕巧真空保鮮機｜一鍵真空封口，鎖住新鮮美味！,https://www.zeczec.com/projects/sealito-t2,Sealito Taiwan,https://www.zeczec.com/users/sealito-taiwan,"2,322%","NT$2,322,725","目標 NT$100,000",1043,36 天,2022/03/15 21:00 – 2022/04/26 02:00
【充電救星｜Smart Badge】一款帶充電線功能的證件套，讓你的辦公生活更有效率！,https://www.zeczec.com/projects/lexfun-SmartBadge,LEXFUN,https://www.zeczec.com/users/LEXFUN,150%,"NT$150,040","目標 NT$100,000",160, 38 小時,2022/02/17 21:00 – 2022/03/22 23:59
𝙋𝙊𝙒𝙀𝙍 𝙂𝙐𝘼𝙍𝘿 嗶嗶延長線｜偵測電流，守衛你的居家用電安全,https://www.zeczec.com/projects/elevonBEEPBEEP,Elevon,https://www.zeczec.com/users/Elevon_w,"4,451%","NT$4,451,885","目標 NT$100,000",1814,18 天,2022/02/16 21:00 – 2022/04/08 02:00
送一座「科普書庫」到偏鄉教室！ 每個孩子都該擁有｢我的書｣,https://www.zeczec.com/projects/newtonkids2022,Newtonkids新小牛頓,https://www.zeczec.com/users/newtonkids,183%,"NT$183,050","目標 NT$100,000",53,35 天,2022/03/17 20:00 – 2022/04/25 18:59
Smio.V 美妍小 V ✦ 4 in 1 溫冷緊緻按摩儀，在家就能享受的頂級 SPA 舒壓保養！,https://www.zeczec.com/projects/lisscode-smio-v,lisscode,https://www.zeczec.com/users/lisscode1,"4,200%","NT$4,200,841","目標 NT$100,000",1854,22 天,2022/03/08 12:00 – 2022/04/11 23:59
【阿嬤養的怪獸】療癒力十足的肥嫩嫩公仔開放認養,https://www.zeczec.com/projects/jayrockartist,飛躍文創,https://www.zeczec.com/users/jm4,"1,193%","NT$2,387,435","目標 NT$200,000",1906,5 天,2021/11/16 21:00 – 2022/03/26 02:00
拾財小樹｜台灣特有玉紋石打造，2022年陪你拾財又招財！,https://www.zeczec.com/projects/verde,Verde Taiwan,https://www.zeczec.com/users/verdemarble,590%,"NT$590,344","目標 NT$100,000",237,10 天,2021/12/29 20:00 – 2022/03/30 23:59
挺農全植冰淇淋｜留下即將消逝的果樹，讓世界認識鳳梨釋迦,https://www.zeczec.com/projects/supportingatemoya,台東鹿野合作社,https://www.zeczec.com/users/iprefercrowdfunding,17%,"NT$176,818","目標 NT$1,000,000",112,50 天,2022/03/09 20:00 – 2022/05/10 21:59
 超輕 無金屬臭味！專利純鈦安全加工技術！🐳 800ml/650ml純鈦鯨魚冰霸杯，兩種選擇 | 升級你的飲料杯，早鳥倒數ing,https://www.zeczec.com/projects/tikobo_titanium-whale-tumbler,TiKOBO 鈦工坊,https://www.zeczec.com/users/TiKOBO,"3,871%","NT$3,871,120","目標 NT$100,000",1332,11 天,2022/02/25 21:00 – 2022/03/31 23:59
【 凜系列 / 0° collection 】重啟 80 年代經典腕錶，首創雙向配戴設計,https://www.zeczec.com/projects/collection-0,∴商人藝術家∵,https://www.zeczec.com/users/aib-j,44%,"NT$268,230","目標 NT$600,000",61,28 天,2022/02/18 12:00 – 2022/04/18 12:00
【 Revopoint POP 2｜攜帶式 3D 全彩高精度掃描儀 】0.05mm 高精度升級，個人化逆向掃描建模王者再革新！,https://www.zeczec.com/projects/revopoint-pop-2,Revopoint 3D Taiwan,https://www.zeczec.com/users/revopoint-3d-taiwan,"4,545%","NT$4,545,854","目標 NT$100,000",401,37 天,2022/03/16 12:00 – 2022/04/27 02:00
加倍「罩」你！3Zebra雙層氣壓按摩眼罩｜不只是眼罩，前所未有的深度眼周按摩體驗！,https://www.zeczec.com/projects/EYE3zebra,三隻斑馬 3ZeBra,https://www.zeczec.com/users/threeZeBra,"4,531%","NT$2,265,848","目標 NT$50,000",942,26 天,2022/02/15 12:00 – 2022/04/15 23:59
 【 Philips | 智慧溫控過濾飲水機 ADD5980 】搭載 Micro X-Clean 多重過濾系統、5 秒瞬熱、8°C 冰水、2 年保固！,https://www.zeczec.com/projects/philips-water,Philips,https://www.zeczec.com/users/philips-water,"10,034%","NT$10,034,468","目標 NT$100,000",1311, 40 小時,2022/02/15 12:00 – 2022/03/23 02:00
InPure 蒸舒壺｜一壺抵五台－結合電火鍋、快煮壺、舒肥機、優格機的自煮神器！自煮，讓生活更養生健康！,https://www.zeczec.com/projects/sufupot,Inpure,https://www.zeczec.com/users/lnPure,"1,312%","NT$656,390","目標 NT$50,000",240,11 天,2022/02/22 21:00 – 2022/03/31 23:59
【HANLIN鑽石智能語音家電遙控器】人人動口不動手！冷氣/電視/音響/風扇/掃地機器人/機頂盒/小夜燈/空氣清淨機,https://www.zeczec.com/projects/smarthanlin,漢電科技生活,https://www.zeczec.com/users/hanelectric,457%,"NT$228,626","目標 NT$50,000",134,26 天,2022/03/15 12:00 – 2022/04/15 23:59
【常益敏 ALLEMUNE 調整體質益生菌】專為各種敏弱不舒服而研發的最佳益生菌,https://www.zeczec.com/projects/allemune,安儷爾,https://www.zeczec.com/users/ALLEMUNE,805%,"NT$241,740","目標 NT$30,000",49,4 天,2022/02/10 12:00 – 2022/03/25 02:00
倒數 3 天・絕不延長 ⏰ basiiK 微生自律循環洗護系列｜專為亞洲人髮膚打造 頭皮淨化調理新對策,https://www.zeczec.com/projects/basiik,Kevin老師,https://www.zeczec.com/users/le-fu-li,"2,412%","NT$2,412,371","目標 NT$100,000",1140,3 天,2022/02/17 12:00 – 2022/03/23 23:59
