集資項目,提案人,累積金額,產品單價,項目網址,項目規格,剩餘時間,集資期間,集資開始,集資結束
韓國 HYUNDAI 捲捲地板｜輕輕一滾，DIY居家改造超easy！吸震隔音、軟底設計，寵物嬰兒都安心！,韓國 Hyundai 現代科技家居,1119580,2280,https://www.zeczec.com//projects/hyundai-rolling-floor,"韓國 HYUNDAI 最新「捲捲地板」，不僅擁有舒適腳感，更能吸震隔音，九大功能輕鬆幫您解決家裡傳統地板的問題，最重要的是：自己鋪5坪地板只要1小時，租屋族也能輕鬆上手！,zeczec",27 天,2022/05/05 12:00 – 2022/06/19 02:00,2022-05-05 12:00:00,2022-06-19 02:00:00
新革命、新生活！新一代DIKE濾淨瞬熱式飲水機｜通用所有市售濾芯、3L大容量,DoubleLife,985170,3090,https://www.zeczec.com//projects/DIKE_HCE100,"再也不用被品牌綁架了！想喝什麼口感，就依需求隨心選擇濾芯！內托零滲漏設計，360無死角過濾淨化；6段水溫、4段水量，你家中的神助手！,zeczec",4 天,2022/04/26 12:00 – 2022/05/26 23:59,2022-04-26 12:00:00,2022-05-26 23:59:00
地表最強！PHILIPS行動KTV｜你與歌神的距離，就在這支麥克風！,DoubleLife,943560,3590,https://www.zeczec.com//projects/PHILIPS_KTV,"地表最強行動KTV，顛覆你的想像！海量歌單、演唱會Hi-Fi等級晶片、一鍵消音、快充歡唱...現在就丟掉你家塵封已久的K歌神器吧！,zeczec",23 天,2022/05/09 12:00 – 2022/06/14 23:59,2022-05-09 12:00:00,2022-06-14 23:59:00
 The Marglobel 麥哲倫地球儀｜一起重回大航海時代 創造屬於您的冒險故事,質木模型,924775,1950,https://www.zeczec.com//projects/marglobel,"麥哲倫地球儀，以麥哲倫航行全球為設計概念，USB馬達電動自轉，3D展示海洋分布和陸地結構，不只是有趣的桌上擺飾，也是精緻的科學教材，707個零件，絕對能讓您感受DIY組裝的樂趣。,zeczec",30 天,2022/05/04 21:00 – 2022/06/22 02:00,2022-05-04 21:00:00,2022-06-22 02:00:00
【 Phigolf 2｜高爾夫訓練器 】全新設計登場，手感再升級！一次入園價，給你無限制的高爾夫體驗！隨時隨地，即刻揮桿！,Phigolf 高爾夫訓練器,911915,4899,https://www.zeczec.com//projects/phigolf-2,"透過 9G 超輕量感測器，精準分析您的 6 大指標；支援 3 大超夯高爾夫 APP、親臨世界各大知名球場。讓你不再擔心球場預約問題，也不用看天氣臉色，疫情期間也可以在家與球友組隊線上揮桿！,zeczec",22 天,2022/05/18 20:00 – 2022/06/13 23:59,2022-05-18 20:00:00,2022-06-13 23:59:00
SANSUI極勁正負離子高速吹風機｜日本最美．極輕設計，速乾與柔順最強結合！挑戰市面最好吹的全方位吹風機,Jyiteh,837560,3980,https://www.zeczec.com//projects/sansuidryer,"【極勁正負離子高速吹風機】旗艦吹速6大提升，台灣全新登場！「航空級 DC 無刷馬達動力 + 2000萬正負離子除靜電降噪」 第一款以虎口量身設計最佳握感，只要 3 分鐘，輕盈吹出最集中的柔順風感。,zeczec",26 天,2022/05/16 20:00 – 2022/06/17 23:59,2022-05-16 20:00:00,2022-06-17 23:59:00
amadana 極簡卡式爐 | 俐落外型 x 小巧便攜，好好生活先從好好吃飯開始,amadana Taiwan,806594,4990,https://www.zeczec.com//projects/amadana,"100% 日本設計製造，僅 1.5 Kg 告別傳統笨重憨厚卡式爐形象，全鋁鑄機身搭配十字型鍋架，從咖啡到輕食通通沒問題！,zeczec",25 天,2022/04/26 20:00 – 2022/06/16 23:59,2022-04-26 20:00:00,2022-06-16 23:59:00
GOTRAL木顆粒野營爐 | 露營輕鬆又環保，給您戶外廚房全新體驗！,GOTRAL,718090,3900,https://www.zeczec.com//projects/GOTRAL,"顛覆野炊標準的新型態，戶外料理裝備不是只有瓦斯爐！GOTRAL 木顆粒野營爐來了！生火方便，快速駕馭，100%天然再生燃料，輕鬆搭配各種鍋具，煎煮燉烤樣樣搞定！讓您開心又安心！,zeczec",29 天,2022/05/10 11:00 – 2022/06/20 23:59,2022-05-10 11:00:00,2022-06-20 23:59:00
MagFlött 磁吸立架 | 一秒讓你的 iPad 「飄」起來，你的 iPad 就是 iMac！,Magflott Taiwan,558865,2890,https://www.zeczec.com//projects/magflott,"專為 iPad Pro & iPad Air 而生的簡約支架，全金屬切割、360° 旋轉與 180° 翻轉，讓手中的 iPad 更能成為全方位生產工具，與肩頸痠痛說 bye bye！,zeczec",34 天,2022/05/12 11:15 – 2022/06/25 23:59,2022-05-12 11:15:00,2022-06-25 23:59:00
【CyberPower 4 in 1 多功能無線充電座】減法生活，一機搞定！,CyberPower,461695,990,https://www.zeczec.com//projects/cyberpower-4-in-1-desk-top-charger,"專為台灣用戶打造的 4 in 1 多功能充電座，整合無線快充板 x AC插孔 x USB-C x USB-A， 多裝置充電一次到位！,zeczec",39 天,2022/05/17 12:00 – 2022/06/30 23:59,2022-05-17 12:00:00,2022-06-30 23:59:00
 【Cleer CRESCENT 🌙 新月高級智慧無線藍牙音響】8項國際大獎！限量快速到貨 🔥 支援Hi-res高保真音質、3種聆聽模式、Google語音助理，旗艦級的智能家居，磅礡登場！,Cleer,295200,32800,https://www.zeczec.com//projects/Cleer-CRESCENT,"擁有8顆中高音、2顆重低音喇叭的Cleer新月智慧藍芽音響，讓您在家就能擁有影院級別的聽覺饗宴！,zeczec",19 天,2022/04/26 10:30 – 2022/06/10 23:59,2022-04-26 10:30:00,2022-06-10 23:59:00
鐵人運動員哲睿推薦的聲波極限衝鋒襪｜360°環狀防護✕太空氣墊吸震✕極乾爽技術 最耐衝耐操的運動助攻！,藍盾騎士 Lendan Knight,191825,1000,https://www.zeczec.com//projects/ldknight123,"駕馭所有運動的聲波極限衝鋒襪，五項登峰制霸功能，最強抗震舒緩、乾爽舒適、耐磨耐操等職業級感受，讓您運動時衝鋒前線，足下安心無『味』！,zeczec",35 天,2022/05/05 20:00 – 2022/06/26 23:59,2022-05-05 20:00:00,2022-06-26 23:59:00
老派浪漫｜美國ION Audio 3合1復古箱式黑膠唱機 × AM/FM 收音機【TRIO LP neo】｜黑膠文藝復興 串起世代共鳴,桃子良品,191719,3580,https://www.zeczec.com//projects/TRIOLPneo,"黑膠唱片近年襲捲音樂圈，不管是老歌星的唱片經典復刻，或是新一代歌手跟進黑膠熱潮；做為一個音樂愛好者，擁有實體唱片的浪漫，是串流音樂所無法取代的。 ​ ​ 桃子良品獨家代理的美國音樂設備大廠...,zeczec",26 天,2022/05/18 12:00 – 2022/06/18 02:00,2022-05-18 12:00:00,2022-06-18 02:00:00
一鍵啟動，幫你90天自動真空保鮮，日本智慧真空器專家「Cielob 」 ,Neo Choice ,185010,1480,https://www.zeczec.com//projects/cielob,"「更新鮮」「更方便」「更健康」 Cielob 採用最新自動真空技術，最高45kpa真空度! “抗氧+防腐+智慧收納” 保持食材長久新鮮，讓烹飪料理變得更美味更有趣。,zeczec",39 天,2022/05/03 21:00 – 2022/07/01 11:00,2022-05-03 21:00:00,2022-07-01 11:00:00
超級食物纖萃飲 | 新纖美學 • 原生源起 | 高效萃取技術 #TIAC4 TECH™ 完整保留羽衣甘藍營養,原生源起,175131,1650,https://www.zeczec.com//projects/YUANSEN_YUANCHI,"你的送禮最佳選擇。每一口都是頂級纖維，真實蔬菜打造的質感生活！ 獨創非水溶性膳食纖維保健飲品，由專業醫學團隊研發，用最天然的食物，給你最純淨的美味。,zeczec",39 天,2022/05/01 12:00 – 2022/06/30 23:59,2022-05-01 12:00:00,2022-06-30 23:59:00
一起支持遲緩兒媽媽 ► 贊助一本童書！讓偏鄉遲緩兒能從小開始，透過閱讀進行治療,一起夢想,160548,100,https://www.zeczec.com//projects/rortaiwan-510,"這個母親節：贊助募集 300 本童書，送入 300 個弱勢家庭，陪超過 300 個孩子一起說故事。透過閱讀，能提早發現遲緩兒徵兆，讓他們有機會追上其他孩子的腳步！,zeczec",9 天,2022/05/01 00:00 – 2022/05/31 23:59,2022-05-01 00:00:00,2022-05-31 23:59:00
【OIVIO FIT ｜都市防水鞋】簡約百搭新姿態，梅雨季救星 🌟 給你真防水,Oivio Fit,138640,2480,https://www.zeczec.com//projects/oivio-fit,"集 時尚、防滑、防水、透氣、環保 於一身，以簡約的概念設計靈活百搭的款式，什麼樣的場合和活動都合適！OIVIO FIT 為您提供最適合台灣梅雨氣候、行走時最舒適自在的感受。,zeczec",32 天,2022/05/17 12:00 – 2022/06/24 02:00,2022-05-17 12:00:00,2022-06-24 02:00:00
wesmile 為您呈上最高品質的『 PARIS LUXURY 巴黎奢華系列 美顏超音波AI智能電動牙刷洗臉機 』，一機在手，滿足您口腔與臉部清潔所有需求。,躍杰股份有限公司,103880,3290,https://www.zeczec.com//projects/wesmile-paris-luxury,"wesmile 刷牙 洗臉 一機搞定！最高品質的電動牙刷洗臉機！,zeczec",29 天,2022/05/06 00:00 – 2022/06/20 23:59,2022-05-06 00:00:00,2022-06-20 23:59:00
