projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period
HoldU 懶人沙發椅｜是懶骨頭，更是床墊 ＆ 支撐沙發！一椅三用大革新，Hold Your Life！,WM台客嚴選,4094399.0,3690.0,https://www.zeczec.com/projects/holdu,"360 度沉浸包覆，享受懶骨頭帶來的放鬆，加上台灣製的支撐設計，包覆兼具支撐，怎麼坐都舒適，讓一椅適用多種生活情境，一張顛覆你想像的懶人沙發，不只是懶骨頭，也是支撐沙發，更是單人沙發床！,zeczec",22 天,2022/09/20 12:00 – 2022/11/28 23:59
Logitech 特獻果粉😍台灣限定注音鍵盤【 Rugged Combo 3｜iPad 鍵盤保護殼 】&【 Crayon｜iPad 數位筆 】&【 KEYS-TO-GO｜輕巧藍牙鍵盤 】,Logitech Taiwan,3883170.0,1590.0,https://www.zeczec.com/projects/logitech-edu,"適用於 Apple 系列！耐用、抗摔，好清潔！,zeczec",24 天,2022/08/23 12:00 – 2022/11/30 23:59
MUFU V20S ｜雙鏡頭機車行車記錄器｜超大電量連續錄影長達7.5小時｜即扣即錄免按鍵使用很簡單,MUFU,2016141.0,2890.0,https://www.zeczec.com/projects/mufu-v20s,"機車行車記錄器使用可以很簡單，MUFU推出一款男女老少都能使用的機車行車紀錄器，行車記錄簡單搞定！,zeczec",24 天,2022/10/26 11:00 – 2022/12/01 02:00
【Back to Fashion 從心學穿搭】跟著一線品牌掌舵手，學會穿搭技巧，定義獨一無二的你！,Back to fashion 從心學穿搭,97840.0,2980.0,https://www.zeczec.com/projects/back-to-fashion,"我們正在籌備一套穿搭課程，從人性結合服裝商品的視角切入，深入淺出解析不同風格穿搭的可能性，讓每一位參與者從中獲得啟發，並找到屬於自己的獨特風格。,zeczec",48 天,2022/10/24 20:00 – 2022/12/24 23:59
【全力揮擊】原創沉浸式棒球主題桌遊｜朋友聚會、親子時光、球迷競技都適合的經典收藏桌遊,【全力揮擊 ShowTime】,678701.0,1080.0,https://www.zeczec.com/projects/showtime,"馬上來場緊張刺激的棒球比賽！在冷氣房中享受在球場上揮汗的樂趣，體驗揮棒打擊的快感。變化多端的攻防事件與靈活的防守布陣，九局下半，等你來一棒炸裂，獲得最終的勝利。,zeczec",3 天,2022/09/29 20:00 – 2022/11/09 23:59
2023 明想正念日曆 Bit By Bit Calendar｜用日復一日的美好・切換內心的開關,dxpresso,824245.0,820.0,https://www.zeczec.com/projects/dxpresso-bit-by-bit-calendar,"給初學者的正念日曆，透過365天明想每日提醒 + 每日療癒圖形，讓大腦進入短暫的正念狀態、消除眼睛疲勞，陪你一點一滴的累積，一天比一天進步！,zeczec",22 天,2022/09/16 12:00 – 2022/11/28 23:59
《歲月靈光｜國家地理2023年攝影日曆》 透過黃框，開啟通往世界的窗口,國家地理,548700.0,1180.0,https://www.zeczec.com/projects/ngo-2023-calendar,"國家地理團隊首度推出攝影日曆《歲月靈光》，由創刊至今一百多年的照片中，精選 365 張大師經典，搭配豐富的影音知識內容，在新的一年中，每天與您分享一個精彩故事。,zeczec",24 天,2022/10/26 12:30 – 2022/11/30 23:59
〖 蠟筆小新熱壓吐司機 〗零失敗! 三分鐘療癒上桌♡ 高顏值小新×小白雙烤紋★陪你吃可愛長大,Norns,1078340.0,1490.0,https://www.zeczec.com/projects/norns,"日本官方授權 ‧ 全台首發 ♡《蠟筆小新：風起雲湧 光榮烤吐司之路》登場◆預購就送日式兩用收納袋◆省時省力一鍋到底★ 咖啡廳等級的吐司／鬆餅在家輕鬆做。一機在手，療癒無限、美味無窮,zeczec",44 天,2022/11/01 11:00 – 2022/12/20 23:59
【 xTool D1 Pro 20W 雷雕機 】王者歸來！歡迎來到頂規 20W 二極體雷射新世界⚡,Makeblock,3174510.0,43980.0,https://www.zeczec.com/projects/xtool-d1-pro-20w,"✨ 加倍快｜加倍強｜加倍準。硬實力，就是我的超能力！ 熱愛創作的你是否就差一台功率更強、創意不受限的雷雕機呢？,zeczec",31 天,2022/11/03 12:00 – 2022/12/08 02:00
KIMU DUO 融蠟燈｜給關不掉的嗅覺，美好且安心的儀式感日常。,KIMU,1366793.0,2999.0,https://www.zeczec.com/projects/kimu-duo,"讓台灣燈具品牌 KIMU 打造比你更挑剔的香氛體驗。讓世界首創雙燈頭，立體你的五感，放大你的第六感。,zeczec",12 天,2022/10/06 11:00 – 2022/11/18 23:59
