「Hello Happy 快樂喵日子！」2023漫畫日曆公益募資出版｜365張漫畫及遊戲帶給你天天好心情！,小雪,6680,490,https://www.zeczec.com/projects/happy2023,"365張可愛的Happy漫畫、益智小遊戲、貓哲學及趣味翻翻圖漫幫你紓解每日生活壓力、營造親子樂趣！,zeczec",62 天,2022/08/01 00:00 – 2022/10/01 23:59,2022/08/01 00:00:00,2022/10/01 23:59:00
⟨⟨社群慌原⟩⟩世新大學108級資訊傳播學系畢業專題成果展|募資計畫,社群慌原,0,150,https://www.zeczec.com/projects/socialemo108,"社群慌原是由五名世新大學資訊傳播學系的學生所組成，希望能透過所學協助創作者將所遇見的心理危機有所化解，並期望閱聽人對於新媒體生態現況有更深的了解和省思。,zeczec",92 天,2022/07/30 23:59 – 2022/10/31 23:59,2022/07/30 23:59:00,2022/10/31 23:59:00
Meeting of styles國際塗鴉藝術節,MessAgetaiwan寫手城市工作室,10966,600,https://www.zeczec.com/projects/meeting-of-styles,"Meeting of styles為一個國際性的塗鴉活動，今年我們爭取到台灣舉辦，現場會有超過80位塗鴉創作者現場創作，加上不同領域次文化結合，打造不同以往的街頭盛會。,zeczec",30 天,2022/07/29 20:00 – 2022/08/31 00:00,2022/07/29 20:00:00,2022/08/31 00:00:00
鶯歌產地開放日｜以繼承者們「全新視角」特寫迷人的陶瓷工藝現場,鶯歌產地開放日,16400,500,https://www.zeczec.com/projects/Yinggooo,"8/26-8/28 鶯歌六大品牌開放 Open Factory 工廠見學，帶你探索陶瓷震撼人心的寶藏！,zeczec",21 天,2022/07/29 18:00 – 2022/08/22 02:00,2022/07/29 18:00:00,2022/08/22 02:00:00
apod迷你中華炒鍋｜日本超輕460g窒化鐵鍋，輕鬆翻炒大師鍋氣料理，露營便攜套裝,Single Step,415560,2380,https://www.zeczec.com/projects/apod-wok,"日本燕三条460g超輕純鐵炒鍋。窒化防鏽無塗層不怕刮傷，立體纖維加工讓熱炒健康不油膩，鎖住食材鮮脆水份，輕鬆大火炒出鍋氣靈魂料理！同步加開人氣「便攜熱壓烤夾」,zeczec",29 天,2022/07/29 12:00 – 2022/08/29 23:59,2022/07/29 12:00:00,2022/08/29 23:59:00
【ONE for ONE】用愛，放大探索．《BBC地球脈動II音樂會》共享學習 募資計畫,聯合數位文創,4400,600,https://www.zeczec.com/projects/one-for-one-bbc-ii,"BBC《地球脈動 II》影像音樂會，高規格呈現動物珍貴畫面，希望將這檔極其難得的演出，讓更多人看見，也讓藝文表演昇華，開啟一扇嶄新的學習大門。,zeczec",26 天,2022/07/29 12:00 – 2022/08/27 02:00,2022/07/29 12:00:00,2022/08/27 02:00:00
Drinker 醉客包｜背包界的陳年酒桶，讓你隨時隨地享受品飲，來場醉客之旅！,Stella Forza 本革九號製所,558074,5880,https://www.zeczec.com/projects/drinker-wine-bag,"酒桶造型餐酒袋精緻有型，三種攜帶方式：手提、側背、後背讓你輕鬆袋酒出門。採用義大利頭層牛皮拼接油蠟帆布，讓城市型男們能隨時隨地品飲微醺，背上醉客包一起成為最時尚的Drinker！,zeczec",58 天,2022/07/28 21:00 – 2022/09/28 02:59,2022/07/28 21:00:00,2022/09/28 02:59:00
【Atelier Shark | 日本職人設計 - 源自深海的魅力鯊魚皮革配件】,Atelier Shark,6854,8908,https://www.zeczec.com/projects/atelier-shark,"我們Atelier-Shark 致力於製作能夠將天然鯊魚皮革耐髒、耐磨、防水性高等特性充分發揮出來的產品。為了對皮革製品已經厭倦的人所設計、美觀耐用的鯊魚皮革配件。,zeczec",42 天,2022/07/28 12:00 – 2022/09/11 23:59,2022/07/28 12:00:00,2022/09/11 23:59:00
『透心涼 ! 日本COOL VEST涼感背心』 台灣限量300組首賣,Neo Choice ,126900,1390,https://www.zeczec.com/projects/cool-vest,"日本獨家新技術｜涼爽持續８小時｜重複使用｜附攜帶收納保冷袋。🛵 機車族 🚴 運動族 🏕 露營族的炎炎夏日消暑神器!,zeczec",27 天,2022/07/27 21:00 – 2022/08/27 23:59,2022/07/27 21:00:00,2022/08/27 23:59:00
▋幸福的好滋味 ▋ 炎炎夏日消暑良伴 ｜療癒系義式冰淇淋,幸福販賣所,60415,249,https://www.zeczec.com/projects/happinessshopgelato,"用味覺來收藏美好的風土記憶，挑選彰化及台灣本土的時令水果、農作物，透過義式手作冰淇淋認識季節與各地的人文脈絡，好的食材激發我們對土地的敬意，感謝農民辛勤耕作帶給我們豐盛的物產。,zeczec",61 天,2022/07/27 12:00 – 2022/09/30 23:59,2022/07/27 12:00:00,2022/09/30 23:59:00
【咖啡渣價值再造計畫】燃燒吧！咖啡PART1－咖啡渣天然驅蚊香,長日咖啡,27494,1410,https://www.zeczec.com/projects/fire1,"「咖啡渣循環經濟」~ 利用咖啡渣能驅蚊的特性，開發了無化學用藥，可100%回歸土地的咖啡天然驅蚊香。,zeczec",61 天,2022/07/27 12:00 – 2022/09/30 23:59,2022/07/27 12:00:00,2022/09/30 23:59:00
【 好食好事｜台灣大溪地香草創生計畫 】台灣香草產業大革命！製造出美味甜點的秘密，種植屬於台灣人的香草。,半線香草莊園,8050,250,https://www.zeczec.com/projects/vanilla,"屬於台灣人的香草自己種，一個即將翻轉台灣香草產業的機會，第二波香草產業革命，讓台灣香草莢立足國際！,zeczec",61 天,2022/07/27 12:00 – 2022/09/30 23:59,2022/07/27 12:00:00,2022/09/30 23:59:00
陳酒時木 Time wood 禮盒｜快速熟成神器｜職人精雕工藝刻痕木條，創造特殊風味的桶陳口感!,蘭輝酒莊,23400,1000,https://www.zeczec.com/projects/timewood,"【陳酒時木 Time wood】擁有專利設計，將進口木條加工並裁切出刻痕，增加與酒液接觸面積，置入酒液後，讓酒品不再只是單一口感，不用桶陳多年也能達到快速桶陳之效果。,zeczec",61 天,2022/07/27 12:00 – 2022/09/30 23:59,2022/07/27 12:00:00,2022/09/30 23:59:00
