projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
❝ 𝘿𝙤𝙪𝙗𝙡𝙚 𝘽𝙤𝙭 蒸氣微波保鮮盒 ❞ 保鮮 - 料理 - 上桌，一步到位！,LiFE RiCH 富川創造,12473116.0,2950.0,https://www.zeczec.com/projects/double-box,"LiFE RiCH 富川創造全新力作！延續「可微波不鏽鋼」專利結構，結合獨家「蒸氣微波」技術，並升級氣密防漏、防燙隔熱、三款容量設計，讓保鮮、料理、上桌，一步到位！,zeczec",10 天,2022/09/21 12:00 – 2022/12/07 23:59,2022/09/21 12:00:00,2022/12/07 23:59:00
Withering Calendar 2023 植物凋零曆 ｜凡事都會消逝，凡事也都會再來,yiyuflorist,4657859.0,980.0,https://www.zeczec.com/projects/withering-calendar-2023,"一本關於凋零的植物攝影日曆。,zeczec",3 天,2022/09/21 21:00 – 2022/11/30 23:59,2022/09/21 21:00:00,2022/11/30 23:59:00
【 xTool D1 Pro 20W 雷雕機 】王者歸來！歡迎來到頂規 20W 二極體雷射新世界⚡,Makeblock,8512820.0,43980.0,https://www.zeczec.com/projects/xtool-d1-pro-20w,"✨ 加倍快｜加倍強｜加倍準。硬實力，就是我的超能力！ 熱愛創作的你是否就差一台功率更強、創意不受限的雷雕機呢？,zeczec",10 天,2022/11/03 12:00 – 2022/12/08 02:00,2022/11/03 12:00:00,2022/12/08 02:00:00
【Circle By Circle，孩子的教養旅程一步不漏】0-1.5 歲寶貝限定！唯一幫助你突破教養不一致訂閱制教具＋給照顧者的完整指引 ,Circle By Circle 圈圈玩旅,1103800.0,1500.0,https://www.zeczec.com/projects/circle-by-circle,"◖◖ 不只是教玩具，以醫學、科學為基礎，融合跨學派教育理論; 前樂高 LEGO 設計總監＋五大領域專家共同創作，依月齡精細劃分，陪你輕鬆解鎖寶寶每一個發展里程碑！◗◗,zeczec",19 天,2022/10/19 11:00 – 2022/12/16 23:59,2022/10/19 11:00:00,2022/12/16 23:59:00
【Wicked Egg｜智能互動寵物蛋】全球首款集智能互動陪伴獎勵於一身的全方位專屬陪訓師，你最疼愛的毛孩，交給最懂毛孩的它！,Wicked Lab TW,93210.0,1280.0,https://www.zeczec.com/projects/wickedegg,"Wicked Lab重磅企劃第二彈 — 以毛孩和奴才們的需求點出發，有別於傳統漏食器及訓練產品，首創可控互動獎勵時間設計，寓教於樂的專注度訓練，有毛孩的生活原來可以這麼輕鬆及快樂,zeczec",43 天,2022/11/25 12:00 – 2023/01/09 23:59,2022/11/25 12:00:00,2023/01/09 23:59:00
〖 蠟筆小新熱壓吐司機 〗零失敗! 三分鐘療癒上桌♡ 高顏值小新×小白雙烤紋★陪你吃可愛長大,Norns,1410493.0,1690.0,https://www.zeczec.com/projects/norns,"日本官方授權 ‧ 全台首發 ♡《蠟筆小新：風起雲湧 光榮烤吐司之路》登場◆預購就送日式兩用收納袋◆省時省力一鍋到底★ 咖啡廳等級的吐司／鬆餅在家輕鬆做。一機在手，療癒無限、美味無窮,zeczec",23 天,2022/11/01 11:00 – 2022/12/20 23:59,2022/11/01 11:00:00,2022/12/20 23:59:00
《新蘇富比葡萄酒百科全書》｜葡萄酒界權威之作，發行 35 年首度推出中文版！,國家地理,3324828.0,4380.0,https://www.zeczec.com/projects/The-New-Sothebys-Wine-Encyclopedia,"《蘇富比葡萄酒百科全書》是WSET世界品酒師證照和CMS侍酒師考試的指定讀物，1988年由DK發行首版（480頁），改版後更名為《新蘇富比葡萄酒百科全書》，現在這本是2020年第六版，內容增加到...,zeczec",3 天,2022/09/19 20:00 – 2022/11/30 23:59,2022/09/19 20:00:00,2022/11/30 23:59:00
懶人曆｜2023 努力到剛好就可以，做個懶人也沒有關係｜嘖嘖Ｘ黃玠 歌詞週曆,懶人曆2023,333907.0,820.0,https://www.zeczec.com/projects/HelloLazy,"嘖嘖Ｘ黃玠，一起推出概念性週曆《懶人曆》，懶懶的週曆，適合懶懶的你；週曆搭配音樂人黃玠的生活感療癒歌詞，一起度過軟軟懶懶的2023年。,zeczec",3 天,2022/10/19 20:00 – 2022/12/01 02:00,2022/10/19 20:00:00,2022/12/01 02:00:00
桌遊 x 立體書 = 夢幻組合！《奇幻樹冒險物語》2022 最歡樂的一場冒險,迷走工作坊,1424905.0,2349.0,https://www.zeczec.com/projects/wonderbook,"《奇幻樹冒險物語》是一款原創的奇幻故事冒險遊戲。結合桌遊「豐富的遊戲機制」與立體書「創新的互動玩法」，易學好教十分鐘就能輕鬆上手，從 10 歲到 99 歲都能快速融入刺激的遊戲情境中！,zeczec",30 天,2022/09/20 12:00 – 2022/12/28 02:00,2022/09/20 12:00:00,2022/12/28 02:00:00
e+自動關超值版｜千萬口碑好評再回歸，最聰明的自動關火裝置，全面防堵爐火意外，100% 守護家中安全,網捷股份有限公司,890448.0,1980.0,https://www.zeczec.com/projects/yztek-2022,"曾創下千萬佳績的e+自動關，獲得台灣超過 10 萬口家庭安裝好評！今年，更榮獲 2022 法國發明展第一名！全新e+自動關超值版承襲前幾代優點，且體積更輕巧、更時尚繽紛更高CP，90% 爐具皆可裝。,zeczec",25 天,2022/11/22 12:00 – 2022/12/23 02:00,2022/11/22 12:00:00,2022/12/23 02:00:00
Floral Calendar 2023 花植曆 | 來場與自然最溫暖的連結,光之花蒔,21182.0,790.0,https://www.zeczec.com/projects/floral-calendar-2023,"一本以油性粉彩繪製花卉植物的療癒曆。,zeczec",23 天,2022/11/17 12:00 – 2022/12/20 23:59,2022/11/17 12:00:00,2022/12/20 23:59:00
【木直牛勿】澐森之巔 再美一年 台灣山月曆,木直牛勿,2476199.0,950.0,https://www.zeczec.com/projects/plantpractice2022,"我們是「木直牛勿」，喜歡山林，也喜歡畫畫。​ 希望透過畫筆，將台灣山林之美帶入各位的生活中：）,zeczec",3 天,2022/09/27 11:30 – 2022/12/01 02:00,2022/09/27 11:30:00,2022/12/01 02:00:00
馬曆2023／做一隻不會在龜兔賽跑中輸掉比賽的兔子,新加坡商艾雅思股份有限公司台灣分公司,2736996.0,920.0,https://www.zeczec.com/projects/MarknMary2023,"原子習慣說，只要每天進步1%，一年累積下來，你就會成長3700%！ 問題是，我們要從哪裡開始下手，要如何有意識地做出改變呢？ 就讓馬曆成為你每日的提醒吧！,zeczec",4 天,2022/10/01 10:01 – 2022/12/01 23:59,2022/10/01 10:01:00,2022/12/01 23:59:00
台灣版絕美的「自然朝聖之路」，要向世界旅人發光｜【 2022 亞洲步道大會，在台灣】募資計畫,社團法人台灣千里步道協會,500106.0,351.0,https://www.zeczec.com/projects/ATC-2022,"動輒多天的長距離徒步，其實是一種與內心對話的方式。今年 12 月在台灣舉辦的「亞洲步道大會」，我們計劃向亞洲各國健行愛好者，揭曉台灣「長距離徒步」的絕美秘境。,zeczec",23 天,2022/10/20 00:00 – 2022/12/20 23:59,2022/10/20 00:00:00,2022/12/20 23:59:00
【WATCH THE MUSIC】潮流智能音樂眼鏡 / 墨鏡 - 讓科技融入生活、從此釋放雙耳！,KlassiC. x AES x SOLOS,1079600.0,8500.0,https://www.zeczec.com/projects/klassic,"結合亞洲臉型鏡框、潮流時尚風格與最新智能科技，歷時兩年研發打造集聽歌通話與健康監測於一身，能自在配戴的整合性智慧音樂眼鏡 / 墨鏡！,zeczec",33 天,2022/11/15 21:00 – 2022/12/30 23:59,2022/11/15 21:00:00,2022/12/30 23:59:00
GG褲 海洋系｜來自大海的淬鍊，獨家使用來自大海的SEAWOOL® 海毛紗，兼具舒適/輕薄/快乾/恆溫涼感/永久除臭 功能,URBAN CREW,1007060.0,980.0,https://www.zeczec.com/projects/GGCOOLSEA,"熱賣超過200萬的【GG褲(森林系)】推出全新海洋系！太空ionic+太空銀纖維 結合 SEAWOOL® 海毛紗，一次擁有 遠紅外線∕涼感舒適∕吸濕排汗∕99% 抗菌防臭∕3D立體囊袋∕防磨腰頭...,zeczec",18 天,2022/11/01 11:30 – 2022/12/15 23:59,2022/11/01 11:30:00,2022/12/15 23:59:00
Allite CF1 多功能車用手機架｜首創 3-in-1 無線充電・磁吸支架・舒心擴香一次到位！ ,Allite ,1768462.0,1590.0,https://www.zeczec.com/projects/allite-cf1,"告別傳統手機架！創新結合 MagSafe 技術與擴香功能，打造一次到位的車用配備。CF1 全方位手機架，完美提升駕車體驗！ ,zeczec",9 天,2022/10/25 12:00 – 2022/12/07 12:00,2022/10/25 12:00:00,2022/12/07 12:00:00
EVVR 世界上最小HomeKit魔塊｜50元硬幣大小｜超簡單改造燈具開關｜超早鳥抽HomePod Mini,EVVR Taiwan,199452.0,1599.0,https://www.zeczec.com/projects/evvr-homekit,"想打造兼具設計與美觀的智慧宅卻無從著手！？ 安裝設定困難/師傅不會拉中性線/害怕安裝後燈具鬼火閃爍！？ EVVR推出史上最小HomeKit魔塊，超簡單智慧改造你的家,zeczec",38 天,2022/11/22 21:00 – 2023/01/05 02:00,2022/11/22 21:00:00,2023/01/05 02:00:00
SPACEFOLD™ 時空折疊育兒包 | 三秒分層，一秒折疊，育兒/商務/休閒一切包辦！,Dauson lab.,3429448.0,3290.0,https://www.zeczec.com/projects/spacefold,"無需翻找，輕鬆取得全包物件，空間彈性極大化。防水抗污，透氣減壓，為孩子、父母設計的萬用快取背包,zeczec",34 天,2022/10/07 12:00 – 2022/12/31 23:59,2022/10/07 12:00:00,2022/12/31 23:59:00
《own 一個人生活》｜一本陪你擁有自己的雜誌－第四、五期募資計畫,own一個人生活,101120.0,550.0,https://www.zeczec.com/projects/own2022,"漫長的人生旅途中，我們不斷試圖建立關係、找到歸屬，但愛人會過季，感情會過期，在偶有寒冬、時而放晴的日子裡，陪伴自己最久的人終究是自己。,zeczec",3 天,2022/10/31 20:00 – 2022/12/01 02:00,2022/10/31 20:00:00,2022/12/01 02:00:00
【早鳥53折 截止倒數】運動專屬 無重力內著｜獨立囊袋・抑菌除臭・超強延展｜純粹舒適的新體驗,Apartment.b 男子公寓,867964.0,1499.0,https://www.zeczec.com/projects/apartmentb-underwear,"無重力內著，給您無重力般的舒適體驗｜使用Tactel Nylon6.6 超細纖維｜美國 Sciessent 銅銀離子 除臭技術｜創造時尚與機能兼具的新時代內著,zeczec",54 天,2022/11/10 11:00 – 2023/01/20 23:59,2022/11/10 11:00:00,2023/01/20 23:59:00
【il modo小長夾】是日製手工真皮小長夾，也是職人的信念,STATUSY TAIWAN x 有設計,2099865.0,3560.0,https://www.zeczec.com/projects/ilmodo,"職人嚴選日本姬路高品質真皮皮革，歷經層層工序，將信念與期待融入手作，傾聽使用者的聲音，持續創新設計，盼能為使用者帶來幸福感，同時傳承製革傳統工藝,zeczec",29 天,2022/10/18 10:30 – 2022/12/26 23:59,2022/10/18 10:30:00,2022/12/26 23:59:00
#全球獨創技術 DarMo® 達摩經絡儀 | 疏通經絡促進循環幫助睡眠、輕鬆減壓,DarMo® 達摩經絡儀,519273.0,16800.0,https://www.zeczec.com/projects/DarMo,"整合３大領域「中西醫、自然醫學」與 王唯工教授 建立的氣血共振理論基礎，開發出「減壓舒眠經絡儀」，透過微電流電導場共振技術，與人體經絡同步共振，激發人體自癒潛能， 讓我們都能往 更平衡 的狀態前進,zeczec",37 天,2022/11/22 10:30 – 2023/01/03 23:59,2022/11/22 10:30:00,2023/01/03 23:59:00
Hello Studio 你好工作室《狐吉與星星》繪本出版計畫,你好藝思有限公司,251870.0,1250.0,https://www.zeczec.com/projects/hellostudio,"總是為了別人奔波的你，有多久沒有跟自己說聲「辛苦了」？ 這是一本關於「愛自己」的繪本。,zeczec",34 天,2022/11/15 20:00 – 2022/12/31 23:59,2022/11/15 20:00:00,2022/12/31 23:59:00
PUR寵物友善凝香樹｜100%純天然，為毛孩全手工製作的擴香蠟燭,PUR labo,90385.0,1690.0,https://www.zeczec.com/projects/pur,"為了心愛動物夥伴而生的安全純天然香氛蠟燭，寵愛毛孩的同時，也可以寵愛自己。,zeczec",40 天,2022/11/16 12:00 – 2023/01/06 23:59,2022/11/16 12:00:00,2023/01/06 23:59:00
【台北時光機 - 臺北辦年貨】兒童繪本x文化桌遊,綠雷德創新,5090.0,250.0,https://www.zeczec.com/projects/GRV-LunarQ1,"綠雷德創新原創繪本，跟著繪本漫步去，在故事裡認識老臺北。可以選擇與小朋友共讀繪本，配合桌遊一起玩，看故事邊學邊玩！,zeczec",48 天,2022/11/18 20:00 – 2023/01/15 20:00,2022/11/18 20:00:00,2023/01/15 20:00:00
無尾香蕉動物學校｜友愛一起計畫｜【與動物相愛的練習】｜和插畫家李瑾倫一起創作你的毛孩故事,無尾香蕉動物學校,458573.0,1080.0,https://www.zeczec.com/projects/NBAS,"友愛一起計畫是無尾香蕉動物學校為所有人設計的同理心練習，透過30道練習題學習與動物相愛，搭配和插畫家李瑾倫一起共創專屬的毛孩繪本，增進人對於動物們的友善與友愛之心。,zeczec", 12 小時,2022/10/11 20:00 – 2022/11/28 23:59,2022/10/11 20:00:00,2022/11/28 23:59:00
『SATTO～日本魔法設計皮夾』實現終極收納工藝， 全新定義 #極簡皮夾，招財又吸金 ✨,Neo Choice ,1771017.0,2100.0,https://www.zeczec.com/projects/satto,"採用日本栃木皮革，以最小尺寸為目標的迷你短夾，無需折疊即可放入和取出鈔票。,zeczec",12 天,2022/10/12 20:30 – 2022/12/10 23:59,2022/10/12 20:30:00,2022/12/10 23:59:00
2023 明想正念日曆 Bit By Bit Calendar｜用日復一日的美好・切換內心的開關,dxpresso,950225.0,820.0,https://www.zeczec.com/projects/dxpresso-bit-by-bit-calendar,"給初學者的正念日曆，透過365天明想每日提醒 + 每日療癒圖形，讓大腦進入短暫的正念狀態、消除眼睛疲勞，陪你一點一滴的累積，一天比一天進步！,zeczec", 12 小時,2022/09/16 12:00 – 2022/11/28 23:59,2022/09/16 12:00:00,2022/11/28 23:59:00
募資衝破百萬~2023年《365環球曆》每天帶你去環遊世界的日曆~倒數5天,Fiona環遊世界,1043640.0,950.0,https://www.zeczec.com/projects/travel365,"一秒出國，環遊世界365天；文化體驗，輕鬆建立國際觀。環球旅人Fiona花費20年，精選全球77國+南極熱血製作。,zeczec",3 天,2022/09/26 20:00 – 2022/12/01 23:59,2022/09/26 20:00:00,2022/12/01 23:59:00
《Color4玩轉卡套》直橫共用 X 雙面感應｜全台最無敵「玩美」的卡套誕生！,100Thinks,1506861.0,945.0,https://www.zeczec.com/projects/color4,"台灣獨家專利結構，機能美型，擁有7大超能力的卡套！,zeczec",2 天,2022/10/12 10:00 – 2022/11/30 23:59,2022/10/12 10:00:00,2022/11/30 23:59:00
【VIVAWANG x 白沙屯媽祖鑾轎紀念燈】112年開運首選、頭旗化煞、勇軍護航、檀香引路、媽祖錢母坐鎮、轎頂獅有求必應、刺繡轎彩十足復刻鑾轎風采，點亮癸卯年前景光明 ⛩️ 百年香隨-粉紅超跑進家門！,VIVAWANG 香氛。居禮。時光,79768.0,2980.0,https://www.zeczec.com/projects/VIVAWANG,"致力文創力作，完美升級點燈、擴香、環保、安全、30天換一杯開運香燭、許願、祝福...等多種好處，白沙屯媽鑾轎紀念燈！ 「求好運」超值收藏，日常祈福不再遙遠，讓生活充滿幸福和諧、財運進家門！,zeczec",33 天,2022/11/15 15:00 – 2022/12/31 23:59,2022/11/15 15:00:00,2022/12/31 23:59:00
PowerFun 動力趣｜72合一電動智慧積木組｜相容樂高，一起變身動感積木！,makerzoid x 有設計,1143160.0,2280.0,https://www.zeczec.com/projects/powerfun,"最超值的動感積木組合，能避障、感應物體及燈光、還能控制通電！ 72種造型、四大主題一次滿足，還可以與其他積木相容，讓家中原有積木全都跟著PowerFun一起變成動感積木！,zeczec",2 天,2022/10/18 10:30 – 2022/11/30 23:59,2022/10/18 10:30:00,2022/11/30 23:59:00
J'DOR 全天然兒童黏土 | 不沾黏、加水即可恢復柔軟、植物精油製作｜孩子聖誕節禮物首選｜幼兒安全無毒黏土｜用食材打造玩具 | ,倍格思有限公司,1011828.0,320.0,https://www.zeczec.com/projects/jdor,"小孩聖誕節禮物 - 安全無毒兒童黏土 促進小肌肉發展訓練 ｜ 幼兒禮物首選 ｜天然無毒安全黏土！不沾黏、加水即可恢復柔軟！,zeczec", 12 小時,2022/09/30 21:00 – 2022/11/28 23:59,2022/09/30 21:00:00,2022/11/28 23:59:00
【台灣製】磁吸式自帶線行動電源10000mAh➤蘋果全系列不卡鏡頭，相容MagSafe，雙向快充，自帶Lightning及Type-C一次滿足！,POLYBATT,735368.0,1248.0,https://www.zeczec.com/projects/POLYBATT_CAT,"15W無線充電＋22W有線！四用型充電搞定所有機型！可充1-2次，帶著來自貓的祝福迎接2023年,zeczec",36 天,2022/11/01 20:00 – 2023/01/03 08:00,2022/11/01 20:00:00,2023/01/03 08:00:00
翁鈺鈞首張個人專輯《欲嫁女人心》募資計劃,怡佳娛樂經紀股份有限公司,1395146.0,299.0,https://www.zeczec.com/projects/WengYuJun-Album,"一個懷著希望夢想而唱的女生，將要把過去所聚集的能量，全心注入首張個人全新創作專輯中，唱乎你聽！,zeczec",33 天,2022/09/23 20:00 – 2022/12/31 23:59,2022/09/23 20:00:00,2022/12/31 23:59:00
SUMI BE BOX 日本職人烤爐頂級之作｜炭火遠紅外線極致燒烤體驗｜耐熱輕薄琺瑯折疊鋼桌,Single Step,497360.0,7800.0,https://www.zeczec.com/projects/tifg-sumi-be-box,"底部隔熱、集灰盤、置物邊桌、炭火盒、防火罩、琺瑯鋼烤架及網叉等，日本手工打造的11個不鏽鋼配件，緊湊收納便攜箱體。烤肉滴油不冒火焰濃煙，職人追求美味又精緻的燒烤體驗！同場加開：日本製折疊琺瑯鋼板桌,zeczec",7 天,2022/11/01 12:00 – 2022/12/05 23:59,2022/11/01 12:00:00,2022/12/05 23:59:00
Goodly 智慧刮痧拔罐器｜專為注重健康養生的你而生，拔罐刮痧不求人，一鍵開啟刮痧、拔罐、滑罐3in1的新體驗，輕鬆刮出好氣色！,星承健康生技,8450.0,850.0,https://www.zeczec.com/projects/goodly-3in1,"居家智能拔罐器，一鍵切換刮痧、拔罐、滑罐超便利～ 告別耗時耗力的手動式傳統拔罐。 在家刮痧，拔罐保健，一鍵刮出好氣色！ 電池容量加大至450mAh，使用時間大翻倍！,zeczec",32 天,2022/11/25 18:00 – 2022/12/30 23:00,2022/11/25 18:00:00,2022/12/30 23:00:00
【精裝典藏】2022大勢韓劇｜人生劇創造者 ‧ 盧熙京《我們的藍調時光》劇本雙書,新經典文化,228700.0,999.0,https://www.zeczec.com/projects/OurBlues,"「這是一部為站在生命的盡頭、頂峰或是起跑點的所有人所寫的應援故事。」──盧熙京,zeczec",7 天,2022/10/25 12:00 – 2022/12/05 02:00,2022/10/25 12:00:00,2022/12/05 02:00:00
【全力揮擊】原創沉浸式棒球主題桌遊｜朋友聚會、親子時光、球迷競技都適合的經典收藏桌遊,【全力揮擊 ShowTime】,793841.0,1500.0,https://www.zeczec.com/projects/showtime,"馬上來場緊張刺激的棒球比賽！在冷氣房中享受在球場上揮汗的樂趣，體驗揮棒打擊的快感。變化多端的攻防事件與靈活的防守布陣，九局下半，等你來一棒炸裂，獲得最終的勝利。,zeczec",13 天,2022/09/29 20:00 – 2022/12/11 23:59,2022/09/29 20:00:00,2022/12/11 23:59:00
請來買「腳頭老大」們做的「快樂襪」｜瑪利亞身心障礙青年終於開襪子店了，努力籌措第一批訂單！,財團法人瑪利亞社會福利基金會,1455830.0,1698.0,https://www.zeczec.com/projects/merry-young-x,"誰說身心障礙青年只能等人救助？刷新以往對於心智障礙者的偏見，一起穿上他們創作的舊城心故事 Merry Youngの 老派約會快樂襪，「走到哪裡」都能感受到台中爆笑又天真的人情味,zeczec",31 天,2022/11/01 11:00 – 2022/12/29 23:59,2022/11/01 11:00:00,2022/12/29 23:59:00
 Aries 快拆式大錐刀磨豆機 ｜83mm 3 秒快拆式鍍鈦錐刀，5 段式可調式研磨轉速，在家就能享受頂級精品咖啡風味,米克斯酷,7030300.0,28900.0,https://www.zeczec.com/projects/aries,"在家喝咖啡也能很享受。專為咖啡痴匠心打造的 Aries 磨豆機，獨家 3 秒刀盤快拆設計，結合 83mm 鍍鈦錐刀，為每一次磨豆留下最純粹風味，只留口齒餘香給您。,zeczec",31 天,2022/11/15 21:00 – 2022/12/29 23:59,2022/11/15 21:00:00,2022/12/29 23:59:00
REO 大馬士革主廚刀｜天然紋路美感盡現！讓你刀刀精準俐落，縱橫天下料理！,Hard Crafts,940201.0,3090.0,https://www.zeczec.com/projects/reo,"美國募資破800萬，千人秒殺，超高CP值，完美結合「歐日廚刀工藝」與「兩大頂級鋼材」的職人逸品主廚刀！,zeczec",16 天,2022/10/25 21:00 – 2022/12/14 02:00,2022/10/25 21:00:00,2022/12/14 02:00:00
Tent Acme 極.美.秒換面紙盒〖皮革低碳版〗| 瞬間成為美好的存在! ,TaG 創夏設計,588966.0,1155.0,https://www.zeczec.com/projects/tent-2-0,"用極致的視覺藝術定義面紙盒，簡約弧線百搭沒有侷限。升級為低碳皮革面料的TentAcme 面紙盒以磁吸3秒更換的超直覺設計達到免組裝，即可秒速裝填與更換面紙。 優美弧度的簡約外型，為你生活提升質感...,zeczec",32 天,2022/11/01 12:00 – 2022/12/30 02:00,2022/11/01 12:00:00,2022/12/30 02:00:00
世界第二輕大傘『極度輕高爾夫』271g輕盈登場｜超抗風、防潑水｜雨傘王首創終身免費維修！,雨傘王,937171.0,799.0,https://www.zeczec.com/projects/ultra_lightweight,"親子外出、開車族、高爾夫愛好者、三五好友，想拿出可遮擋所有人的直立大傘， 卻因為重量﹑花色、功能，寧願撐折傘自己淋雨也不願選擇長傘？就讓『極度輕高爾夫』打破刻板印象！ ,zeczec",17 天,2022/11/04 15:00 – 2022/12/15 23:59,2022/11/04 15:00:00,2022/12/15 23:59:00
日本皇室宮內廳御用 · 職人手工高級透明傘 WHITE ROSE｜300年歷史日本職人老舖全新優雅之作,Single Step,353790.0,2680.0,https://www.zeczec.com/projects/WhiteRose-Japan,"世界上第一把透明傘起源，風靡日本席捲全球的始祖！夜晚視野清晰安全，搭襯融入各式穿著，雨天撐起的一盞優雅。 十六枚玻璃纖維傘骨、專利氣閥強風不拖曳翻轉， 特殊傘布清透不劣化。讓人期待雨天的職人高級傘。,zeczec",28 天,2022/11/25 12:00 – 2022/12/26 23:59,2022/11/25 12:00:00,2022/12/26 23:59:00
