projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
日本製・ZiBi-t 口罩 | 減少耳朵疼痛或是壓迫感，不影響時尚外表的耳掛式口罩！,zibit,32173.0,999.0,https://www.zeczec.com/projects/zibi-t,"来自日本第一大眼鏡眼生產地「福井県」!像戴眼鏡般的耳掛式口罩!,zeczec",36 天,2022/09/22 12:00 – 2022/10/31 23:59,2022/09/22 12:00:00,2022/10/31 23:59:00
2023《燈塔》自我成長手帳本 | 身在暗處，別忘了光離你其實不遠。,壹玖玖柒,8386.0,429.0,https://www.zeczec.com/projects/lighthouse-calendar,"這座指引人生方向的燈塔，帶著你找尋最真實的自己，只有你親自嘗試與冒險，才能體會船入港後船錨落下的安穩感。,zeczec",171 天,2022/09/22 12:00 – 2023/03/15 23:59,2022/09/22 12:00:00,2023/03/15 23:59:00
Withering Calendar 2023 植物凋零曆 ｜凡事都會消逝，凡事也都會再來,yiyuflorist,2671180.0,950.0,https://www.zeczec.com/projects/withering-calendar-2023,"一本關於凋零的植物攝影日曆。,zeczec",46 天,2022/09/21 21:00 – 2022/11/11 01:59,2022/09/21 21:00:00,2022/11/11 01:59:00
▋上班情緒花草茶曆 ▋ 可以喝的無時效日曆，給你滿滿的療癒力。來一場集結視覺嗅覺味覺的三重饗宴,Cemento Hana_和泥花,38507.0,549.0,https://www.zeczec.com/projects/cemento-hana,"為上班族設計的五款紓壓獨家配方，針對週一至週五，每天不同的身心層面調配最適合當天飲用的花茶。以日曆形式設計花茶包裝，每一日每一次的手撕日曆，都是開啟了這天花草療癒之旅的儀式感。,zeczec",47 天,2022/09/21 21:00 – 2022/11/11 23:59,2022/09/21 21:00:00,2022/11/11 23:59:00
詩人導演盧建彰 Ｘ 零廢時尚Story Wear ｜用零廢時尚與詩集，讓你跟我的世界變好,Story Wear,50870.0,420.0,https://www.zeczec.com/projects/storywear_Kurt,"將詩集背後的故事，穿在身上｜以自由平等博愛為主題，探討生態環境、社會勞權、經濟貧富差距、世代剝奪衝擊，真心誠意，沒有偽裝，紀念你為世界投入的偉大貢獻。,zeczec",54 天,2022/09/21 21:00 – 2022/11/18 23:59,2022/09/21 21:00:00,2022/11/18 23:59:00
APA(A passion A action)流浪動物救助募資,1zz7,5000.0,2000.0,https://www.zeczec.com/projects/apac,"用個人設計的衣服以及帆布購物袋,扣除成本,全數捐贈流浪動物協會,zeczec",60 天,2022/09/21 20:00 – 2022/11/25 21:00,2022/09/21 20:00:00,2022/11/25 21:00:00
《力量》再創百年歷史，天寶聖道宮修繕特急,北投天寶聖道宮,4000.0,250.0,https://www.zeczec.com/projects/tianbaoshengdaotemple,"捐一磚蓋平安，疊一瓦求一福。讓我們凝聚力量，讓信仰不被瓦解。協助50年老廟再創百年歷史！,zeczec",55 天,2022/09/21 20:00 – 2022/11/20 02:00,2022/09/21 20:00:00,2022/11/20 02:00:00
❝ 𝘿𝙤𝙪𝙗𝙡𝙚 𝘽𝙤𝙭 蒸氣微波保鮮盒 ❞ 保鮮 - 料理 - 上桌，一步到位！,LiFE RiCH 富川創造,3534070.0,2800.0,https://www.zeczec.com/projects/double-box,"LiFE RiCH 富川創造全新力作！延續「可微波不鏽鋼」專利結構，結合獨家「蒸氣微波」技術，並升級氣密防漏、防燙隔熱、三款容量設計，讓保鮮、料理、上桌，一步到位！,zeczec",51 天,2022/09/21 12:00 – 2022/11/15 23:59,2022/09/21 12:00:00,2022/11/15 23:59:00
2023 慢慢日曆 | 慢慢過，每天都是好日子 ◖365天的日常漫活提案，最療癒的手繪圖文日曆◗,來福小日子 ｜萊柏思文創有限公司,234353.0,899.0,https://www.zeczec.com/projects/simple-life,"生活需要紓壓，日常需要儀式感。讓我們陪你，一起療癒，慢慢過。,zeczec",36 天,2022/09/21 12:00 – 2022/10/31 23:59,2022/09/21 12:00:00,2022/10/31 23:59:00
《星躍物語Star Leaping Story》台灣個人獨立製作 | 原創衝刺闖關的趣味玩法，一款大人小孩都能笑著玩的動作益智遊戲，跟著夥伴們一起來場星球冒險吧！,ZerovHao,37381.0,150.0,https://www.zeczec.com/projects/star-leaping-story,"個人獨立開發PC單機遊戲，從軟體、美術、音樂、劇情設定及過場演出皆由一人製作，深受喜愛的獨立遊戲啟發，希望能製作出帶給大家歡樂與感動的作品！《星躍物語》已完成DEMO版本，歡迎各位試玩！,zeczec",56 天,2022/09/21 12:00 – 2022/11/20 23:59,2022/09/21 12:00:00,2022/11/20 23:59:00
『自療醫學』頸枕&床墊｜專為您量身打造 [如同配眼鏡需要驗光一樣的精準與科學]｜讓您從此擺脫肩頸僵硬、腰痠背痛，不再數羊到天亮,吉古金晶,52270.0,4690.0,https://www.zeczec.com/projects/goldenspine,"獨步全球，專為「自療」頸椎及腰椎研發的醫學頸枕＆床墊，添加負離子，利用睡眠時間，維持您全身的「脊椎神經暢通」，啟動身體的「自我療癒」功能，解決無可避免的頸椎及腰椎問題。,zeczec",55 天,2022/09/21 12:00 – 2022/11/19 23:59,2022/09/21 12:00:00,2022/11/19 23:59:00
【水狗帶你預約契作好食物|健康變得好守護】,鄭博雅,2353.0,3333.0,https://www.zeczec.com/projects/shui-gou,"為了延續我們家【柑之如飴果園】的信念，讓作物自然生長，不用化學除草劑、農藥、使用有機資材 ，讓土地回復原有生態。,zeczec",26 天,2022/09/21 12:00 – 2022/10/21 23:59,2022/09/21 12:00:00,2022/10/21 23:59:00
【RYUU 快拆小包】優雅俐落，陪你流轉於都市之間,RYUU,1120111.0,1580.0,https://www.zeczec.com/projects/ryuu,"告別翻找，極速、便利、時尚，你唯一需要的隨身小包！,zeczec",40 天,2022/09/20 21:00 – 2022/11/05 02:00,2022/09/20 21:00:00,2022/11/05 02:00:00
你愛喝酒 那你懂酒嗎？｜《醉的有理》2023酒醉日曆,下班族,409309.0,799.0,https://www.zeczec.com/projects/jiuzuirili,"這是一本沒有要讓你2023清醒的日曆(*^_^*),zeczec",44 天,2022/09/20 21:00 – 2022/11/08 23:59,2022/09/20 21:00:00,2022/11/08 23:59:00
聖誕．素｜實木螺旋聖誕樹，讓你的與眾不同被看見,佛丐設計創意有限公司,0.0,9900.0,https://www.zeczec.com/projects/fourguys,"聖誕．素，使用樺木材質的實木木條，堆疊成螺旋的特殊外型，提供不同以往的聖誕樹形象，平順切邊的流線外觀，特殊的45°鑽孔可提供吊掛飾品。,zeczec",36 天,2022/09/20 21:00 – 2022/10/31 23:59,2022/09/20 21:00:00,2022/10/31 23:59:00
2023 懂懂漢方曆 ✦ 讓中醫知識融入生活，陪你漢方養生一整年！,懂懂漢方(上荷生醫),250170.0,830.0,https://www.zeczec.com/projects/dongherb2023,"常見中藥材 × 實用藥帖，不只體驗本草之美，更享受有漢方的美好日常 ◔.̮◔✧,zeczec",35 天,2022/09/20 20:00 – 2022/10/30 23:59,2022/09/20 20:00:00,2022/10/30 23:59:00
桌遊 x 立體書 = 夢幻組合！《奇幻樹冒險物語》2022 最歡樂的一場冒險,迷走工作坊,1002147.0,2349.0,https://www.zeczec.com/projects/wonderbook,"《奇幻樹冒險物語》是一款原創的奇幻故事冒險遊戲。結合桌遊「豐富的遊戲機制」與立體書「創新的互動玩法」，易學好教十分鐘就能輕鬆上手，從 10 歲到 99 歲都能快速融入刺激的遊戲情境中！,zeczec",29 天,2022/09/20 12:00 – 2022/10/25 02:00,2022/09/20 12:00:00,2022/10/25 02:00:00
HoldU 懶人沙發椅｜是懶骨頭，更是床墊 ＆ 支撐沙發！一椅三用大革新，Hold Your Life！,WM台客嚴選,525190.0,3490.0,https://www.zeczec.com/projects/holdu,"360 度沉浸包覆，享受懶骨頭帶來的放鬆，加上台灣製的支撐設計，包覆兼具支撐，怎麼坐都舒適，讓一椅適用多種生活情境，一張顛覆你想像的懶人沙發，不只是懶骨頭，也是支撐沙發，更是單人沙發床！,zeczec",41 天,2022/09/20 12:00 – 2022/11/06 02:00,2022/09/20 12:00:00,2022/11/06 02:00:00
mysig喵空漫步2.0 | 更好玩、更舒壓、更豐富趣味的貓咪空中樂園 ! ,mysig,31730.0,7900.0,https://www.zeczec.com/projects/mysigcatG2,"mysig2.0升級版擁有更多配件、超越空間限制，輕鬆打造迪士尼等級的貓樂園！,zeczec",26 天,2022/09/20 12:00 – 2022/10/21 23:59,2022/09/20 12:00:00,2022/10/21 23:59:00
咖啡 • 香｜咖啡渣做的咖啡•香，融合『循環｜再生｜信仰｜薰香』擁有安定向上的力量！,Lu Coffee,0.0,1466.0,https://www.zeczec.com/projects/lucoffee02,"旅•珈啡｜首創環保薰香，100%純天然原料專屬香氣，結合『環保•創新•循環』咖啡渣的循環再生，為共同所處環境盡一份力。,zeczec",51 天,2022/09/20 12:00 – 2022/11/16 02:00,2022/09/20 12:00:00,2022/11/16 02:00:00
原民咖啡架×與眾不同的循環設計 | 文化環保雙結合，打造溫暖早晨時光,和木相處有限公司,0.0,1680.0,https://www.zeczec.com/projects/withwood,"當木頭炙熱的溫度碰上金屬的冷酷，就像歷史悠遠的原民文化撞上了 時尚的咖啡流行，就這樣誕生了「原民手沖咖啡架」！！,zeczec",36 天,2022/09/20 12:00 – 2022/10/31 23:59,2022/09/20 12:00:00,2022/10/31 23:59:00
《河流》身心靈療癒誌｜不只是一份紙本月刊，而是一個匯聚美好能量的療癒多媒體，一個共學共好的身心靈平台！這世界不需要再一本八卦雜誌、再一個八卦節目，但需要這樣一個愛的視角，懇請支持「河流心傳媒」！,《河流》身心靈療癒誌,70400.0,380.0,https://www.zeczec.com/projects/river2021,"《河流．身心靈療癒誌》滿週歲了，感謝去年嘖嘖支持我們創刊，這一年來我們為大家做了好多！河流從誕生到努力長這麼大，真是個奇蹟！我們還有更多的愛和夢想等著實現，邀請您繼續跟著我們～走這條河流！,zeczec",51 天,2022/09/20 10:00 – 2022/11/15 23:59,2022/09/20 10:00:00,2022/11/15 23:59:00
半島體制,廖志嘉,0.0,300.0,https://www.zeczec.com/projects/ban-dao-ti-zhi,"「半島體制」是一個以科技泛濫為主體的寓意式創作。圍繞著選舉的沉浸式互動，讓身為選民的觀眾決定結局。,zeczec",17 天,2022/09/20 00:00 – 2022/10/12 23:59,2022/09/20 00:00:00,2022/10/12 23:59:00
一DAY一辱 2023 乳滑日曆,習維尼,7190.0,810.0,https://www.zeczec.com/projects/day,"《一DAY一辱 2023 乳滑日曆》用詼諧 / 調侃 / 反諷的方式，記錄中國的匪夷所思；身為傲嬌的炎黃子孫，你應該要將每一次的辱華事件銘記在心，化悲憤為力量，一起努力光耀我大中華！,zeczec",42 天,2022/09/19 21:00 – 2022/11/06 23:59,2022/09/19 21:00:00,2022/11/06 23:59:00
《新蘇富比葡萄酒百科全書》｜葡萄酒界權威之作，發行 35 年首度推出中文版！,大石國際文化有限公司,614981.0,4380.0,https://www.zeczec.com/projects/The-New-Sothebys-Wine-Encyclopedia,"《蘇富比葡萄酒百科全書》是WSET世界品酒師證照和CMS侍酒師考試的指定讀物，1988年由DK發行首版（480頁），改版後更名為《新蘇富比葡萄酒百科全書》，現在這本是2020年第六版，內容增加到...,zeczec",36 天,2022/09/19 20:00 – 2022/10/31 23:59,2022/09/19 20:00:00,2022/10/31 23:59:00
【 FOREVER™Tee 國民短袖 】膠原蛋白加持，9大機能穿久久,Evolete Apparel,279740.0,1180.0,https://www.zeczec.com/projects/the-forever-tee,"紡織技術黑科技：膠原蛋白×抗撕裂×抗褪色×仿棉感×不起球，讓你的每一天舒適自信爆表！,zeczec",36 天,2022/09/19 12:00 – 2022/10/31 23:59,2022/09/19 12:00:00,2022/10/31 23:59:00
2022 第一屆 愛丁堡臺灣藝術節 Taiwan Arts Festival Edinburgh 募資計畫,TAFE,25100.0,150.0,https://www.zeczec.com/projects/taiwan-arts-festival,"愛丁堡臺灣藝術節 (Taiwan Arts Festival Edinburgh, TAFE) 是由住在英國的臺灣人共同發起的藝術節。除了展覽的發表，也辦理工作坊、座談會、導覽等形式讓英國在地觀...,zeczec",35 天,2022/09/19 12:00 – 2022/10/30 23:59,2022/09/19 12:00:00,2022/10/30 23:59:00
